"simID","q","dhat"
1,0.85,0.1515
2,0.85,0.1695
3,0.85,0.1615
4,0.85,0.16
5,0.85,0.176
6,0.85,0.1745
7,0.85,0.1625
8,0.85,0.176
9,0.85,0.1705
10,0.85,0.172
11,0.85,0.1765
12,0.85,0.1685
13,0.85,0.1685
14,0.85,0.158
15,0.85,0.181
16,0.85,0.159
17,0.85,0.17
18,0.85,0.1695
19,0.85,0.167
20,0.85,0.1615
21,0.85,0.1655
22,0.85,0.1835
23,0.85,0.16
24,0.85,0.165
25,0.85,0.183
26,0.85,0.1675
27,0.85,0.1835
28,0.85,0.182
29,0.85,0.18
30,0.85,0.173
31,0.85,0.172
32,0.85,0.1685
33,0.85,0.1765
34,0.85,0.1745
35,0.85,0.169
36,0.85,0.1605
37,0.85,0.156
38,0.85,0.169
39,0.85,0.1685
40,0.85,0.171
41,0.85,0.169
42,0.85,0.1745
43,0.85,0.1615
44,0.85,0.1705
45,0.85,0.1655
46,0.85,0.1925
47,0.85,0.1725
48,0.85,0.1655
49,0.85,0.165
50,0.85,0.182
51,0.85,0.16
52,0.85,0.1855
53,0.85,0.1745
54,0.85,0.18
55,0.85,0.168
56,0.85,0.183
57,0.85,0.1625
58,0.85,0.177
59,0.85,0.1725
60,0.85,0.1655
61,0.85,0.1605
62,0.85,0.172
63,0.85,0.1565
64,0.85,0.159
65,0.85,0.162
66,0.85,0.1815
67,0.85,0.16
68,0.85,0.1725
69,0.85,0.1585
70,0.85,0.1735
71,0.85,0.1565
72,0.85,0.183
73,0.85,0.174
74,0.85,0.1695
75,0.85,0.165
76,0.85,0.1835
77,0.85,0.166
78,0.85,0.1695
79,0.85,0.1715
80,0.85,0.161
81,0.85,0.1605
82,0.85,0.159
83,0.85,0.197
84,0.85,0.1595
85,0.85,0.1795
86,0.85,0.186
87,0.85,0.1685
88,0.85,0.165
89,0.85,0.1935
90,0.85,0.165
91,0.85,0.172
92,0.85,0.166
93,0.85,0.1585
94,0.85,0.1685
95,0.85,0.167
96,0.85,0.171
97,0.85,0.1555
98,0.85,0.1565
99,0.85,0.165
100,0.85,0.157
101,0.85,0.1755
102,0.85,0.1765
103,0.85,0.1755
104,0.85,0.1695
105,0.85,0.174
106,0.85,0.1575
107,0.85,0.1745
108,0.85,0.181
109,0.85,0.179
110,0.85,0.17
111,0.85,0.16
112,0.85,0.1675
113,0.85,0.182
114,0.85,0.1735
115,0.85,0.186
116,0.85,0.1625
117,0.85,0.176
118,0.85,0.168
119,0.85,0.1665
120,0.85,0.193
121,0.85,0.163
122,0.85,0.1715
123,0.85,0.1795
124,0.85,0.1645
125,0.85,0.185
126,0.85,0.1595
127,0.85,0.1875
128,0.85,0.153
129,0.85,0.179
130,0.85,0.163
131,0.85,0.164
132,0.85,0.1675
133,0.85,0.162
134,0.85,0.1635
135,0.85,0.173
136,0.85,0.186
137,0.85,0.1525
138,0.85,0.171
139,0.85,0.173
140,0.85,0.1625
141,0.85,0.1715
142,0.85,0.1685
143,0.85,0.1555
144,0.85,0.1955
145,0.85,0.159
146,0.85,0.1835
147,0.85,0.172
148,0.85,0.176
149,0.85,0.1765
150,0.85,0.178
151,0.85,0.1525
152,0.85,0.167
153,0.85,0.172
154,0.85,0.151
155,0.85,0.161
156,0.85,0.1655
157,0.85,0.177
158,0.85,0.1795
159,0.85,0.167
160,0.85,0.163
161,0.85,0.1775
162,0.85,0.1525
163,0.85,0.203
164,0.85,0.178
165,0.85,0.176
166,0.85,0.16
167,0.85,0.1735
168,0.85,0.176
169,0.85,0.17
170,0.85,0.1565
171,0.85,0.19
172,0.85,0.1685
173,0.85,0.16
174,0.85,0.166
175,0.85,0.1845
176,0.85,0.1695
177,0.85,0.1865
178,0.85,0.169
179,0.85,0.169
180,0.85,0.167
181,0.85,0.18
182,0.85,0.169
183,0.85,0.171
184,0.85,0.164
185,0.85,0.1675
186,0.85,0.1755
187,0.85,0.1765
188,0.85,0.166
189,0.85,0.169
190,0.85,0.1635
191,0.85,0.172
192,0.85,0.155
193,0.85,0.179
194,0.85,0.1585
195,0.85,0.1735
196,0.85,0.1595
197,0.85,0.178
198,0.85,0.1705
199,0.85,0.177
200,0.85,0.175
201,0.85,0.1575
202,0.85,0.177
203,0.85,0.177
204,0.85,0.1685
205,0.85,0.156
206,0.85,0.17
207,0.85,0.1775
208,0.85,0.173
209,0.85,0.192
210,0.85,0.171
211,0.85,0.1855
212,0.85,0.1585
213,0.85,0.159
214,0.85,0.1715
215,0.85,0.1635
216,0.85,0.184
217,0.85,0.1765
218,0.85,0.1815
219,0.85,0.158
220,0.85,0.1705
221,0.85,0.164
222,0.85,0.1815
223,0.85,0.184
224,0.85,0.169
225,0.85,0.1615
226,0.85,0.1715
227,0.85,0.169
228,0.85,0.164
229,0.85,0.1705
230,0.85,0.152
231,0.85,0.1715
232,0.85,0.175
233,0.85,0.1655
234,0.85,0.182
235,0.85,0.163
236,0.85,0.1585
237,0.85,0.18
238,0.85,0.171
239,0.85,0.1635
240,0.85,0.162
241,0.85,0.163
242,0.85,0.1555
243,0.85,0.17
244,0.85,0.171
245,0.85,0.18
246,0.85,0.164
247,0.85,0.17
248,0.85,0.1605
249,0.85,0.1765
250,0.85,0.1775
251,0.85,0.1655
252,0.85,0.1665
253,0.85,0.1785
254,0.85,0.17
255,0.85,0.1585
256,0.85,0.1705
257,0.85,0.18
258,0.85,0.1725
259,0.85,0.1715
260,0.85,0.1535
261,0.85,0.17
262,0.85,0.1615
263,0.85,0.172
264,0.85,0.1705
265,0.85,0.1775
266,0.85,0.167
267,0.85,0.1655
268,0.85,0.1735
269,0.85,0.1705
270,0.85,0.1805
271,0.85,0.165
272,0.85,0.153
273,0.85,0.1585
274,0.85,0.182
275,0.85,0.1685
276,0.85,0.1645
277,0.85,0.187
278,0.85,0.1825
279,0.85,0.162
280,0.85,0.1695
281,0.85,0.1705
282,0.85,0.1685
283,0.85,0.171
284,0.85,0.1645
285,0.85,0.193
286,0.85,0.188
287,0.85,0.1805
288,0.85,0.166
289,0.85,0.168
290,0.85,0.189
291,0.85,0.1765
292,0.85,0.177
293,0.85,0.175
294,0.85,0.1665
295,0.85,0.168
296,0.85,0.165
297,0.85,0.1705
298,0.85,0.1795
299,0.85,0.1815
300,0.85,0.177
301,0.85,0.175
302,0.85,0.1655
303,0.85,0.164
304,0.85,0.1685
305,0.85,0.175
306,0.85,0.1745
307,0.85,0.1865
308,0.85,0.1735
309,0.85,0.16
310,0.85,0.1765
311,0.85,0.168
312,0.85,0.164
313,0.85,0.1665
314,0.85,0.1685
315,0.85,0.1775
316,0.85,0.1635
317,0.85,0.1675
318,0.85,0.1615
319,0.85,0.171
320,0.85,0.164
321,0.85,0.164
322,0.85,0.164
323,0.85,0.174
324,0.85,0.1565
325,0.85,0.166
326,0.85,0.1725
327,0.85,0.162
328,0.85,0.1605
329,0.85,0.171
330,0.85,0.1775
331,0.85,0.1595
332,0.85,0.1665
333,0.85,0.145
334,0.85,0.154
335,0.85,0.1785
336,0.85,0.164
337,0.85,0.1805
338,0.85,0.175
339,0.85,0.1725
340,0.85,0.176
341,0.85,0.184
342,0.85,0.1645
343,0.85,0.1675
344,0.85,0.191
345,0.85,0.1805
346,0.85,0.1735
347,0.85,0.1705
348,0.85,0.1695
349,0.85,0.1835
350,0.85,0.157
351,0.85,0.163
352,0.85,0.16
353,0.85,0.1825
354,0.85,0.17
355,0.85,0.163
356,0.85,0.1715
357,0.85,0.177
358,0.85,0.162
359,0.85,0.1765
360,0.85,0.1585
361,0.85,0.1735
362,0.85,0.1675
363,0.85,0.1635
364,0.85,0.176
365,0.85,0.175
366,0.85,0.169
367,0.85,0.1655
368,0.85,0.171
369,0.85,0.173
370,0.85,0.158
371,0.85,0.179
372,0.85,0.163
373,0.85,0.1665
374,0.85,0.1675
375,0.85,0.1815
376,0.85,0.1665
377,0.85,0.1615
378,0.85,0.163
379,0.85,0.166
380,0.85,0.1575
381,0.85,0.1765
382,0.85,0.1755
383,0.85,0.1695
384,0.85,0.182
385,0.85,0.17
386,0.85,0.1635
387,0.85,0.1765
388,0.85,0.171
389,0.85,0.173
390,0.85,0.177
391,0.85,0.156
392,0.85,0.1715
393,0.85,0.1725
394,0.85,0.175
395,0.85,0.168
396,0.85,0.172
397,0.85,0.1725
398,0.85,0.153
399,0.85,0.166
400,0.85,0.155
401,0.85,0.173
402,0.85,0.167
403,0.85,0.166
404,0.85,0.1865
405,0.85,0.177
406,0.85,0.1735
407,0.85,0.1755
408,0.85,0.158
409,0.85,0.1865
410,0.85,0.175
411,0.85,0.184
412,0.85,0.1555
413,0.85,0.1855
414,0.85,0.1755
415,0.85,0.1685
416,0.85,0.158
417,0.85,0.1665
418,0.85,0.189
419,0.85,0.177
420,0.85,0.174
421,0.85,0.1785
422,0.85,0.1635
423,0.85,0.1695
424,0.85,0.166
425,0.85,0.1675
426,0.85,0.1695
427,0.85,0.1745
428,0.85,0.16
429,0.85,0.162
430,0.85,0.1635
431,0.85,0.183
432,0.85,0.1615
433,0.85,0.168
434,0.85,0.1555
435,0.85,0.1695
436,0.85,0.177
437,0.85,0.1995
438,0.85,0.1815
439,0.85,0.1765
440,0.85,0.168
441,0.85,0.171
442,0.85,0.1655
443,0.85,0.1635
444,0.85,0.162
445,0.85,0.171
446,0.85,0.1705
447,0.85,0.1635
448,0.85,0.1625
449,0.85,0.1775
450,0.85,0.1885
451,0.85,0.1685
452,0.85,0.1755
453,0.85,0.1735
454,0.85,0.1625
455,0.85,0.164
456,0.85,0.161
457,0.85,0.174
458,0.85,0.1635
459,0.85,0.155
460,0.85,0.1655
461,0.85,0.1735
462,0.85,0.169
463,0.85,0.176
464,0.85,0.1615
465,0.85,0.171
466,0.85,0.176
467,0.85,0.1645
468,0.85,0.171
469,0.85,0.1725
470,0.85,0.1865
471,0.85,0.166
472,0.85,0.1565
473,0.85,0.162
474,0.85,0.184
475,0.85,0.157
476,0.85,0.1705
477,0.85,0.1775
478,0.85,0.1765
479,0.85,0.161
480,0.85,0.174
481,0.85,0.177
482,0.85,0.172
483,0.85,0.1705
484,0.85,0.1585
485,0.85,0.169
486,0.85,0.164
487,0.85,0.158
488,0.85,0.1715
489,0.85,0.176
490,0.85,0.162
491,0.85,0.169
