"simID","q","dhat"
1,0.91,0.184
2,0.91,0.1905
3,0.91,0.1675
4,0.91,0.176
5,0.91,0.189
6,0.91,0.1865
7,0.91,0.188
8,0.91,0.186
9,0.91,0.192
10,0.91,0.185
11,0.91,0.1955
12,0.91,0.1835
13,0.91,0.1845
14,0.91,0.178
15,0.91,0.1955
16,0.91,0.187
17,0.91,0.172
18,0.91,0.191
19,0.91,0.1975
20,0.91,0.1865
21,0.91,0.1865
22,0.91,0.183
23,0.91,0.1825
24,0.91,0.1595
25,0.91,0.1815
26,0.91,0.178
27,0.91,0.176
28,0.91,0.174
29,0.91,0.189
30,0.91,0.18
31,0.91,0.196
32,0.91,0.1905
33,0.91,0.184
34,0.91,0.1795
35,0.91,0.1955
36,0.91,0.189
37,0.91,0.198
38,0.91,0.1695
39,0.91,0.1755
40,0.91,0.18
41,0.91,0.1795
42,0.91,0.1885
43,0.91,0.171
44,0.91,0.1875
45,0.91,0.1795
46,0.91,0.189
47,0.91,0.1895
48,0.91,0.191
49,0.91,0.1855
50,0.91,0.1755
51,0.91,0.1815
52,0.91,0.1755
53,0.91,0.167
54,0.91,0.1635
55,0.91,0.1835
56,0.91,0.1695
57,0.91,0.1805
58,0.91,0.1805
59,0.91,0.199
60,0.91,0.1685
61,0.91,0.1765
62,0.91,0.183
63,0.91,0.214
64,0.91,0.189
65,0.91,0.174
66,0.91,0.1825
67,0.91,0.1865
68,0.91,0.1815
69,0.91,0.19
70,0.91,0.187
71,0.91,0.1835
72,0.91,0.1835
73,0.91,0.183
74,0.91,0.182
75,0.91,0.181
76,0.91,0.181
77,0.91,0.1775
78,0.91,0.1885
79,0.91,0.182
80,0.91,0.182
81,0.91,0.195
82,0.91,0.1655
83,0.91,0.1915
84,0.91,0.1765
85,0.91,0.1895
86,0.91,0.182
87,0.91,0.175
88,0.91,0.1715
89,0.91,0.191
90,0.91,0.187
91,0.91,0.183
92,0.91,0.1825
93,0.91,0.174
94,0.91,0.1795
95,0.91,0.1855
96,0.91,0.1865
97,0.91,0.1875
98,0.91,0.1925
99,0.91,0.173
100,0.91,0.186
101,0.91,0.177
102,0.91,0.1645
103,0.91,0.1755
104,0.91,0.1835
105,0.91,0.168
106,0.91,0.1805
107,0.91,0.1915
108,0.91,0.195
109,0.91,0.175
110,0.91,0.1745
111,0.91,0.194
112,0.91,0.173
113,0.91,0.178
114,0.91,0.177
115,0.91,0.181
116,0.91,0.187
117,0.91,0.1825
118,0.91,0.1735
119,0.91,0.179
120,0.91,0.1835
121,0.91,0.1835
122,0.91,0.1865
123,0.91,0.167
124,0.91,0.19
125,0.91,0.1905
126,0.91,0.191
127,0.91,0.1865
128,0.91,0.189
129,0.91,0.188
130,0.91,0.181
131,0.91,0.173
132,0.91,0.1775
133,0.91,0.164
134,0.91,0.178
135,0.91,0.186
136,0.91,0.1865
137,0.91,0.1825
138,0.91,0.166
139,0.91,0.179
140,0.91,0.1665
141,0.91,0.1885
142,0.91,0.179
143,0.91,0.1785
144,0.91,0.174
145,0.91,0.168
146,0.91,0.1665
147,0.91,0.18
148,0.91,0.1745
149,0.91,0.187
150,0.91,0.189
151,0.91,0.1875
152,0.91,0.1715
153,0.91,0.1905
154,0.91,0.1705
155,0.91,0.1755
156,0.91,0.1855
157,0.91,0.1895
158,0.91,0.1785
159,0.91,0.1875
160,0.91,0.178
161,0.91,0.181
162,0.91,0.18
163,0.91,0.17
164,0.91,0.1995
165,0.91,0.1945
166,0.91,0.181
167,0.91,0.1795
168,0.91,0.187
169,0.91,0.1915
170,0.91,0.1955
171,0.91,0.176
172,0.91,0.166
173,0.91,0.192
174,0.91,0.1745
175,0.91,0.194
176,0.91,0.181
177,0.91,0.177
178,0.91,0.179
179,0.91,0.1815
180,0.91,0.182
181,0.91,0.1775
182,0.91,0.1755
183,0.91,0.181
184,0.91,0.188
185,0.91,0.17
186,0.91,0.1825
187,0.91,0.166
188,0.91,0.182
189,0.91,0.1845
190,0.91,0.204
191,0.91,0.1755
192,0.91,0.186
193,0.91,0.1805
194,0.91,0.1775
195,0.91,0.1915
196,0.91,0.1845
197,0.91,0.185
198,0.91,0.1695
199,0.91,0.1675
200,0.91,0.1795
201,0.91,0.1775
202,0.91,0.188
203,0.91,0.1675
204,0.91,0.1795
205,0.91,0.17
206,0.91,0.1985
207,0.91,0.1825
208,0.91,0.1615
209,0.91,0.198
210,0.91,0.183
211,0.91,0.187
212,0.91,0.175
213,0.91,0.1995
214,0.91,0.1645
215,0.91,0.189
216,0.91,0.1955
217,0.91,0.1895
218,0.91,0.1845
219,0.91,0.1825
220,0.91,0.178
221,0.91,0.1785
222,0.91,0.181
223,0.91,0.189
224,0.91,0.1875
225,0.91,0.175
226,0.91,0.1745
227,0.91,0.1915
228,0.91,0.202
229,0.91,0.194
230,0.91,0.1905
231,0.91,0.178
232,0.91,0.1775
233,0.91,0.206
234,0.91,0.1875
235,0.91,0.1845
236,0.91,0.198
237,0.91,0.1835
238,0.91,0.181
239,0.91,0.1955
240,0.91,0.1865
241,0.91,0.1835
242,0.91,0.1785
243,0.91,0.1905
244,0.91,0.1785
245,0.91,0.194
246,0.91,0.193
247,0.91,0.183
248,0.91,0.184
249,0.91,0.195
250,0.91,0.1685
251,0.91,0.198
252,0.91,0.1985
253,0.91,0.182
254,0.91,0.202
255,0.91,0.173
256,0.91,0.163
257,0.91,0.1955
258,0.91,0.1895
259,0.91,0.186
260,0.91,0.1725
261,0.91,0.189
262,0.91,0.1855
263,0.91,0.1705
264,0.91,0.1795
265,0.91,0.1785
266,0.91,0.164
267,0.91,0.1725
268,0.91,0.1855
269,0.91,0.1765
270,0.91,0.167
271,0.91,0.1765
272,0.91,0.1945
273,0.91,0.165
274,0.91,0.1755
275,0.91,0.178
276,0.91,0.185
277,0.91,0.1815
278,0.91,0.1985
279,0.91,0.185
280,0.91,0.1875
281,0.91,0.1805
282,0.91,0.174
283,0.91,0.1865
284,0.91,0.181
285,0.91,0.1885
286,0.91,0.1865
287,0.91,0.1845
288,0.91,0.18
289,0.91,0.163
290,0.91,0.1845
291,0.91,0.185
292,0.91,0.1895
293,0.91,0.1855
294,0.91,0.1715
295,0.91,0.198
296,0.91,0.185
297,0.91,0.2025
298,0.91,0.171
299,0.91,0.1725
300,0.91,0.1905
301,0.91,0.193
302,0.91,0.18
303,0.91,0.1825
304,0.91,0.1715
305,0.91,0.185
306,0.91,0.174
307,0.91,0.1895
308,0.91,0.179
309,0.91,0.1665
310,0.91,0.183
311,0.91,0.1665
312,0.91,0.1645
313,0.91,0.177
314,0.91,0.18
315,0.91,0.196
316,0.91,0.1795
317,0.91,0.17
318,0.91,0.159
319,0.91,0.1825
320,0.91,0.179
321,0.91,0.17
322,0.91,0.195
323,0.91,0.1985
324,0.91,0.19
325,0.91,0.1885
326,0.91,0.169
327,0.91,0.1985
328,0.91,0.1905
329,0.91,0.1735
330,0.91,0.18
331,0.91,0.195
332,0.91,0.183
333,0.91,0.1715
334,0.91,0.1725
335,0.91,0.1735
336,0.91,0.1805
337,0.91,0.186
338,0.91,0.1705
339,0.91,0.173
340,0.91,0.1755
341,0.91,0.1925
342,0.91,0.196
343,0.91,0.179
344,0.91,0.1785
345,0.91,0.19
346,0.91,0.192
347,0.91,0.174
348,0.91,0.1685
349,0.91,0.172
350,0.91,0.185
351,0.91,0.185
352,0.91,0.186
353,0.91,0.183
354,0.91,0.1795
355,0.91,0.172
356,0.91,0.173
357,0.91,0.192
358,0.91,0.194
359,0.91,0.175
360,0.91,0.1645
361,0.91,0.1895
362,0.91,0.1665
363,0.91,0.164
364,0.91,0.1915
365,0.91,0.1755
366,0.91,0.1775
367,0.91,0.1955
368,0.91,0.1795
369,0.91,0.1765
370,0.91,0.174
371,0.91,0.1895
372,0.91,0.172
373,0.91,0.181
374,0.91,0.1795
375,0.91,0.1615
376,0.91,0.1955
377,0.91,0.202
378,0.91,0.1765
379,0.91,0.168
380,0.91,0.177
381,0.91,0.188
382,0.91,0.182
383,0.91,0.1775
384,0.91,0.1895
385,0.91,0.187
386,0.91,0.167
387,0.91,0.185
388,0.91,0.186
389,0.91,0.188
390,0.91,0.194
391,0.91,0.1805
392,0.91,0.1845
393,0.91,0.189
394,0.91,0.1945
395,0.91,0.184
396,0.91,0.177
397,0.91,0.1955
398,0.91,0.187
399,0.91,0.19
400,0.91,0.178
401,0.91,0.168
402,0.91,0.1755
403,0.91,0.185
404,0.91,0.169
405,0.91,0.1865
406,0.91,0.1685
407,0.91,0.181
408,0.91,0.1815
409,0.91,0.18
410,0.91,0.193
411,0.91,0.186
412,0.91,0.1755
413,0.91,0.167
414,0.91,0.1805
415,0.91,0.1855
416,0.91,0.1815
417,0.91,0.1705
418,0.91,0.1715
419,0.91,0.1705
420,0.91,0.169
421,0.91,0.173
422,0.91,0.188
423,0.91,0.183
424,0.91,0.1865
425,0.91,0.1915
426,0.91,0.186
427,0.91,0.1975
428,0.91,0.1765
429,0.91,0.1825
430,0.91,0.19
431,0.91,0.193
432,0.91,0.1935
433,0.91,0.1855
434,0.91,0.201
435,0.91,0.167
436,0.91,0.1725
437,0.91,0.1855
438,0.91,0.182
439,0.91,0.1885
440,0.91,0.197
441,0.91,0.179
442,0.91,0.1935
443,0.91,0.1685
444,0.91,0.1825
445,0.91,0.164
446,0.91,0.169
447,0.91,0.1735
448,0.91,0.1715
449,0.91,0.1775
450,0.91,0.1925
451,0.91,0.19
452,0.91,0.201
453,0.91,0.17
454,0.91,0.1865
455,0.91,0.163
456,0.91,0.168
457,0.91,0.1875
458,0.91,0.176
459,0.91,0.18
460,0.91,0.1875
461,0.91,0.183
462,0.91,0.179
463,0.91,0.1725
464,0.91,0.177
465,0.91,0.183
466,0.91,0.1935
467,0.91,0.1815
468,0.91,0.1725
469,0.91,0.189
470,0.91,0.187
471,0.91,0.186
472,0.91,0.173
473,0.91,0.178
474,0.91,0.17
475,0.91,0.171
476,0.91,0.184
477,0.91,0.182
478,0.91,0.189
479,0.91,0.1755
480,0.91,0.185
481,0.91,0.1745
482,0.91,0.1785
483,0.91,0.1795
484,0.91,0.188
485,0.91,0.1805
486,0.91,0.166
487,0.91,0.184
488,0.91,0.1715
489,0.91,0.175
490,0.91,0.196
491,0.91,0.1755
492,0.91,0.188
493,0.91,0.1845
494,0.91,0.168
495,0.91,0.181
496,0.91,0.185
497,0.91,0.1715
498,0.91,0.164
499,0.91,0.1895
500,0.91,0.1895
501,0.91,0.1905
502,0.91,0.1765
503,0.91,0.171
504,0.91,0.179
505,0.91,0.191
506,0.91,0.186
507,0.91,0.177
508,0.91,0.1755
509,0.91,0.184
510,0.91,0.1745
511,0.91,0.192
512,0.91,0.192
513,0.91,0.174
514,0.91,0.1975
515,0.91,0.1645
516,0.91,0.171
517,0.91,0.1825
518,0.91,0.19
519,0.91,0.175
520,0.91,0.182
521,0.91,0.19
522,0.91,0.177
523,0.91,0.1905
524,0.91,0.1745
525,0.91,0.194
526,0.91,0.173
527,0.91,0.1665
528,0.91,0.1835
529,0.91,0.19
530,0.91,0.176
531,0.91,0.1875
532,0.91,0.1795
533,0.91,0.175
534,0.91,0.1925
535,0.91,0.1695
536,0.91,0.2005
537,0.91,0.1805
538,0.91,0.1925
539,0.91,0.175
540,0.91,0.1955
541,0.91,0.1805
542,0.91,0.1655
543,0.91,0.181
544,0.91,0.1775
545,0.91,0.1885
546,0.91,0.1745
547,0.91,0.1715
548,0.91,0.1715
549,0.91,0.17
550,0.91,0.18
551,0.91,0.184
552,0.91,0.185
553,0.91,0.1665
554,0.91,0.194
555,0.91,0.182
556,0.91,0.183
557,0.91,0.1895
558,0.91,0.1735
559,0.91,0.1805
560,0.91,0.1825
561,0.91,0.177
562,0.91,0.187
563,0.91,0.192
564,0.91,0.178
565,0.91,0.1945
566,0.91,0.188
567,0.91,0.1935
568,0.91,0.169
569,0.91,0.1775
570,0.91,0.191
571,0.91,0.1945
572,0.91,0.175
573,0.91,0.1725
574,0.91,0.185
575,0.91,0.196
576,0.91,0.185
577,0.91,0.174
578,0.91,0.196
579,0.91,0.1805
580,0.91,0.204
581,0.91,0.2005
582,0.91,0.171
583,0.91,0.2025
584,0.91,0.177
585,0.91,0.1875
586,0.91,0.1845
587,0.91,0.18
588,0.91,0.2015
589,0.91,0.193
590,0.91,0.191
591,0.91,0.1845
592,0.91,0.175
593,0.91,0.1875
594,0.91,0.176
595,0.91,0.1825
596,0.91,0.1675
597,0.91,0.183
598,0.91,0.179
599,0.91,0.2105
600,0.91,0.192
601,0.91,0.19
602,0.91,0.191
603,0.91,0.1825
604,0.91,0.1925
605,0.91,0.183
606,0.91,0.199
607,0.91,0.1795
608,0.91,0.1855
609,0.91,0.198
610,0.91,0.1735
611,0.91,0.193
612,0.91,0.1805
613,0.91,0.1775
614,0.91,0.174
615,0.91,0.19
616,0.91,0.1985
617,0.91,0.169
618,0.91,0.1765
619,0.91,0.1835
620,0.91,0.177
621,0.91,0.1855
622,0.91,0.18
623,0.91,0.1695
624,0.91,0.1955
625,0.91,0.1825
626,0.91,0.1835
627,0.91,0.1835
628,0.91,0.1975
629,0.91,0.195
630,0.91,0.1805
631,0.91,0.188
632,0.91,0.1775
633,0.91,0.191
634,0.91,0.1895
635,0.91,0.1745
636,0.91,0.1775
637,0.91,0.184
638,0.91,0.188
639,0.91,0.1815
640,0.91,0.1915
641,0.91,0.189
642,0.91,0.1875
643,0.91,0.1805
644,0.91,0.175
645,0.91,0.185
646,0.91,0.172
647,0.91,0.177
648,0.91,0.189
649,0.91,0.185
650,0.91,0.1695
651,0.91,0.1805
652,0.91,0.182
653,0.91,0.17
654,0.91,0.1895
655,0.91,0.1855
656,0.91,0.183
657,0.91,0.1835
658,0.91,0.172
659,0.91,0.183
660,0.91,0.185
661,0.91,0.178
662,0.91,0.1825
663,0.91,0.177
664,0.91,0.166
665,0.91,0.1745
666,0.91,0.166
667,0.91,0.19
668,0.91,0.168
669,0.91,0.1775
670,0.91,0.194
671,0.91,0.1725
672,0.91,0.1795
673,0.91,0.1785
674,0.91,0.1795
675,0.91,0.181
676,0.91,0.1775
677,0.91,0.169
678,0.91,0.1795
679,0.91,0.1785
680,0.91,0.18
681,0.91,0.1755
682,0.91,0.177
683,0.91,0.1795
684,0.91,0.1965
685,0.91,0.184
686,0.91,0.1795
687,0.91,0.1805
688,0.91,0.171
689,0.91,0.189
690,0.91,0.1925
