"simID","q","dhat"
1,0.87,0.185
2,0.87,0.1685
3,0.87,0.1765
4,0.87,0.1645
5,0.87,0.174
6,0.87,0.163
7,0.87,0.167
8,0.87,0.163
9,0.87,0.178
10,0.87,0.167
11,0.87,0.173
12,0.87,0.196
13,0.87,0.175
14,0.87,0.19
15,0.87,0.174
16,0.87,0.1785
17,0.87,0.158
18,0.87,0.163
19,0.87,0.168
20,0.87,0.1775
21,0.87,0.183
22,0.87,0.172
23,0.87,0.179
24,0.87,0.1615
25,0.87,0.184
26,0.87,0.1535
27,0.87,0.183
28,0.87,0.1625
29,0.87,0.1755
30,0.87,0.182
31,0.87,0.1915
32,0.87,0.1715
33,0.87,0.1625
34,0.87,0.1755
35,0.87,0.1885
36,0.87,0.18
37,0.87,0.1755
38,0.87,0.1715
39,0.87,0.176
40,0.87,0.1695
41,0.87,0.184
42,0.87,0.172
43,0.87,0.1735
44,0.87,0.1795
45,0.87,0.184
46,0.87,0.179
47,0.87,0.172
48,0.87,0.161
49,0.87,0.178
50,0.87,0.1815
51,0.87,0.163
52,0.87,0.1825
53,0.87,0.187
54,0.87,0.165
55,0.87,0.1735
56,0.87,0.171
57,0.87,0.162
58,0.87,0.164
59,0.87,0.186
60,0.87,0.171
61,0.87,0.1695
62,0.87,0.182
63,0.87,0.175
64,0.87,0.1755
65,0.87,0.1665
66,0.87,0.1645
67,0.87,0.1915
68,0.87,0.1845
69,0.87,0.1785
70,0.87,0.184
71,0.87,0.1765
72,0.87,0.166
73,0.87,0.1735
74,0.87,0.1565
75,0.87,0.163
76,0.87,0.1755
77,0.87,0.1575
78,0.87,0.172
79,0.87,0.181
80,0.87,0.169
81,0.87,0.183
82,0.87,0.177
83,0.87,0.1905
84,0.87,0.1675
85,0.87,0.186
86,0.87,0.1675
87,0.87,0.1675
88,0.87,0.1885
89,0.87,0.1725
90,0.87,0.1745
91,0.87,0.1675
92,0.87,0.187
93,0.87,0.1625
94,0.87,0.1935
95,0.87,0.171
96,0.87,0.1605
97,0.87,0.1675
98,0.87,0.168
99,0.87,0.1905
100,0.87,0.1735
101,0.87,0.1785
102,0.87,0.1745
103,0.87,0.1775
104,0.87,0.18
105,0.87,0.1775
106,0.87,0.179
107,0.87,0.167
108,0.87,0.171
109,0.87,0.177
110,0.87,0.1725
111,0.87,0.1875
112,0.87,0.169
113,0.87,0.1695
114,0.87,0.171
115,0.87,0.168
116,0.87,0.171
117,0.87,0.1865
118,0.87,0.175
119,0.87,0.165
120,0.87,0.182
121,0.87,0.186
122,0.87,0.168
123,0.87,0.1765
124,0.87,0.1825
125,0.87,0.179
126,0.87,0.172
127,0.87,0.1805
128,0.87,0.1625
129,0.87,0.1555
130,0.87,0.16
131,0.87,0.1605
132,0.87,0.1865
133,0.87,0.1845
134,0.87,0.1665
135,0.87,0.1775
136,0.87,0.167
137,0.87,0.175
138,0.87,0.1715
139,0.87,0.159
140,0.87,0.1605
141,0.87,0.1715
142,0.87,0.1715
143,0.87,0.174
144,0.87,0.1755
145,0.87,0.179
146,0.87,0.17
147,0.87,0.176
148,0.87,0.1585
149,0.87,0.176
150,0.87,0.1615
151,0.87,0.159
152,0.87,0.161
153,0.87,0.1705
154,0.87,0.1665
155,0.87,0.1645
156,0.87,0.1755
157,0.87,0.1775
158,0.87,0.1815
159,0.87,0.177
160,0.87,0.175
161,0.87,0.1905
162,0.87,0.169
163,0.87,0.1765
164,0.87,0.1745
165,0.87,0.1505
166,0.87,0.1755
167,0.87,0.197
168,0.87,0.158
169,0.87,0.177
170,0.87,0.169
171,0.87,0.179
172,0.87,0.1845
173,0.87,0.163
174,0.87,0.1715
175,0.87,0.17
176,0.87,0.1745
177,0.87,0.1675
178,0.87,0.168
179,0.87,0.1765
180,0.87,0.1705
181,0.87,0.167
182,0.87,0.1885
183,0.87,0.154
184,0.87,0.1965
185,0.87,0.174
186,0.87,0.184
187,0.87,0.171
188,0.87,0.1595
189,0.87,0.1765
190,0.87,0.175
191,0.87,0.1705
192,0.87,0.1625
193,0.87,0.1775
194,0.87,0.1525
195,0.87,0.192
196,0.87,0.18
197,0.87,0.177
198,0.87,0.1755
199,0.87,0.168
200,0.87,0.1655
201,0.87,0.176
202,0.87,0.1705
203,0.87,0.18
204,0.87,0.1665
205,0.87,0.18
206,0.87,0.1775
207,0.87,0.19
208,0.87,0.178
209,0.87,0.1875
210,0.87,0.157
211,0.87,0.1815
212,0.87,0.158
213,0.87,0.164
214,0.87,0.161
215,0.87,0.1645
216,0.87,0.17
217,0.87,0.1565
218,0.87,0.163
219,0.87,0.166
220,0.87,0.173
221,0.87,0.166
222,0.87,0.1865
223,0.87,0.168
224,0.87,0.169
225,0.87,0.181
226,0.87,0.168
227,0.87,0.18
228,0.87,0.1725
229,0.87,0.206
230,0.87,0.173
231,0.87,0.1785
232,0.87,0.194
233,0.87,0.165
234,0.87,0.178
235,0.87,0.189
236,0.87,0.1585
237,0.87,0.1515
238,0.87,0.1855
239,0.87,0.177
240,0.87,0.179
241,0.87,0.169
242,0.87,0.1805
243,0.87,0.1765
244,0.87,0.16
245,0.87,0.173
246,0.87,0.181
247,0.87,0.167
248,0.87,0.173
249,0.87,0.169
250,0.87,0.1675
251,0.87,0.1725
252,0.87,0.1745
253,0.87,0.18
254,0.87,0.177
255,0.87,0.182
256,0.87,0.169
257,0.87,0.175
258,0.87,0.1685
259,0.87,0.17
260,0.87,0.172
261,0.87,0.184
262,0.87,0.1715
263,0.87,0.1655
264,0.87,0.164
265,0.87,0.17
266,0.87,0.176
267,0.87,0.169
268,0.87,0.186
269,0.87,0.171
270,0.87,0.1795
271,0.87,0.179
272,0.87,0.1705
273,0.87,0.1685
274,0.87,0.179
275,0.87,0.176
276,0.87,0.1825
277,0.87,0.1785
278,0.87,0.1675
279,0.87,0.1715
280,0.87,0.171
281,0.87,0.172
282,0.87,0.18
283,0.87,0.1805
284,0.87,0.179
285,0.87,0.1745
286,0.87,0.1625
287,0.87,0.1675
288,0.87,0.176
289,0.87,0.172
290,0.87,0.176
291,0.87,0.167
292,0.87,0.1625
293,0.87,0.1825
294,0.87,0.1705
295,0.87,0.1645
296,0.87,0.176
297,0.87,0.1955
298,0.87,0.1625
299,0.87,0.1705
300,0.87,0.1775
301,0.87,0.1625
302,0.87,0.1895
303,0.87,0.179
304,0.87,0.158
305,0.87,0.172
306,0.87,0.183
307,0.87,0.1775
308,0.87,0.184
309,0.87,0.164
310,0.87,0.166
311,0.87,0.1815
312,0.87,0.174
313,0.87,0.165
314,0.87,0.194
315,0.87,0.163
316,0.87,0.1665
317,0.87,0.1575
318,0.87,0.1675
319,0.87,0.174
320,0.87,0.17
321,0.87,0.162
322,0.87,0.1845
323,0.87,0.1595
324,0.87,0.1805
325,0.87,0.163
326,0.87,0.1855
327,0.87,0.171
328,0.87,0.1745
329,0.87,0.1755
330,0.87,0.1805
331,0.87,0.188
332,0.87,0.184
333,0.87,0.178
334,0.87,0.1675
335,0.87,0.1665
336,0.87,0.1735
337,0.87,0.1525
338,0.87,0.1775
339,0.87,0.171
340,0.87,0.164
341,0.87,0.1715
342,0.87,0.1635
343,0.87,0.166
344,0.87,0.1735
345,0.87,0.1695
346,0.87,0.1805
347,0.87,0.174
348,0.87,0.1705
349,0.87,0.181
350,0.87,0.155
351,0.87,0.177
352,0.87,0.163
353,0.87,0.182
354,0.87,0.1725
355,0.87,0.168
356,0.87,0.1635
357,0.87,0.179
358,0.87,0.1735
359,0.87,0.164
360,0.87,0.168
361,0.87,0.1745
362,0.87,0.1725
363,0.87,0.167
364,0.87,0.1575
365,0.87,0.157
366,0.87,0.1815
367,0.87,0.161
368,0.87,0.19
369,0.87,0.1845
370,0.87,0.168
371,0.87,0.19
372,0.87,0.1635
373,0.87,0.188
374,0.87,0.164
375,0.87,0.177
376,0.87,0.1885
377,0.87,0.185
378,0.87,0.174
379,0.87,0.165
380,0.87,0.157
381,0.87,0.16
382,0.87,0.178
383,0.87,0.173
384,0.87,0.172
385,0.87,0.1775
386,0.87,0.1665
387,0.87,0.1695
388,0.87,0.176
389,0.87,0.1825
390,0.87,0.1495
391,0.87,0.175
392,0.87,0.1855
393,0.87,0.1965
394,0.87,0.1785
395,0.87,0.1715
396,0.87,0.17
397,0.87,0.178
398,0.87,0.1935
399,0.87,0.1645
400,0.87,0.167
401,0.87,0.17
402,0.87,0.167
403,0.87,0.182
404,0.87,0.174
405,0.87,0.1815
406,0.87,0.1805
407,0.87,0.169
408,0.87,0.166
409,0.87,0.166
410,0.87,0.1545
411,0.87,0.175
412,0.87,0.1815
413,0.87,0.1985
414,0.87,0.184
415,0.87,0.184
416,0.87,0.1725
417,0.87,0.1935
418,0.87,0.1675
419,0.87,0.164
420,0.87,0.1615
421,0.87,0.164
422,0.87,0.165
423,0.87,0.1745
