"simID","q","dhat"
1,0.82,0.159
2,0.82,0.175
3,0.82,0.155
4,0.82,0.1525
5,0.82,0.1635
6,0.82,0.1635
7,0.82,0.1585
8,0.82,0.1435
9,0.82,0.166
10,0.82,0.16
11,0.82,0.1765
12,0.82,0.1815
13,0.82,0.174
14,0.82,0.167
15,0.82,0.1585
16,0.82,0.1575
17,0.82,0.162
18,0.82,0.165
19,0.82,0.171
20,0.82,0.1535
21,0.82,0.152
22,0.82,0.1775
23,0.82,0.1595
24,0.82,0.1755
25,0.82,0.1785
26,0.82,0.176
27,0.82,0.151
28,0.82,0.158
29,0.82,0.17
30,0.82,0.172
31,0.82,0.1575
32,0.82,0.1585
33,0.82,0.1635
34,0.82,0.168
35,0.82,0.169
36,0.82,0.1575
37,0.82,0.164
38,0.82,0.156
39,0.82,0.1585
40,0.82,0.1655
41,0.82,0.161
42,0.82,0.1745
43,0.82,0.1675
44,0.82,0.1645
45,0.82,0.158
46,0.82,0.168
47,0.82,0.161
48,0.82,0.1615
49,0.82,0.1625
50,0.82,0.1675
51,0.82,0.155
52,0.82,0.176
53,0.82,0.157
54,0.82,0.1575
55,0.82,0.163
56,0.82,0.162
57,0.82,0.1535
58,0.82,0.1805
59,0.82,0.1595
60,0.82,0.1625
61,0.82,0.1765
62,0.82,0.185
63,0.82,0.168
64,0.82,0.159
65,0.82,0.163
66,0.82,0.178
67,0.82,0.158
68,0.82,0.1415
69,0.82,0.161
70,0.82,0.178
71,0.82,0.168
72,0.82,0.1745
73,0.82,0.1565
74,0.82,0.1545
75,0.82,0.159
76,0.82,0.1685
77,0.82,0.164
78,0.82,0.183
79,0.82,0.168
80,0.82,0.1575
81,0.82,0.17
82,0.82,0.1645
83,0.82,0.1555
84,0.82,0.159
85,0.82,0.1535
86,0.82,0.1605
87,0.82,0.14
88,0.82,0.172
89,0.82,0.146
90,0.82,0.168
91,0.82,0.192
92,0.82,0.1455
93,0.82,0.172
94,0.82,0.1665
95,0.82,0.16
96,0.82,0.17
97,0.82,0.1735
98,0.82,0.1585
99,0.82,0.162
100,0.82,0.177
101,0.82,0.1555
102,0.82,0.161
103,0.82,0.1505
104,0.82,0.193
105,0.82,0.1645
106,0.82,0.1755
107,0.82,0.181
108,0.82,0.166
109,0.82,0.1635
110,0.82,0.159
111,0.82,0.1695
112,0.82,0.158
113,0.82,0.1645
114,0.82,0.169
115,0.82,0.157
116,0.82,0.1675
117,0.82,0.145
118,0.82,0.167
119,0.82,0.1645
120,0.82,0.154
121,0.82,0.161
122,0.82,0.162
123,0.82,0.18
124,0.82,0.1605
125,0.82,0.171
126,0.82,0.1745
127,0.82,0.17
128,0.82,0.158
129,0.82,0.1655
130,0.82,0.154
131,0.82,0.17
132,0.82,0.1605
133,0.82,0.1585
134,0.82,0.1535
135,0.82,0.1605
136,0.82,0.185
137,0.82,0.201
138,0.82,0.1705
139,0.82,0.1615
140,0.82,0.1575
141,0.82,0.1715
142,0.82,0.164
143,0.82,0.166
144,0.82,0.153
145,0.82,0.189
146,0.82,0.1655
147,0.82,0.161
148,0.82,0.171
149,0.82,0.148
150,0.82,0.1645
151,0.82,0.158
152,0.82,0.1805
153,0.82,0.1825
154,0.82,0.1765
155,0.82,0.1695
156,0.82,0.1625
157,0.82,0.169
158,0.82,0.1635
159,0.82,0.178
160,0.82,0.146
161,0.82,0.165
162,0.82,0.155
163,0.82,0.1715
164,0.82,0.148
165,0.82,0.166
166,0.82,0.171
167,0.82,0.1675
168,0.82,0.153
169,0.82,0.1665
170,0.82,0.181
171,0.82,0.158
172,0.82,0.1535
173,0.82,0.1665
174,0.82,0.155
175,0.82,0.1485
176,0.82,0.175
177,0.82,0.177
178,0.82,0.158
179,0.82,0.1625
180,0.82,0.1605
181,0.82,0.1735
182,0.82,0.17
183,0.82,0.1595
184,0.82,0.1505
185,0.82,0.1725
186,0.82,0.1685
187,0.82,0.1555
