"simID","q","dhat"
1,0.98,0.2005
2,0.98,0.181
3,0.98,0.192
4,0.98,0.2055
5,0.98,0.1975
6,0.98,0.208
7,0.98,0.204
8,0.98,0.1835
9,0.98,0.1935
10,0.98,0.2065
11,0.98,0.2155
12,0.98,0.183
13,0.98,0.195
14,0.98,0.198
15,0.98,0.1795
16,0.98,0.192
17,0.98,0.2115
18,0.98,0.1995
19,0.98,0.2015
20,0.98,0.196
21,0.98,0.201
22,0.98,0.176
23,0.98,0.182
24,0.98,0.1985
25,0.98,0.195
26,0.98,0.1845
27,0.98,0.1935
28,0.98,0.1985
29,0.98,0.192
30,0.98,0.1985
31,0.98,0.1795
32,0.98,0.1995
33,0.98,0.191
34,0.98,0.179
35,0.98,0.202
36,0.98,0.2055
37,0.98,0.2015
38,0.98,0.1895
39,0.98,0.1955
40,0.98,0.195
41,0.98,0.192
42,0.98,0.2055
43,0.98,0.1845
44,0.98,0.1995
45,0.98,0.212
46,0.98,0.1845
47,0.98,0.1995
48,0.98,0.185
49,0.98,0.1935
50,0.98,0.1945
51,0.98,0.2
52,0.98,0.1935
53,0.98,0.212
54,0.98,0.181
55,0.98,0.2095
56,0.98,0.1965
57,0.98,0.2015
58,0.98,0.1945
59,0.98,0.2
60,0.98,0.191
61,0.98,0.1915
62,0.98,0.1975
63,0.98,0.183
64,0.98,0.1805
65,0.98,0.205
66,0.98,0.201
67,0.98,0.194
68,0.98,0.1705
69,0.98,0.1945
70,0.98,0.1955
71,0.98,0.199
72,0.98,0.1965
73,0.98,0.202
74,0.98,0.202
75,0.98,0.1995
76,0.98,0.194
77,0.98,0.1965
78,0.98,0.2005
79,0.98,0.1975
80,0.98,0.2035
81,0.98,0.19
82,0.98,0.1855
83,0.98,0.1945
84,0.98,0.2105
85,0.98,0.191
86,0.98,0.1975
87,0.98,0.1945
88,0.98,0.2025
89,0.98,0.197
90,0.98,0.2055
91,0.98,0.205
92,0.98,0.194
93,0.98,0.186
94,0.98,0.197
95,0.98,0.196
96,0.98,0.2085
97,0.98,0.189
98,0.98,0.2055
99,0.98,0.2205
100,0.98,0.191
101,0.98,0.198
102,0.98,0.1875
103,0.98,0.202
104,0.98,0.1915
105,0.98,0.1995
106,0.98,0.183
107,0.98,0.2075
108,0.98,0.2085
109,0.98,0.2015
110,0.98,0.194
111,0.98,0.198
112,0.98,0.1895
113,0.98,0.189
114,0.98,0.199
115,0.98,0.1925
116,0.98,0.19
117,0.98,0.1955
118,0.98,0.1905
119,0.98,0.208
120,0.98,0.192
121,0.98,0.2005
122,0.98,0.187
123,0.98,0.1945
124,0.98,0.197
125,0.98,0.196
126,0.98,0.197
127,0.98,0.189
128,0.98,0.2115
129,0.98,0.194
130,0.98,0.1905
131,0.98,0.1855
132,0.98,0.1935
133,0.98,0.1785
134,0.98,0.1955
135,0.98,0.1985
136,0.98,0.1945
137,0.98,0.188
138,0.98,0.204
139,0.98,0.196
140,0.98,0.1855
141,0.98,0.1935
142,0.98,0.2035
143,0.98,0.2045
144,0.98,0.1835
145,0.98,0.2205
146,0.98,0.2125
147,0.98,0.206
148,0.98,0.182
149,0.98,0.189
150,0.98,0.1865
151,0.98,0.202
152,0.98,0.194
153,0.98,0.1865
154,0.98,0.1965
155,0.98,0.195
156,0.98,0.1975
157,0.98,0.164
158,0.98,0.189
159,0.98,0.1765
160,0.98,0.197
161,0.98,0.2075
162,0.98,0.201
163,0.98,0.1875
164,0.98,0.192
165,0.98,0.1825
166,0.98,0.179
167,0.98,0.2085
168,0.98,0.19
169,0.98,0.187
170,0.98,0.191
171,0.98,0.191
172,0.98,0.2035
173,0.98,0.217
174,0.98,0.207
175,0.98,0.2015
176,0.98,0.2025
177,0.98,0.1985
178,0.98,0.191
179,0.98,0.192
180,0.98,0.188
181,0.98,0.1995
182,0.98,0.1995
183,0.98,0.208
184,0.98,0.194
185,0.98,0.1935
186,0.98,0.208
187,0.98,0.2025
188,0.98,0.202
189,0.98,0.183
190,0.98,0.205
191,0.98,0.1825
192,0.98,0.1895
193,0.98,0.2025
194,0.98,0.1865
195,0.98,0.1995
196,0.98,0.186
197,0.98,0.19
198,0.98,0.19
199,0.98,0.1665
200,0.98,0.19
201,0.98,0.2015
202,0.98,0.1865
203,0.98,0.173
204,0.98,0.1895
205,0.98,0.2065
206,0.98,0.194
207,0.98,0.1835
208,0.98,0.2005
209,0.98,0.198
210,0.98,0.205
211,0.98,0.183
212,0.98,0.1925
213,0.98,0.193
214,0.98,0.1915
215,0.98,0.197
216,0.98,0.198
217,0.98,0.188
218,0.98,0.194
219,0.98,0.2015
220,0.98,0.2005
221,0.98,0.1935
222,0.98,0.1885
223,0.98,0.197
224,0.98,0.1855
225,0.98,0.213
226,0.98,0.198
227,0.98,0.1995
228,0.98,0.187
229,0.98,0.196
230,0.98,0.2175
231,0.98,0.1925
232,0.98,0.2075
233,0.98,0.1925
234,0.98,0.201
235,0.98,0.196
236,0.98,0.19
237,0.98,0.195
238,0.98,0.195
239,0.98,0.2005
240,0.98,0.186
241,0.98,0.181
242,0.98,0.1925
243,0.98,0.1985
244,0.98,0.1955
245,0.98,0.21
246,0.98,0.202
247,0.98,0.192
248,0.98,0.173
249,0.98,0.184
250,0.98,0.2115
251,0.98,0.2155
252,0.98,0.196
253,0.98,0.1855
254,0.98,0.2
255,0.98,0.196
256,0.98,0.2185
257,0.98,0.21
258,0.98,0.2005
259,0.98,0.19
260,0.98,0.206
261,0.98,0.196
262,0.98,0.199
263,0.98,0.1955
264,0.98,0.1895
265,0.98,0.2
266,0.98,0.1985
267,0.98,0.2005
268,0.98,0.2
269,0.98,0.226
270,0.98,0.207
271,0.98,0.1895
272,0.98,0.2065
273,0.98,0.1865
274,0.98,0.182
275,0.98,0.216
276,0.98,0.204
277,0.98,0.2035
278,0.98,0.2
279,0.98,0.184
280,0.98,0.185
281,0.98,0.1795
282,0.98,0.2105
283,0.98,0.1975
284,0.98,0.2035
285,0.98,0.1825
