"simID","q","dhat"
1,0.89,0.176
2,0.89,0.181
3,0.89,0.1915
4,0.89,0.182
5,0.89,0.168
6,0.89,0.1845
7,0.89,0.182
8,0.89,0.1835
9,0.89,0.1845
10,0.89,0.1905
11,0.89,0.1775
12,0.89,0.167
13,0.89,0.177
14,0.89,0.1865
15,0.89,0.1665
16,0.89,0.1715
17,0.89,0.197
18,0.89,0.1735
19,0.89,0.185
20,0.89,0.1685
21,0.89,0.18
22,0.89,0.1765
23,0.89,0.177
24,0.89,0.163
25,0.89,0.1735
26,0.89,0.1745
27,0.89,0.1705
28,0.89,0.162
29,0.89,0.1665
30,0.89,0.2025
31,0.89,0.173
32,0.89,0.1775
33,0.89,0.1705
34,0.89,0.187
35,0.89,0.1815
36,0.89,0.1625
37,0.89,0.194
38,0.89,0.1775
39,0.89,0.1715
40,0.89,0.173
41,0.89,0.1835
42,0.89,0.1835
43,0.89,0.1845
44,0.89,0.188
45,0.89,0.191
46,0.89,0.185
47,0.89,0.1695
48,0.89,0.1935
49,0.89,0.1865
50,0.89,0.181
51,0.89,0.1675
52,0.89,0.1825
53,0.89,0.175
54,0.89,0.1695
55,0.89,0.183
56,0.89,0.1835
57,0.89,0.18
58,0.89,0.176
59,0.89,0.163
60,0.89,0.177
61,0.89,0.171
62,0.89,0.19
63,0.89,0.1815
64,0.89,0.184
65,0.89,0.1905
66,0.89,0.162
67,0.89,0.1695
68,0.89,0.175
69,0.89,0.172
70,0.89,0.1805
71,0.89,0.1585
72,0.89,0.1735
73,0.89,0.1965
74,0.89,0.177
75,0.89,0.1615
76,0.89,0.188
77,0.89,0.1725
78,0.89,0.174
79,0.89,0.189
80,0.89,0.168
81,0.89,0.1865
82,0.89,0.1505
83,0.89,0.17
84,0.89,0.1965
85,0.89,0.1675
86,0.89,0.1795
87,0.89,0.178
88,0.89,0.1735
89,0.89,0.1705
90,0.89,0.171
91,0.89,0.1775
92,0.89,0.1745
93,0.89,0.1765
94,0.89,0.1845
95,0.89,0.1795
96,0.89,0.17
97,0.89,0.184
98,0.89,0.182
99,0.89,0.1795
100,0.89,0.1675
101,0.89,0.1765
102,0.89,0.186
103,0.89,0.178
104,0.89,0.1825
105,0.89,0.1845
106,0.89,0.182
107,0.89,0.172
108,0.89,0.1865
109,0.89,0.1875
110,0.89,0.18
111,0.89,0.1805
112,0.89,0.167
113,0.89,0.174
114,0.89,0.1755
115,0.89,0.1795
116,0.89,0.1685
117,0.89,0.1885
118,0.89,0.189
119,0.89,0.163
120,0.89,0.17
121,0.89,0.1865
122,0.89,0.1625
123,0.89,0.195
124,0.89,0.187
125,0.89,0.189
126,0.89,0.1745
127,0.89,0.176
128,0.89,0.1685
129,0.89,0.177
130,0.89,0.1775
