"simID","q","dhat"
1,0.94,0.187
2,0.94,0.1775
3,0.94,0.19
4,0.94,0.185
5,0.94,0.1675
6,0.94,0.2005
7,0.94,0.186
8,0.94,0.196
9,0.94,0.203
10,0.94,0.186
11,0.94,0.192
12,0.94,0.19
13,0.94,0.191
14,0.94,0.1865
15,0.94,0.185
16,0.94,0.1845
17,0.94,0.1865
18,0.94,0.1985
19,0.94,0.187
20,0.94,0.1915
21,0.94,0.1765
22,0.94,0.175
23,0.94,0.179
24,0.94,0.185
25,0.94,0.1785
26,0.94,0.2
27,0.94,0.1935
28,0.94,0.1705
29,0.94,0.1935
30,0.94,0.198
31,0.94,0.1855
32,0.94,0.1725
33,0.94,0.1835
34,0.94,0.1835
35,0.94,0.1875
36,0.94,0.1875
37,0.94,0.191
38,0.94,0.201
39,0.94,0.1895
40,0.94,0.19
41,0.94,0.175
42,0.94,0.1835
43,0.94,0.178
44,0.94,0.185
45,0.94,0.1875
46,0.94,0.1845
47,0.94,0.2045
48,0.94,0.182
49,0.94,0.1805
50,0.94,0.1775
51,0.94,0.184
52,0.94,0.181
53,0.94,0.188
54,0.94,0.1825
55,0.94,0.1855
56,0.94,0.192
57,0.94,0.186
58,0.94,0.1885
59,0.94,0.1845
60,0.94,0.1875
61,0.94,0.2085
62,0.94,0.1795
63,0.94,0.1765
64,0.94,0.169
65,0.94,0.191
66,0.94,0.188
67,0.94,0.1885
68,0.94,0.1855
69,0.94,0.202
70,0.94,0.1885
71,0.94,0.191
72,0.94,0.1825
73,0.94,0.1925
74,0.94,0.1955
75,0.94,0.177
76,0.94,0.2025
77,0.94,0.1805
78,0.94,0.1845
79,0.94,0.182
80,0.94,0.1785
81,0.94,0.1955
82,0.94,0.1805
83,0.94,0.1805
84,0.94,0.191
85,0.94,0.193
86,0.94,0.1635
87,0.94,0.184
88,0.94,0.2065
89,0.94,0.1745
90,0.94,0.176
91,0.94,0.192
92,0.94,0.1875
93,0.94,0.1875
94,0.94,0.1895
95,0.94,0.195
96,0.94,0.168
97,0.94,0.192
98,0.94,0.1935
99,0.94,0.1935
100,0.94,0.2
101,0.94,0.1835
102,0.94,0.182
103,0.94,0.1835
104,0.94,0.1875
105,0.94,0.1895
106,0.94,0.1875
107,0.94,0.196
108,0.94,0.1885
109,0.94,0.1915
110,0.94,0.2035
111,0.94,0.1995
112,0.94,0.192
113,0.94,0.187
114,0.94,0.187
115,0.94,0.179
116,0.94,0.1955
117,0.94,0.1715
118,0.94,0.1825
119,0.94,0.1895
120,0.94,0.1765
121,0.94,0.1895
122,0.94,0.176
123,0.94,0.1865
124,0.94,0.175
125,0.94,0.1925
126,0.94,0.1705
127,0.94,0.2
128,0.94,0.196
129,0.94,0.1795
130,0.94,0.193
131,0.94,0.205
132,0.94,0.1735
133,0.94,0.167
134,0.94,0.1745
135,0.94,0.192
136,0.94,0.19
137,0.94,0.197
138,0.94,0.202
139,0.94,0.183
140,0.94,0.1835
141,0.94,0.177
142,0.94,0.188
143,0.94,0.186
144,0.94,0.1855
145,0.94,0.1925
146,0.94,0.1895
147,0.94,0.179
148,0.94,0.18
149,0.94,0.189
150,0.94,0.1685
151,0.94,0.182
152,0.94,0.1975
153,0.94,0.1965
154,0.94,0.1865
155,0.94,0.185
156,0.94,0.1775
157,0.94,0.1875
158,0.94,0.1895
159,0.94,0.182
160,0.94,0.187
161,0.94,0.1845
162,0.94,0.174
163,0.94,0.1915
164,0.94,0.183
165,0.94,0.181
166,0.94,0.204
167,0.94,0.1735
168,0.94,0.1885
169,0.94,0.184
170,0.94,0.1835
171,0.94,0.1905
172,0.94,0.1895
173,0.94,0.1835
174,0.94,0.1885
175,0.94,0.185
176,0.94,0.178
177,0.94,0.1885
178,0.94,0.185
179,0.94,0.1815
180,0.94,0.192
181,0.94,0.1835
182,0.94,0.1915
183,0.94,0.174
184,0.94,0.1955
185,0.94,0.1965
186,0.94,0.189
187,0.94,0.1915
188,0.94,0.1735
189,0.94,0.1785
190,0.94,0.202
191,0.94,0.1815
192,0.94,0.1775
193,0.94,0.179
194,0.94,0.181
195,0.94,0.196
196,0.94,0.1965
197,0.94,0.183
198,0.94,0.1885
199,0.94,0.179
200,0.94,0.183
201,0.94,0.1825
202,0.94,0.1785
203,0.94,0.201
204,0.94,0.1615
205,0.94,0.1835
206,0.94,0.173
207,0.94,0.1905
208,0.94,0.1855
209,0.94,0.179
210,0.94,0.2075
211,0.94,0.1715
212,0.94,0.1935
213,0.94,0.1915
214,0.94,0.1845
215,0.94,0.1825
216,0.94,0.189
217,0.94,0.1835
218,0.94,0.1875
219,0.94,0.1885
220,0.94,0.1915
221,0.94,0.198
222,0.94,0.1925
223,0.94,0.186
224,0.94,0.1875
225,0.94,0.188
226,0.94,0.179
227,0.94,0.1835
228,0.94,0.164
229,0.94,0.198
230,0.94,0.187
231,0.94,0.1755
232,0.94,0.1745
233,0.94,0.1755
234,0.94,0.189
235,0.94,0.1765
236,0.94,0.1885
237,0.94,0.1945
238,0.94,0.2095
239,0.94,0.184
240,0.94,0.195
241,0.94,0.197
242,0.94,0.2135
243,0.94,0.187
244,0.94,0.173
245,0.94,0.186
246,0.94,0.195
247,0.94,0.1885
248,0.94,0.195
249,0.94,0.196
250,0.94,0.1845
251,0.94,0.187
252,0.94,0.186
253,0.94,0.1995
254,0.94,0.183
255,0.94,0.187
256,0.94,0.1765
257,0.94,0.1825
258,0.94,0.2015
259,0.94,0.171
260,0.94,0.1895
261,0.94,0.203
262,0.94,0.199
263,0.94,0.1875
264,0.94,0.2085
265,0.94,0.181
266,0.94,0.179
267,0.94,0.204
268,0.94,0.1825
269,0.94,0.1755
270,0.94,0.2035
271,0.94,0.191
272,0.94,0.193
273,0.94,0.1885
274,0.94,0.183
275,0.94,0.185
276,0.94,0.191
277,0.94,0.188
278,0.94,0.1875
279,0.94,0.194
280,0.94,0.1985
281,0.94,0.1925
282,0.94,0.191
283,0.94,0.1885
284,0.94,0.185
285,0.94,0.184
286,0.94,0.189
287,0.94,0.1865
288,0.94,0.168
289,0.94,0.2035
290,0.94,0.195
291,0.94,0.1895
292,0.94,0.1785
293,0.94,0.1745
294,0.94,0.1855
295,0.94,0.19
296,0.94,0.1955
297,0.94,0.181
298,0.94,0.183
299,0.94,0.2155
300,0.94,0.1965
301,0.94,0.1805
302,0.94,0.194
303,0.94,0.1925
