"simID","q","dhat"
1,0.93,0.182
2,0.93,0.184
3,0.93,0.1765
4,0.93,0.2045
5,0.93,0.186
6,0.93,0.185
7,0.93,0.189
8,0.93,0.198
9,0.93,0.188
10,0.93,0.1825
11,0.93,0.193
12,0.93,0.1985
13,0.93,0.182
14,0.93,0.18
15,0.93,0.1825
16,0.93,0.177
17,0.93,0.182
18,0.93,0.19
19,0.93,0.189
20,0.93,0.1715
21,0.93,0.185
22,0.93,0.1835
23,0.93,0.198
24,0.93,0.1905
25,0.93,0.185
26,0.93,0.1845
27,0.93,0.187
28,0.93,0.1935
29,0.93,0.1835
30,0.93,0.1825
31,0.93,0.1915
32,0.93,0.1685
33,0.93,0.187
34,0.93,0.183
35,0.93,0.1785
36,0.93,0.2035
37,0.93,0.2005
38,0.93,0.1695
39,0.93,0.1855
40,0.93,0.1865
41,0.93,0.185
42,0.93,0.1865
43,0.93,0.2
44,0.93,0.182
45,0.93,0.192
46,0.93,0.1895
47,0.93,0.1775
48,0.93,0.187
49,0.93,0.184
50,0.93,0.1905
51,0.93,0.185
52,0.93,0.177
53,0.93,0.182
54,0.93,0.1805
55,0.93,0.1735
56,0.93,0.1865
57,0.93,0.1755
58,0.93,0.195
59,0.93,0.1645
60,0.93,0.184
61,0.93,0.1935
62,0.93,0.198
63,0.93,0.1705
64,0.93,0.192
65,0.93,0.1805
66,0.93,0.1895
67,0.93,0.176
68,0.93,0.1765
69,0.93,0.2115
70,0.93,0.1735
71,0.93,0.185
72,0.93,0.2015
73,0.93,0.1865
74,0.93,0.162
75,0.93,0.1785
76,0.93,0.173
77,0.93,0.177
78,0.93,0.1825
79,0.93,0.1815
80,0.93,0.1745
81,0.93,0.1925
82,0.93,0.1855
83,0.93,0.1895
84,0.93,0.1755
85,0.93,0.2005
86,0.93,0.1995
87,0.93,0.1785
88,0.93,0.19
89,0.93,0.189
90,0.93,0.198
91,0.93,0.181
92,0.93,0.1795
93,0.93,0.1915
94,0.93,0.181
95,0.93,0.189
96,0.93,0.184
97,0.93,0.1745
98,0.93,0.189
99,0.93,0.203
100,0.93,0.194
101,0.93,0.193
102,0.93,0.1805
103,0.93,0.185
104,0.93,0.1815
105,0.93,0.186
106,0.93,0.158
107,0.93,0.197
108,0.93,0.194
109,0.93,0.1575
110,0.93,0.191
111,0.93,0.198
112,0.93,0.1825
113,0.93,0.181
114,0.93,0.1785
115,0.93,0.1955
116,0.93,0.1955
117,0.93,0.184
118,0.93,0.188
119,0.93,0.1735
120,0.93,0.1975
121,0.93,0.1885
122,0.93,0.1925
123,0.93,0.199
124,0.93,0.1925
125,0.93,0.191
126,0.93,0.2
127,0.93,0.177
128,0.93,0.2065
129,0.93,0.193
130,0.93,0.1885
131,0.93,0.1735
132,0.93,0.1855
133,0.93,0.17
134,0.93,0.1845
135,0.93,0.193
136,0.93,0.192
137,0.93,0.1695
138,0.93,0.1935
139,0.93,0.186
140,0.93,0.182
141,0.93,0.1825
142,0.93,0.202
143,0.93,0.187
144,0.93,0.1825
145,0.93,0.199
146,0.93,0.1825
147,0.93,0.1805
148,0.93,0.192
149,0.93,0.194
150,0.93,0.187
151,0.93,0.183
152,0.93,0.177
153,0.93,0.208
154,0.93,0.187
155,0.93,0.183
156,0.93,0.194
157,0.93,0.2015
158,0.93,0.1825
159,0.93,0.176
160,0.93,0.1845
161,0.93,0.1925
162,0.93,0.188
163,0.93,0.1665
164,0.93,0.1805
165,0.93,0.197
166,0.93,0.189
167,0.93,0.1855
168,0.93,0.19
169,0.93,0.196
170,0.93,0.1875
171,0.93,0.174
172,0.93,0.175
173,0.93,0.1965
174,0.93,0.194
175,0.93,0.1685
176,0.93,0.1685
177,0.93,0.1775
178,0.93,0.1915
179,0.93,0.182
180,0.93,0.19
181,0.93,0.183
182,0.93,0.1815
183,0.93,0.1755
184,0.93,0.1875
185,0.93,0.1965
186,0.93,0.1805
187,0.93,0.185
188,0.93,0.171
189,0.93,0.1855
190,0.93,0.1955
191,0.93,0.192
192,0.93,0.1825
193,0.93,0.176
194,0.93,0.1905
195,0.93,0.183
196,0.93,0.1975
197,0.93,0.1795
198,0.93,0.175
199,0.93,0.209
200,0.93,0.194
201,0.93,0.1715
202,0.93,0.175
203,0.93,0.1985
204,0.93,0.1755
205,0.93,0.177
206,0.93,0.2075
207,0.93,0.1905
208,0.93,0.1955
209,0.93,0.2145
210,0.93,0.1745
211,0.93,0.2125
212,0.93,0.184
213,0.93,0.202
214,0.93,0.175
215,0.93,0.204
216,0.93,0.192
217,0.93,0.1745
218,0.93,0.1785
219,0.93,0.1835
220,0.93,0.178
221,0.93,0.1775
222,0.93,0.1855
223,0.93,0.1895
224,0.93,0.178
225,0.93,0.1835
226,0.93,0.203
227,0.93,0.1865
228,0.93,0.181
229,0.93,0.1855
230,0.93,0.1835
231,0.93,0.1855
232,0.93,0.1945
233,0.93,0.18
234,0.93,0.1755
235,0.93,0.188
236,0.93,0.1845
237,0.93,0.1925
238,0.93,0.177
239,0.93,0.1805
240,0.93,0.187
241,0.93,0.177
242,0.93,0.193
243,0.93,0.182
244,0.93,0.187
245,0.93,0.194
246,0.93,0.181
247,0.93,0.1825
248,0.93,0.19
249,0.93,0.184
250,0.93,0.18
251,0.93,0.184
252,0.93,0.183
253,0.93,0.181
254,0.93,0.198
255,0.93,0.1955
256,0.93,0.203
257,0.93,0.202
258,0.93,0.1855
259,0.93,0.1855
260,0.93,0.188
261,0.93,0.181
262,0.93,0.196
263,0.93,0.204
264,0.93,0.187
265,0.93,0.199
266,0.93,0.19
267,0.93,0.1815
268,0.93,0.1945
269,0.93,0.1785
270,0.93,0.205
271,0.93,0.1845
272,0.93,0.1945
273,0.93,0.2
274,0.93,0.183
275,0.93,0.182
276,0.93,0.186
277,0.93,0.1945
278,0.93,0.1935
279,0.93,0.186
280,0.93,0.199
281,0.93,0.189
282,0.93,0.175
283,0.93,0.1835
284,0.93,0.183
285,0.93,0.174
286,0.93,0.1905
287,0.93,0.208
288,0.93,0.173
289,0.93,0.1785
290,0.93,0.1845
291,0.93,0.1965
292,0.93,0.1955
293,0.93,0.21
294,0.93,0.1655
295,0.93,0.1795
296,0.93,0.19
297,0.93,0.1985
298,0.93,0.193
299,0.93,0.1845
300,0.93,0.2
301,0.93,0.1765
302,0.93,0.174
303,0.93,0.1855
304,0.93,0.1815
305,0.93,0.1805
306,0.93,0.189
307,0.93,0.1885
308,0.93,0.1885
309,0.93,0.1795
310,0.93,0.1905
311,0.93,0.165
312,0.93,0.175
313,0.93,0.1755
314,0.93,0.187
315,0.93,0.186
316,0.93,0.19
317,0.93,0.1825
318,0.93,0.194
319,0.93,0.1895
320,0.93,0.1725
321,0.93,0.176
322,0.93,0.1955
323,0.93,0.196
324,0.93,0.178
325,0.93,0.194
326,0.93,0.1895
327,0.93,0.1905
328,0.93,0.1795
329,0.93,0.185
330,0.93,0.1875
331,0.93,0.1875
332,0.93,0.1705
333,0.93,0.1605
334,0.93,0.2045
335,0.93,0.1885
336,0.93,0.2
337,0.93,0.206
338,0.93,0.1885
339,0.93,0.1895
340,0.93,0.1845
341,0.93,0.186
342,0.93,0.194
343,0.93,0.1855
344,0.93,0.172
345,0.93,0.1845
346,0.93,0.19
347,0.93,0.1915
348,0.93,0.1755
349,0.93,0.185
350,0.93,0.178
351,0.93,0.1675
352,0.93,0.1855
353,0.93,0.202
354,0.93,0.183
355,0.93,0.1835
356,0.93,0.2055
357,0.93,0.1895
358,0.93,0.1865
359,0.93,0.1875
360,0.93,0.1865
361,0.93,0.1885
362,0.93,0.186
363,0.93,0.1885
364,0.93,0.195
365,0.93,0.2015
366,0.93,0.18
367,0.93,0.1775
368,0.93,0.194
369,0.93,0.167
370,0.93,0.1765
371,0.93,0.169
372,0.93,0.1935
373,0.93,0.1765
374,0.93,0.198
375,0.93,0.197
376,0.93,0.1905
377,0.93,0.187
378,0.93,0.189
379,0.93,0.197
380,0.93,0.177
381,0.93,0.188
382,0.93,0.186
383,0.93,0.1865
384,0.93,0.1695
385,0.93,0.1845
386,0.93,0.182
387,0.93,0.178
388,0.93,0.1855
389,0.93,0.179
390,0.93,0.184
391,0.93,0.193
392,0.93,0.1855
393,0.93,0.181
394,0.93,0.1755
395,0.93,0.1785
396,0.93,0.187
397,0.93,0.197
398,0.93,0.181
399,0.93,0.1805
400,0.93,0.191
401,0.93,0.193
402,0.93,0.194
403,0.93,0.1895
404,0.93,0.179
405,0.93,0.18
406,0.93,0.178
407,0.93,0.195
408,0.93,0.1865
409,0.93,0.1955
410,0.93,0.202
411,0.93,0.179
412,0.93,0.1815
413,0.93,0.2035
414,0.93,0.1825
415,0.93,0.185
416,0.93,0.1885
417,0.93,0.1825
418,0.93,0.186
419,0.93,0.1985
420,0.93,0.177
421,0.93,0.1915
422,0.93,0.165
423,0.93,0.188
424,0.93,0.178
425,0.93,0.194
426,0.93,0.1875
427,0.93,0.1985
428,0.93,0.199
429,0.93,0.182
430,0.93,0.1705
431,0.93,0.191
432,0.93,0.1725
433,0.93,0.2075
434,0.93,0.18
435,0.93,0.1795
436,0.93,0.155
437,0.93,0.182
438,0.93,0.199
439,0.93,0.1865
440,0.93,0.186
441,0.93,0.183
442,0.93,0.197
443,0.93,0.199
444,0.93,0.2055
445,0.93,0.1955
446,0.93,0.19
447,0.93,0.1955
448,0.93,0.183
449,0.93,0.204
450,0.93,0.194
451,0.93,0.186
452,0.93,0.2
453,0.93,0.184
454,0.93,0.1905
455,0.93,0.2005
456,0.93,0.172
457,0.93,0.1735
458,0.93,0.1825
459,0.93,0.169
460,0.93,0.181
461,0.93,0.1965
462,0.93,0.1985
463,0.93,0.171
464,0.93,0.182
465,0.93,0.1845
466,0.93,0.1865
467,0.93,0.1845
468,0.93,0.1705
469,0.93,0.184
470,0.93,0.195
471,0.93,0.181
472,0.93,0.191
473,0.93,0.182
474,0.93,0.1765
475,0.93,0.197
476,0.93,0.176
477,0.93,0.17
478,0.93,0.202
479,0.93,0.1845
480,0.93,0.199
481,0.93,0.1875
482,0.93,0.187
483,0.93,0.172
484,0.93,0.186
485,0.93,0.1835
486,0.93,0.198
487,0.93,0.1975
488,0.93,0.174
489,0.93,0.1855
490,0.93,0.2
491,0.93,0.199
492,0.93,0.1815
493,0.93,0.184
494,0.93,0.186
495,0.93,0.1975
496,0.93,0.1755
497,0.93,0.195
498,0.93,0.1795
499,0.93,0.1745
500,0.93,0.1885
501,0.93,0.183
502,0.93,0.1945
503,0.93,0.169
504,0.93,0.1865
505,0.93,0.187
506,0.93,0.168
507,0.93,0.181
508,0.93,0.184
509,0.93,0.1845
510,0.93,0.178
511,0.93,0.1765
512,0.93,0.1815
513,0.93,0.1735
514,0.93,0.182
515,0.93,0.1775
516,0.93,0.187
517,0.93,0.1645
518,0.93,0.1875
519,0.93,0.205
520,0.93,0.193
521,0.93,0.194
522,0.93,0.186
523,0.93,0.199
524,0.93,0.183
525,0.93,0.178
526,0.93,0.181
527,0.93,0.1815
528,0.93,0.1915
529,0.93,0.188
530,0.93,0.169
531,0.93,0.1975
532,0.93,0.185
533,0.93,0.178
534,0.93,0.1855
535,0.93,0.1955
536,0.93,0.1835
537,0.93,0.1855
538,0.93,0.183
539,0.93,0.193
540,0.93,0.201
541,0.93,0.183
542,0.93,0.1835
543,0.93,0.1825
544,0.93,0.171
545,0.93,0.1685
546,0.93,0.171
547,0.93,0.2
548,0.93,0.1785
549,0.93,0.188
550,0.93,0.179
551,0.93,0.188
552,0.93,0.1795
553,0.93,0.185
554,0.93,0.1815
555,0.93,0.195
556,0.93,0.1785
557,0.93,0.2005
558,0.93,0.2025
559,0.93,0.1855
560,0.93,0.1735
561,0.93,0.192
562,0.93,0.182
563,0.93,0.207
564,0.93,0.1805
565,0.93,0.1845
566,0.93,0.1935
567,0.93,0.1895
568,0.93,0.1915
569,0.93,0.1635
570,0.93,0.177
571,0.93,0.18
572,0.93,0.1975
573,0.93,0.1925
574,0.93,0.1955
575,0.93,0.1905
576,0.93,0.1915
577,0.93,0.1945
578,0.93,0.1915
579,0.93,0.1875
580,0.93,0.1895
581,0.93,0.1795
582,0.93,0.175
583,0.93,0.174
584,0.93,0.1955
585,0.93,0.194
586,0.93,0.1985
587,0.93,0.19
588,0.93,0.17
589,0.93,0.197
590,0.93,0.194
591,0.93,0.1905
592,0.93,0.1945
593,0.93,0.1915
594,0.93,0.18
595,0.93,0.1945
596,0.93,0.197
597,0.93,0.1865
598,0.93,0.1795
599,0.93,0.164
600,0.93,0.173
601,0.93,0.188
602,0.93,0.183
603,0.93,0.163
604,0.93,0.195
605,0.93,0.1795
606,0.93,0.185
607,0.93,0.1855
608,0.93,0.181
609,0.93,0.1875
610,0.93,0.184
611,0.93,0.203
612,0.93,0.1905
613,0.93,0.1905
614,0.93,0.194
615,0.93,0.1805
616,0.93,0.1945
617,0.93,0.1915
618,0.93,0.1785
619,0.93,0.188
620,0.93,0.191
621,0.93,0.1685
622,0.93,0.1915
623,0.93,0.1915
624,0.93,0.1845
625,0.93,0.171
626,0.93,0.1725
627,0.93,0.1925
628,0.93,0.199
629,0.93,0.191
630,0.93,0.1885
631,0.93,0.194
632,0.93,0.189
633,0.93,0.188
634,0.93,0.187
635,0.93,0.1815
636,0.93,0.1835
637,0.93,0.1815
638,0.93,0.177
639,0.93,0.1905
640,0.93,0.1975
641,0.93,0.192
642,0.93,0.1805
643,0.93,0.1825
644,0.93,0.1835
645,0.93,0.185
646,0.93,0.1855
647,0.93,0.1815
648,0.93,0.1755
649,0.93,0.196
650,0.93,0.1875
651,0.93,0.171
652,0.93,0.182
653,0.93,0.185
654,0.93,0.1595
655,0.93,0.1785
656,0.93,0.189
657,0.93,0.196
658,0.93,0.1765
659,0.93,0.2045
660,0.93,0.1865
661,0.93,0.169
662,0.93,0.177
663,0.93,0.1865
664,0.93,0.186
665,0.93,0.2015
666,0.93,0.1845
667,0.93,0.1985
668,0.93,0.1755
669,0.93,0.201
670,0.93,0.195
671,0.93,0.174
672,0.93,0.19
673,0.93,0.189
674,0.93,0.184
675,0.93,0.1875
676,0.93,0.187
677,0.93,0.201
678,0.93,0.188
679,0.93,0.1975
680,0.93,0.1895
681,0.93,0.1895
682,0.93,0.191
683,0.93,0.192
684,0.93,0.2075
685,0.93,0.2075
686,0.93,0.1825
687,0.93,0.178
688,0.93,0.181
689,0.93,0.1735
690,0.93,0.1895
691,0.93,0.189
692,0.93,0.1905
693,0.93,0.1635
694,0.93,0.174
695,0.93,0.176
696,0.93,0.164
697,0.93,0.1855
698,0.93,0.184
699,0.93,0.1865
700,0.93,0.1985
701,0.93,0.19
702,0.93,0.188
703,0.93,0.182
704,0.93,0.1875
705,0.93,0.1975
706,0.93,0.1805
707,0.93,0.194
708,0.93,0.185
709,0.93,0.1815
710,0.93,0.173
711,0.93,0.199
712,0.93,0.177
