"simID","q","dhat"
1,0.8,0.1535
2,0.8,0.1355
3,0.8,0.18
4,0.8,0.146
5,0.8,0.169
6,0.8,0.164
7,0.8,0.1465
8,0.8,0.1715
9,0.8,0.1535
10,0.8,0.154
11,0.8,0.141
12,0.8,0.1655
13,0.8,0.159
14,0.8,0.1725
15,0.8,0.168
16,0.8,0.1545
17,0.8,0.1575
18,0.8,0.1725
19,0.8,0.1375
20,0.8,0.16
21,0.8,0.173
22,0.8,0.165
23,0.8,0.158
24,0.8,0.1665
25,0.8,0.148
26,0.8,0.1505
27,0.8,0.1755
28,0.8,0.168
29,0.8,0.1455
30,0.8,0.1745
31,0.8,0.1445
32,0.8,0.165
33,0.8,0.146
34,0.8,0.1695
35,0.8,0.1595
36,0.8,0.1705
37,0.8,0.1805
38,0.8,0.1365
39,0.8,0.1665
40,0.8,0.154
41,0.8,0.161
42,0.8,0.1715
43,0.8,0.159
44,0.8,0.171
45,0.8,0.1655
46,0.8,0.1725
47,0.8,0.1735
48,0.8,0.149
49,0.8,0.144
50,0.8,0.173
51,0.8,0.1595
52,0.8,0.1565
53,0.8,0.1765
54,0.8,0.1445
55,0.8,0.166
56,0.8,0.171
57,0.8,0.1525
58,0.8,0.136
59,0.8,0.164
60,0.8,0.154
61,0.8,0.158
62,0.8,0.1595
63,0.8,0.164
64,0.8,0.16
65,0.8,0.149
66,0.8,0.1755
67,0.8,0.173
68,0.8,0.171
69,0.8,0.1515
70,0.8,0.1725
71,0.8,0.1435
72,0.8,0.151
73,0.8,0.166
74,0.8,0.1585
75,0.8,0.164
76,0.8,0.166
77,0.8,0.168
78,0.8,0.169
79,0.8,0.1745
80,0.8,0.1565
81,0.8,0.145
82,0.8,0.155
83,0.8,0.1445
84,0.8,0.1785
85,0.8,0.149
86,0.8,0.1605
87,0.8,0.1705
88,0.8,0.162
89,0.8,0.16
90,0.8,0.1505
91,0.8,0.163
92,0.8,0.1745
93,0.8,0.1555
94,0.8,0.1635
95,0.8,0.166
96,0.8,0.162
97,0.8,0.1645
98,0.8,0.1725
99,0.8,0.165
100,0.8,0.1585
101,0.8,0.1575
102,0.8,0.1635
103,0.8,0.153
104,0.8,0.1625
105,0.8,0.163
106,0.8,0.162
107,0.8,0.16
108,0.8,0.161
109,0.8,0.142
110,0.8,0.164
111,0.8,0.167
112,0.8,0.168
113,0.8,0.171
114,0.8,0.1635
115,0.8,0.17
116,0.8,0.1575
117,0.8,0.168
118,0.8,0.1585
119,0.8,0.1645
120,0.8,0.172
121,0.8,0.1655
122,0.8,0.147
123,0.8,0.162
124,0.8,0.169
125,0.8,0.1635
126,0.8,0.1435
127,0.8,0.156
128,0.8,0.157
129,0.8,0.1645
130,0.8,0.1705
131,0.8,0.167
132,0.8,0.1705
133,0.8,0.1565
134,0.8,0.1575
135,0.8,0.1565
136,0.8,0.1485
137,0.8,0.137
138,0.8,0.153
139,0.8,0.1695
140,0.8,0.168
141,0.8,0.162
142,0.8,0.1555
143,0.8,0.1585
144,0.8,0.1635
145,0.8,0.1695
146,0.8,0.15
147,0.8,0.1465
148,0.8,0.153
149,0.8,0.15
150,0.8,0.155
151,0.8,0.173
152,0.8,0.164
153,0.8,0.1565
154,0.8,0.162
155,0.8,0.1655
156,0.8,0.1635
157,0.8,0.161
158,0.8,0.17
159,0.8,0.1685
160,0.8,0.1575
161,0.8,0.171
162,0.8,0.1585
163,0.8,0.178
164,0.8,0.164
