"simID","q","dhat"
1,0.95,0.1975
2,0.95,0.1895
3,0.95,0.1975
4,0.95,0.1715
5,0.95,0.1925
6,0.95,0.2075
7,0.95,0.1905
8,0.95,0.185
9,0.95,0.1825
10,0.95,0.1865
11,0.95,0.1925
12,0.95,0.2055
13,0.95,0.201
14,0.95,0.196
15,0.95,0.1785
16,0.95,0.1965
17,0.95,0.199
18,0.95,0.1925
19,0.95,0.187
20,0.95,0.1955
21,0.95,0.1725
22,0.95,0.1995
23,0.95,0.1845
24,0.95,0.202
25,0.95,0.1725
26,0.95,0.177
27,0.95,0.174
28,0.95,0.192
29,0.95,0.1945
30,0.95,0.1905
31,0.95,0.194
32,0.95,0.1725
33,0.95,0.1965
34,0.95,0.207
35,0.95,0.185
36,0.95,0.1745
37,0.95,0.1935
38,0.95,0.197
39,0.95,0.199
40,0.95,0.201
41,0.95,0.191
42,0.95,0.208
43,0.95,0.2015
44,0.95,0.1915
45,0.95,0.185
46,0.95,0.193
47,0.95,0.186
48,0.95,0.193
49,0.95,0.166
50,0.95,0.206
51,0.95,0.201
52,0.95,0.204
53,0.95,0.1875
54,0.95,0.1885
55,0.95,0.1685
56,0.95,0.2
57,0.95,0.1885
58,0.95,0.1875
59,0.95,0.195
60,0.95,0.185
61,0.95,0.1865
62,0.95,0.205
63,0.95,0.1985
64,0.95,0.1955
65,0.95,0.1895
66,0.95,0.185
67,0.95,0.21
68,0.95,0.1895
69,0.95,0.2065
70,0.95,0.191
71,0.95,0.2035
72,0.95,0.1915
73,0.95,0.1905
74,0.95,0.199
75,0.95,0.1985
76,0.95,0.1865
77,0.95,0.1915
78,0.95,0.1895
79,0.95,0.18
80,0.95,0.178
81,0.95,0.205
82,0.95,0.187
83,0.95,0.171
84,0.95,0.197
85,0.95,0.19
86,0.95,0.2045
87,0.95,0.1875
88,0.95,0.194
89,0.95,0.1815
90,0.95,0.1945
91,0.95,0.1855
92,0.95,0.1845
93,0.95,0.1915
94,0.95,0.1795
95,0.95,0.187
96,0.95,0.18
97,0.95,0.1875
98,0.95,0.1875
99,0.95,0.208
100,0.95,0.184
101,0.95,0.188
102,0.95,0.1815
103,0.95,0.1925
104,0.95,0.183
105,0.95,0.17
106,0.95,0.189
107,0.95,0.186
108,0.95,0.209
109,0.95,0.191
110,0.95,0.19
111,0.95,0.181
112,0.95,0.2005
113,0.95,0.1985
114,0.95,0.2095
115,0.95,0.1905
116,0.95,0.1925
117,0.95,0.1795
118,0.95,0.195
119,0.95,0.19
120,0.95,0.1935
121,0.95,0.1965
122,0.95,0.1825
123,0.95,0.1675
124,0.95,0.203
125,0.95,0.1875
126,0.95,0.173
127,0.95,0.1845
128,0.95,0.1865
129,0.95,0.1855
130,0.95,0.1825
131,0.95,0.209
132,0.95,0.1735
133,0.95,0.171
134,0.95,0.189
135,0.95,0.2105
136,0.95,0.1935
137,0.95,0.1855
138,0.95,0.2025
139,0.95,0.1975
140,0.95,0.1865
141,0.95,0.1855
142,0.95,0.2005
143,0.95,0.186
144,0.95,0.192
145,0.95,0.19
146,0.95,0.194
147,0.95,0.1845
