"simID","q","dhat"
1,0.92,0.1875
2,0.92,0.1705
3,0.92,0.192
4,0.92,0.1885
5,0.92,0.1815
6,0.92,0.1835
7,0.92,0.182
8,0.92,0.175
9,0.92,0.1865
10,0.92,0.184
11,0.92,0.1925
12,0.92,0.1825
13,0.92,0.176
14,0.92,0.1865
15,0.92,0.1895
16,0.92,0.1915
17,0.92,0.1735
18,0.92,0.1895
19,0.92,0.188
20,0.92,0.1835
21,0.92,0.1745
22,0.92,0.188
23,0.92,0.1945
24,0.92,0.209
25,0.92,0.1845
26,0.92,0.1795
27,0.92,0.1755
28,0.92,0.1625
29,0.92,0.183
30,0.92,0.1625
31,0.92,0.195
32,0.92,0.187
33,0.92,0.19
34,0.92,0.1935
35,0.92,0.1615
36,0.92,0.1875
37,0.92,0.166
38,0.92,0.182
39,0.92,0.1855
40,0.92,0.1855
41,0.92,0.18
42,0.92,0.1735
43,0.92,0.189
44,0.92,0.195
45,0.92,0.176
46,0.92,0.19
47,0.92,0.1875
48,0.92,0.1805
49,0.92,0.178
50,0.92,0.211
51,0.92,0.1845
52,0.92,0.191
53,0.92,0.1875
54,0.92,0.1805
55,0.92,0.19
56,0.92,0.1615
57,0.92,0.1845
58,0.92,0.192
59,0.92,0.181
60,0.92,0.1785
61,0.92,0.1815
62,0.92,0.1835
63,0.92,0.1695
64,0.92,0.169
65,0.92,0.183
66,0.92,0.181
67,0.92,0.1835
68,0.92,0.182
69,0.92,0.1805
70,0.92,0.169
71,0.92,0.1865
72,0.92,0.185
73,0.92,0.1845
74,0.92,0.1685
75,0.92,0.193
76,0.92,0.1785
77,0.92,0.1955
78,0.92,0.185
79,0.92,0.176
80,0.92,0.1825
81,0.92,0.1755
82,0.92,0.207
83,0.92,0.196
84,0.92,0.181
85,0.92,0.2095
86,0.92,0.18
87,0.92,0.179
88,0.92,0.18
89,0.92,0.19
90,0.92,0.175
91,0.92,0.1875
92,0.92,0.195
93,0.92,0.189
94,0.92,0.1775
95,0.92,0.1925
96,0.92,0.195
97,0.92,0.1725
98,0.92,0.1885
99,0.92,0.2045
100,0.92,0.187
101,0.92,0.184
102,0.92,0.19
103,0.92,0.187
104,0.92,0.1745
105,0.92,0.1775
106,0.92,0.1655
107,0.92,0.186
108,0.92,0.1915
109,0.92,0.1905
110,0.92,0.2035
111,0.92,0.1955
112,0.92,0.2025
113,0.92,0.1925
114,0.92,0.1865
115,0.92,0.18
116,0.92,0.1735
117,0.92,0.1645
118,0.92,0.18
119,0.92,0.1775
120,0.92,0.1855
121,0.92,0.177
122,0.92,0.1875
123,0.92,0.185
124,0.92,0.1785
125,0.92,0.1755
126,0.92,0.1855
127,0.92,0.192
128,0.92,0.1785
129,0.92,0.18
130,0.92,0.189
131,0.92,0.189
132,0.92,0.192
133,0.92,0.1815
134,0.92,0.1835
135,0.92,0.1835
136,0.92,0.173
137,0.92,0.1925
138,0.92,0.188
139,0.92,0.1875
140,0.92,0.173
141,0.92,0.185
142,0.92,0.187
143,0.92,0.1845
144,0.92,0.1775
145,0.92,0.1905
146,0.92,0.208
147,0.92,0.1795
148,0.92,0.1775
149,0.92,0.1645
150,0.92,0.21
151,0.92,0.186
152,0.92,0.1975
153,0.92,0.1875
154,0.92,0.216
155,0.92,0.1835
156,0.92,0.185
157,0.92,0.178
158,0.92,0.184
159,0.92,0.1795
160,0.92,0.1685
161,0.92,0.1795
162,0.92,0.168
163,0.92,0.185
164,0.92,0.1795
165,0.92,0.1925
166,0.92,0.176
167,0.92,0.1775
168,0.92,0.17
169,0.92,0.1835
170,0.92,0.182
171,0.92,0.177
172,0.92,0.18
173,0.92,0.175
174,0.92,0.188
175,0.92,0.179
176,0.92,0.193
177,0.92,0.1755
178,0.92,0.1925
179,0.92,0.1845
180,0.92,0.1825
181,0.92,0.1795
182,0.92,0.189
183,0.92,0.181
184,0.92,0.1975
185,0.92,0.181
186,0.92,0.198
187,0.92,0.1935
188,0.92,0.201
189,0.92,0.186
190,0.92,0.1965
191,0.92,0.184
192,0.92,0.1845
193,0.92,0.182
194,0.92,0.182
195,0.92,0.185
196,0.92,0.17
197,0.92,0.1895
198,0.92,0.1815
199,0.92,0.1785
200,0.92,0.195
201,0.92,0.197
202,0.92,0.172
203,0.92,0.1755
204,0.92,0.1695
205,0.92,0.166
206,0.92,0.171
207,0.92,0.1795
208,0.92,0.163
209,0.92,0.183
210,0.92,0.1805
211,0.92,0.1925
212,0.92,0.153
213,0.92,0.189
214,0.92,0.177
215,0.92,0.184
216,0.92,0.1995
217,0.92,0.176
218,0.92,0.183
219,0.92,0.198
220,0.92,0.186
221,0.92,0.1855
222,0.92,0.1825
223,0.92,0.187
224,0.92,0.188
225,0.92,0.1785
226,0.92,0.183
227,0.92,0.1995
228,0.92,0.1945
229,0.92,0.188
230,0.92,0.1875
231,0.92,0.1885
232,0.92,0.18
233,0.92,0.1795
234,0.92,0.1745
235,0.92,0.171
236,0.92,0.192
237,0.92,0.1775
238,0.92,0.1715
239,0.92,0.1815
240,0.92,0.1885
241,0.92,0.1815
242,0.92,0.1895
243,0.92,0.1745
244,0.92,0.1745
245,0.92,0.1885
246,0.92,0.1695
247,0.92,0.183
248,0.92,0.1945
249,0.92,0.1835
250,0.92,0.173
251,0.92,0.183
252,0.92,0.173
253,0.92,0.1885
254,0.92,0.196
255,0.92,0.175
256,0.92,0.199
257,0.92,0.1815
258,0.92,0.184
259,0.92,0.1835
260,0.92,0.18
261,0.92,0.193
262,0.92,0.1875
263,0.92,0.177
264,0.92,0.1995
265,0.92,0.1935
266,0.92,0.172
267,0.92,0.1765
268,0.92,0.1765
269,0.92,0.174
270,0.92,0.1965
271,0.92,0.1865
272,0.92,0.181
273,0.92,0.1905
274,0.92,0.1945
275,0.92,0.1905
276,0.92,0.178
277,0.92,0.196
278,0.92,0.182
279,0.92,0.175
280,0.92,0.184
281,0.92,0.205
282,0.92,0.179
283,0.92,0.1875
284,0.92,0.202
285,0.92,0.1975
286,0.92,0.194
287,0.92,0.1925
288,0.92,0.182
289,0.92,0.1645
290,0.92,0.1905
291,0.92,0.18
292,0.92,0.1715
293,0.92,0.184
294,0.92,0.1795
295,0.92,0.1855
296,0.92,0.1775
297,0.92,0.1845
298,0.92,0.177
299,0.92,0.2015
300,0.92,0.1745
301,0.92,0.1985
302,0.92,0.1885
303,0.92,0.168
304,0.92,0.1855
305,0.92,0.1835
306,0.92,0.178
307,0.92,0.1635
308,0.92,0.179
309,0.92,0.195
310,0.92,0.1915
311,0.92,0.1745
312,0.92,0.1895
313,0.92,0.1845
314,0.92,0.179
315,0.92,0.185
316,0.92,0.172
317,0.92,0.1915
318,0.92,0.1915
319,0.92,0.1695
320,0.92,0.1775
321,0.92,0.1835
322,0.92,0.189
323,0.92,0.1695
324,0.92,0.184
325,0.92,0.2045
326,0.92,0.1865
327,0.92,0.193
328,0.92,0.197
329,0.92,0.1915
330,0.92,0.1785
331,0.92,0.173
332,0.92,0.1875
333,0.92,0.17
334,0.92,0.176
335,0.92,0.173
336,0.92,0.1845
337,0.92,0.187
338,0.92,0.179
339,0.92,0.182
340,0.92,0.181
341,0.92,0.181
342,0.92,0.175
343,0.92,0.187
344,0.92,0.1975
345,0.92,0.1755
346,0.92,0.1835
347,0.92,0.1915
348,0.92,0.1855
349,0.92,0.1655
350,0.92,0.185
351,0.92,0.1865
352,0.92,0.1905
353,0.92,0.1875
354,0.92,0.188
355,0.92,0.185
356,0.92,0.1895
357,0.92,0.1855
358,0.92,0.1825
359,0.92,0.188
360,0.92,0.186
361,0.92,0.187
362,0.92,0.1855
