"simID","q","dhat"
1,0.97,0.195
2,0.97,0.18
3,0.97,0.196
4,0.97,0.1725
5,0.97,0.206
6,0.97,0.1935
7,0.97,0.1805
8,0.97,0.201
9,0.97,0.1885
10,0.97,0.1865
11,0.97,0.188
12,0.97,0.1785
13,0.97,0.195
14,0.97,0.194
15,0.97,0.197
16,0.97,0.191
17,0.97,0.193
18,0.97,0.1955
19,0.97,0.195
20,0.97,0.199
21,0.97,0.21
22,0.97,0.188
23,0.97,0.1875
24,0.97,0.1935
25,0.97,0.2055
26,0.97,0.197
27,0.97,0.209
28,0.97,0.1975
29,0.97,0.197
30,0.97,0.2
31,0.97,0.195
32,0.97,0.1905
33,0.97,0.196
34,0.97,0.194
35,0.97,0.1825
36,0.97,0.1915
37,0.97,0.2025
38,0.97,0.2
39,0.97,0.222
40,0.97,0.1985
41,0.97,0.191
42,0.97,0.195
43,0.97,0.18
44,0.97,0.184
45,0.97,0.1905
46,0.97,0.2
47,0.97,0.22
48,0.97,0.2085
49,0.97,0.182
50,0.97,0.195
51,0.97,0.207
52,0.97,0.189
53,0.97,0.195
54,0.97,0.195
55,0.97,0.194
56,0.97,0.177
57,0.97,0.193
58,0.97,0.175
59,0.97,0.175
60,0.97,0.203
61,0.97,0.1955
62,0.97,0.192
63,0.97,0.183
64,0.97,0.1945
65,0.97,0.1915
66,0.97,0.209
67,0.97,0.208
68,0.97,0.215
69,0.97,0.2165
70,0.97,0.19
71,0.97,0.194
72,0.97,0.202
73,0.97,0.2085
74,0.97,0.1775
75,0.97,0.2185
76,0.97,0.204
77,0.97,0.1975
78,0.97,0.1975
79,0.97,0.2045
80,0.97,0.1875
81,0.97,0.187
82,0.97,0.2035
83,0.97,0.192
84,0.97,0.1855
85,0.97,0.2115
86,0.97,0.1825
87,0.97,0.198
88,0.97,0.1815
89,0.97,0.203
90,0.97,0.208
91,0.97,0.194
92,0.97,0.201
93,0.97,0.1935
94,0.97,0.1845
95,0.97,0.1775
96,0.97,0.176
97,0.97,0.191
98,0.97,0.2145
99,0.97,0.1885
100,0.97,0.189
101,0.97,0.1895
102,0.97,0.186
103,0.97,0.194
104,0.97,0.1855
105,0.97,0.177
106,0.97,0.1925
107,0.97,0.1975
108,0.97,0.2085
109,0.97,0.207
110,0.97,0.1965
111,0.97,0.1955
112,0.97,0.21
113,0.97,0.205
114,0.97,0.1925
115,0.97,0.2025
116,0.97,0.192
117,0.97,0.1785
118,0.97,0.2015
119,0.97,0.2025
120,0.97,0.1805
121,0.97,0.1925
122,0.97,0.194
123,0.97,0.192
124,0.97,0.18
125,0.97,0.2125
126,0.97,0.182
127,0.97,0.1845
128,0.97,0.1805
129,0.97,0.202
130,0.97,0.194
131,0.97,0.184
132,0.97,0.191
133,0.97,0.196
134,0.97,0.1855
135,0.97,0.1925
136,0.97,0.2045
137,0.97,0.184
138,0.97,0.196
139,0.97,0.21
140,0.97,0.184
141,0.97,0.1865
142,0.97,0.196
143,0.97,0.207
144,0.97,0.185
145,0.97,0.2065
146,0.97,0.1965
147,0.97,0.187
148,0.97,0.192
149,0.97,0.1995
150,0.97,0.18
151,0.97,0.2015
152,0.97,0.1885
153,0.97,0.214
154,0.97,0.2005
155,0.97,0.2095
156,0.97,0.2005
157,0.97,0.2005
158,0.97,0.1975
159,0.97,0.177
160,0.97,0.2125
161,0.97,0.195
162,0.97,0.2055
163,0.97,0.2105
164,0.97,0.1995
165,0.97,0.1875
166,0.97,0.205
167,0.97,0.1875
168,0.97,0.181
169,0.97,0.186
170,0.97,0.198
171,0.97,0.223
172,0.97,0.201
173,0.97,0.1885
174,0.97,0.1995
175,0.97,0.193
176,0.97,0.197
177,0.97,0.21
178,0.97,0.2065
179,0.97,0.1885
180,0.97,0.19
181,0.97,0.1875
182,0.97,0.198
183,0.97,0.21
184,0.97,0.1985
185,0.97,0.1885
186,0.97,0.2015
187,0.97,0.198
188,0.97,0.1885
189,0.97,0.193
190,0.97,0.2
191,0.97,0.2055
192,0.97,0.19
193,0.97,0.2045
194,0.97,0.179
195,0.97,0.194
196,0.97,0.1935
197,0.97,0.1855
198,0.97,0.1875
199,0.97,0.202
200,0.97,0.1985
201,0.97,0.193
202,0.97,0.186
203,0.97,0.1895
204,0.97,0.1975
205,0.97,0.193
206,0.97,0.2005
207,0.97,0.208
208,0.97,0.202
209,0.97,0.1915
210,0.97,0.1735
211,0.97,0.2105
212,0.97,0.181
213,0.97,0.196
214,0.97,0.2065
215,0.97,0.1865
216,0.97,0.1995
217,0.97,0.19
218,0.97,0.182
219,0.97,0.19
220,0.97,0.2025
221,0.97,0.2035
222,0.97,0.1885
223,0.97,0.195
224,0.97,0.21
225,0.97,0.193
226,0.97,0.178
227,0.97,0.1965
228,0.97,0.208
229,0.97,0.1825
230,0.97,0.1915
231,0.97,0.2035
232,0.97,0.1995
233,0.97,0.194
234,0.97,0.199
235,0.97,0.1805
236,0.97,0.198
237,0.97,0.1955
238,0.97,0.1965
239,0.97,0.191
240,0.97,0.1735
241,0.97,0.1885
242,0.97,0.193
243,0.97,0.191
244,0.97,0.2115
245,0.97,0.186
246,0.97,0.184
247,0.97,0.1935
248,0.97,0.1865
249,0.97,0.1885
250,0.97,0.204
251,0.97,0.1905
252,0.97,0.197
253,0.97,0.192
254,0.97,0.1765
255,0.97,0.199
256,0.97,0.204
257,0.97,0.1965
258,0.97,0.193
259,0.97,0.206
260,0.97,0.192
261,0.97,0.1885
262,0.97,0.1955
263,0.97,0.19
264,0.97,0.1905
265,0.97,0.202
266,0.97,0.1895
267,0.97,0.191
268,0.97,0.1895
269,0.97,0.189
270,0.97,0.196
271,0.97,0.2025
272,0.97,0.1975
273,0.97,0.209
274,0.97,0.1995
275,0.97,0.215
276,0.97,0.175
277,0.97,0.165
278,0.97,0.21
279,0.97,0.2145
280,0.97,0.195
281,0.97,0.1935
282,0.97,0.19
283,0.97,0.1875
284,0.97,0.1965
285,0.97,0.201
286,0.97,0.2045
287,0.97,0.184
288,0.97,0.201
289,0.97,0.199
290,0.97,0.193
291,0.97,0.205
292,0.97,0.192
293,0.97,0.2035
294,0.97,0.189
295,0.97,0.195
296,0.97,0.192
297,0.97,0.18
298,0.97,0.1915
299,0.97,0.2135
300,0.97,0.1875
301,0.97,0.193
302,0.97,0.2055
303,0.97,0.198
304,0.97,0.1975
305,0.97,0.197
306,0.97,0.2065
307,0.97,0.2075
308,0.97,0.1965
309,0.97,0.1845
310,0.97,0.1985
311,0.97,0.183
312,0.97,0.2015
313,0.97,0.1875
314,0.97,0.192
315,0.97,0.1925
316,0.97,0.1835
317,0.97,0.193
318,0.97,0.1935
319,0.97,0.205
320,0.97,0.198
321,0.97,0.1955
322,0.97,0.2055
323,0.97,0.193
324,0.97,0.1935
325,0.97,0.1925
326,0.97,0.2115
327,0.97,0.1875
328,0.97,0.1735
329,0.97,0.1955
330,0.97,0.195
331,0.97,0.182
332,0.97,0.201
333,0.97,0.198
334,0.97,0.181
335,0.97,0.1755
336,0.97,0.1975
337,0.97,0.1965
338,0.97,0.174
339,0.97,0.1785
340,0.97,0.202
341,0.97,0.1985
342,0.97,0.184
343,0.97,0.197
344,0.97,0.1945
345,0.97,0.191
346,0.97,0.1915
347,0.97,0.1845
348,0.97,0.197
349,0.97,0.1915
350,0.97,0.205
351,0.97,0.1815
352,0.97,0.2075
353,0.97,0.1955
