"simID","p","dhat"
1,0.94,0.187073170731707
2,0.94,0.19390243902439
3,0.94,0.189512195121951
4,0.94,0.180487804878049
5,0.94,0.192439024390244
6,0.94,0.188536585365854
7,0.94,0.177560975609756
8,0.94,0.189512195121951
9,0.94,0.192682926829268
10,0.94,0.193658536585366
11,0.94,0.183658536585366
12,0.94,0.187560975609756
13,0.94,0.186585365853659
14,0.94,0.177560975609756
15,0.94,0.187317073170732
16,0.94,0.175853658536585
17,0.94,0.190487804878049
18,0.94,0.180975609756098
19,0.94,0.198536585365854
20,0.94,0.184878048780488
21,0.94,0.189024390243902
22,0.94,0.189756097560976
23,0.94,0.184146341463415
24,0.94,0.199268292682927
25,0.94,0.193658536585366
26,0.94,0.189024390243902
27,0.94,0.188048780487805
28,0.94,0.185121951219512
29,0.94,0.180487804878049
30,0.94,0.182439024390244
31,0.94,0.178536585365854
32,0.94,0.200243902439024
33,0.94,0.189512195121951
34,0.94,0.189512195121951
35,0.94,0.184878048780488
36,0.94,0.178780487804878
37,0.94,0.195121951219512
38,0.94,0.188048780487805
39,0.94,0.190487804878049
40,0.94,0.205609756097561
41,0.94,0.184390243902439
42,0.94,0.194390243902439
43,0.94,0.19390243902439
44,0.94,0.181707317073171
45,0.94,0.186585365853659
46,0.94,0.184878048780488
47,0.94,0.190731707317073
48,0.94,0.185853658536585
49,0.94,0.189024390243902
50,0.94,0.172195121951219
51,0.94,0.178780487804878
52,0.94,0.2
53,0.94,0.184878048780488
54,0.94,0.182682926829268
55,0.94,0.182682926829268
56,0.94,0.188536585365854
57,0.94,0.186585365853659
58,0.94,0.190487804878049
59,0.94,0.198048780487805
60,0.94,0.18780487804878
61,0.94,0.170487804878049
62,0.94,0.18219512195122
63,0.94,0.189024390243902
64,0.94,0.190975609756098
65,0.94,0.197317073170732
66,0.94,0.189268292682927
67,0.94,0.186585365853659
68,0.94,0.189512195121951
69,0.94,0.180243902439024
70,0.94,0.181463414634146
71,0.94,0.19219512195122
72,0.94,0.177073170731707
73,0.94,0.185853658536585
74,0.94,0.182926829268293
75,0.94,0.185853658536585
76,0.94,0.180487804878049
77,0.94,0.185365853658537
78,0.94,0.189024390243902
79,0.94,0.202439024390244
80,0.94,0.185609756097561
81,0.94,0.192439024390244
82,0.94,0.185121951219512
83,0.94,0.191707317073171
84,0.94,0.189512195121951
85,0.94,0.188780487804878
86,0.94,0.191951219512195
87,0.94,0.199756097560976
88,0.94,0.182439024390244
89,0.94,0.184634146341463
90,0.94,0.188536585365854
91,0.94,0.184878048780488
92,0.94,0.206341463414634
93,0.94,0.200487804878049
94,0.94,0.177073170731707
95,0.94,0.192682926829268
96,0.94,0.190243902439024
97,0.94,0.181463414634146
98,0.94,0.173414634146341
99,0.94,0.197073170731707
100,0.94,0.18
101,0.94,0.184634146341463
102,0.94,0.199024390243902
103,0.94,0.185121951219512
104,0.94,0.196829268292683
105,0.94,0.187317073170732
106,0.94,0.188048780487805
107,0.94,0.191951219512195
108,0.94,0.180975609756098
109,0.94,0.196341463414634
110,0.94,0.17609756097561
111,0.94,0.198292682926829
112,0.94,0.191951219512195
113,0.94,0.202439024390244
114,0.94,0.187317073170732
115,0.94,0.195609756097561
116,0.94,0.190487804878049
117,0.94,0.171707317073171
118,0.94,0.184390243902439
119,0.94,0.177317073170732
120,0.94,0.2
121,0.94,0.185609756097561
122,0.94,0.19219512195122
123,0.94,0.180731707317073
124,0.94,0.181951219512195
125,0.94,0.188048780487805
126,0.94,0.188780487804878
127,0.94,0.185853658536585
128,0.94,0.199268292682927
129,0.94,0.190243902439024
130,0.94,0.18609756097561
131,0.94,0.186829268292683
132,0.94,0.184390243902439
133,0.94,0.18780487804878
134,0.94,0.185609756097561
135,0.94,0.187317073170732
136,0.94,0.191951219512195
137,0.94,0.188292682926829
138,0.94,0.181219512195122
139,0.94,0.18780487804878
140,0.94,0.181463414634146
141,0.94,0.192682926829268
142,0.94,0.179024390243902
143,0.94,0.198536585365854
144,0.94,0.180975609756098
145,0.94,0.171463414634146
146,0.94,0.193414634146341
147,0.94,0.183414634146341
148,0.94,0.187560975609756
149,0.94,0.19609756097561
150,0.94,0.187560975609756
151,0.94,0.185365853658537
