"simID" "estD" "error"
"1" 1 7.50852272727273 -2.49147727272727
"2" 2 7.56912878787879 -2.43087121212121
"3" 3 7.57291666666667 -2.42708333333333
"4" 4 7.59090909090909 -2.40909090909091
"5" 5 7.53787878787879 -2.46212121212121
"6" 6 7.46875 -2.53125
"7" 7 7.44886363636364 -2.55113636363636
"8" 8 7.38541666666667 -2.61458333333333
"9" 9 7.5625 -2.4375
"10" 10 7.75568181818182 -2.24431818181818
"11" 11 7.44128787878788 -2.55871212121212
"12" 12 7.61363636363636 -2.38636363636364
"13" 13 7.46969696969697 -2.53030303030303
"14" 14 7.375 -2.625
"15" 15 7.5530303030303 -2.4469696969697
"16" 16 7.61079545454545 -2.38920454545455
"17" 17 7.3219696969697 -2.6780303030303
"18" 18 7.46117424242424 -2.53882575757576
"19" 19 7.60984848484848 -2.39015151515152
"20" 20 7.71306818181818 -2.28693181818182
"21" 21 7.50378787878788 -2.49621212121212
"22" 22 7.51420454545455 -2.48579545454545
"23" 23 7.5407196969697 -2.4592803030303
"24" 24 7.29545454545455 -2.70454545454545
"25" 25 7.46590909090909 -2.53409090909091
"26" 26 7.37215909090909 -2.62784090909091
"27" 27 7.42897727272727 -2.57102272727273
"28" 28 7.48295454545455 -2.51704545454545
"29" 29 7.44602272727273 -2.55397727272727
"30" 30 7.55871212121212 -2.44128787878788
"31" 31 7.42518939393939 -2.57481060606061
"32" 32 7.43087121212121 -2.56912878787879
"33" 33 7.59659090909091 -2.40340909090909
"34" 34 7.66477272727273 -2.33522727272727
"35" 35 7.61742424242424 -2.38257575757576
"36" 36 7.52462121212121 -2.47537878787879
"37" 37 7.61931818181818 -2.38068181818182
"38" 38 7.46117424242424 -2.53882575757576
"39" 39 7.52840909090909 -2.47159090909091
"40" 40 7.53030303030303 -2.46969696969697
"41" 41 7.42518939393939 -2.57481060606061
"42" 42 7.50284090909091 -2.49715909090909
"43" 43 7.58522727272727 -2.41477272727273
"44" 44 7.62121212121212 -2.37878787878788
"45" 45 7.54640151515152 -2.45359848484848
"46" 46 7.54640151515152 -2.45359848484848
"47" 47 7.41098484848485 -2.58901515151515
"48" 48 7.49621212121212 -2.50378787878788
"49" 49 7.47537878787879 -2.52462121212121
"50" 50 7.47348484848485 -2.52651515151515
"51" 51 7.45075757575758 -2.54924242424242
"52" 52 7.53787878787879 -2.46212121212121
"53" 53 7.61268939393939 -2.38731060606061
"54" 54 7.62784090909091 -2.37215909090909
"55" 55 7.48106060606061 -2.51893939393939
