"method" "idx" "estD" "seD" "cvD"
"34" "LTS" 34 5.77031762729271 2.89317891098228 0.501389888365589
"35" "LTS" 35 3.40912147632478 2.03104552069649 0.595768010850134
"36" "LTS" 36 3.35445037006956 2.02405987476507 0.603395385671812
"37" "LTS" 37 3.35019128262658 1.86657291488864 0.557154131636695
"38" "LTS" 38 6.48675926691893 2.84170964361058 0.438078480590868
"39" "LTS" 39 6.17377648006924 2.61554440327091 0.423653887003305
"40" "LTS" 40 3.80029177663422 2.24004153560582 0.58943935551963
"41" "LTS" 41 2.77007385246498 1.91175510224693 0.690145896487824
"42" "LTS" 42 5.29711578049641 2.93553796302227 0.554176666069996
"43" "LTS" 43 3.40912147632478 2.03104552069649 0.595768010850134
"44" "LTS" 44 6.81189101126744 3.27214642861316 0.480358012657682
"45" "LTS" 45 8.52903417544537 3.21826793033419 0.377330875235489
"46" "LTS" 46 4.92922645614045 2.88403297024371 0.585088349238044
"47" "LTS" 47 0.912483398461965 0.761218836639623 0.834227601206437
"48" "LTS" 48 4.8411895596859 2.63287276429026 0.543848310798447
"49" "LTS" 49 7.60274598043563 3.16750947422192 0.416627029546031
"50" "LTS" 50 1.93250506244752 1.80870676775825 0.935938954523366
"51" "LTS" 51 5.1789158062603 3.06553593133334 0.591926195754661
"52" "LTS" 52 2.42635153278286 1.6415170092868 0.676537174068958
"53" "LTS" 53 3.37091857106781 2.06817604941208 0.613534858766091
"54" "LTS" 54 3.2005664873034 1.95155809815566 0.609753962586766
"55" "LTS" 55 5.12723026593508 3.0661112662688 0.598005376633814
"56" "LTS" 56 4.20502550990417 2.69616982376103 0.641177994618747
"57" "LTS" 57 6.17825986382991 3.05727700499129 0.494844353001377
"58" "LTS" 58 2.66106910003179 1.95770205752057 0.735682533571632
"59" "LTS" 59 5.66003583496153 2.93385800794173 0.51834618958056
"60" "LTS" 60 4.72519891933352 2.82181820944031 0.597185061965248
"61" "LTS" 61 1.75544428571617 1.16574643346479 0.664074868653095
"62" "LTS" 62 4.32799621306531 2.54545968979984 0.588138150887385
"63" "LTS" 63 5.29711484796056 2.93553745047669 0.554176666871193
"64" "LTS" 64 5.27823840357436 2.58130569186544 0.489046817233078
"65" "LTS" 65 3.22487975150346 2.56188069580141 0.794411231800828
"66" "LTS" 66 3.9309448642419 2.72803407574893 0.693989402030201
"67" "LTS" 67 2.60514647184278 1.94798225321955 0.747743850211086
"68" "LTS" 68 2.70467586793572 1.90150960910504 0.703045282300802
"69" "LTS" 69 0.912483398461965 0.761218836639623 0.834227601206437
"70" "LTS" 70 4.25867573471612 2.50850586034335 0.589034248344941
"71" "LTS" 71 4.72519868740389 2.82181807308706 0.597185062420606
"72" "LTS" 72 0.18315018674201 0.135829713567854 0.741630221536095
"73" "LTS" 73 8.47739511719662 3.22251788491946 0.380130669901476
"74" "LTS" 74 4.31566462904082 2.96310501030048 0.686592973504303
"75" "LTS" 75 3.9590605626097 2.63535548324757 0.665651722566835
"76" "LTS" 76 2.83313682705035 2.21271729771801 0.781013213548788
"77" "LTS" 77 3.98223833256303 2.72908659553761 0.685314731974146
"78" "LTS" 78 2.28776238145886 1.72267475775061 0.752995491014279
"79" "LTS" 79 3.698393473431 2.31633086582382 0.626307309501864
"80" "LTS" 80 4.86762346264854 2.72011092225638 0.55881703733434
"81" "LTS" 81 3.47564440223009 2.03728646668737 0.586160789458258
"82" "LTS" 82 5.19137500632066 2.53344793466019 0.488010966569675
"83" "LTS" 83 5.70861549959963 2.79424578529658 0.489478716072673
"84" "LTS" 84 2.98495560895099 2.23629569948786 0.749188930241335
"85" "LTS" 85 2.66981589737076 1.52931175679137 0.572815435812424
"86" "LTS" 86 3.43944437725732 1.9010438742832 0.552718307309603
"87" "LTS" 87 4.33477007218485 2.58859886153612 0.59717097295345
"88" "LTS" 88 2.32325546159169 1.63184248719205 0.702394770687014
"89" "LTS" 89 4.31566473096707 2.96310507769339 0.68659297290441
"90" "LTS" 90 2.77007385246498 1.91175510224693 0.690145896487824
"91" "LTS" 91 4.15073356171773 2.53396347024286 0.610485696700371
"92" "LTS" 92 4.61841249302354 2.38039567953548 0.515414264778482
"93" "LTS" 93 5.13022276676506 2.65925757905173 0.518351288033553
"94" "LTS" 94 2.46448521584789 2.42932037379438 0.985731364169939
"95" "LTS" 95 1.40626905421445 1.38618785951406 0.985720232810206
"96" "LTS" 96 3.35445037006956 2.02405987476507 0.603395385671812
"97" "LTS" 97 6.76058201676397 3.27440347289443 0.484337511885072
"98" "LTS" 98 5.19306615574781 2.62010658505009 0.504539419770359
"99" "LTS" 99 6.17825965008465 3.05727690035869 0.494844353185577
"100" "LTS" 100 2.77007385246498 1.91175510224693 0.690145896487824
"101" "Opt" 1 5.43417088980441 2.21361887356809 0.407351722729457
"102" "Opt" 2 3.83051616664094 1.69825356703198 0.443348492253256
"103" "Opt" 3 2.79701471365662 1.6937577547213 0.605559115027677
"104" "Opt" 4 4.21525947209204 1.89634222081522 0.449875561248442
"105" "Opt" 5 3.94840573925293 2.03629659980879 0.515726278980152
"106" "Opt" 6 3.40183616090347 1.71825559867522 0.50509651770498
"107" "Opt" 7 3.82197773414773 1.76405741127159 0.461556171693648
"108" "Opt" 8 3.22834170766828 1.89580848906233 0.587239103146738
"109" "Opt" 9 5.34327802444585 2.32003720528955 0.434197358751544
"110" "Opt" 10 5.10065773168064 2.29371293493315 0.449689639178628
"111" "Opt" 11 3.95617247079839 1.804105262974 0.456022905040314
"112" "Opt" 12 3.76184306389677 1.91997024418182 0.510380207672189
"113" "Opt" 13 4.78788151114504 2.26397705663947 0.472855698573467
"114" "Opt" 14 6.24633223349468 2.55139021185783 0.408462136896357
"115" "Opt" 15 4.53640850091004 2.14818265615927 0.473542595585985
"116" "Opt" 16 5.42186672845811 2.47189249937549 0.455911704063308
"117" "Opt" 17 6.04772957122547 2.40845296269853 0.398240849616974
"118" "Opt" 18 2.27064040689356 1.35255691676124 0.59567200189644
"119" "Opt" 19 4.34933112693047 1.95072004015757 0.448510353253854
"120" "Opt" 20 2.7023807140889 1.39322044375223 0.515552984998987
"121" "Opt" 21 2.61943402756857 1.59453826939489 0.608733891601379
"122" "Opt" 22 4.10548233541666 2.10612470812232 0.513002988699638
"123" "Opt" 23 3.66240916542469 1.97261876774574 0.538612339213331
"124" "Opt" 24 5.60405122768675 2.28786621662437 0.408252195362025
"125" "Opt" 25 4.66939223504939 2.12867124206584 0.455877582116065
"126" "Opt" 26 4.06493537590819 1.84500157636138 0.453882142209743
"127" "Opt" 27 3.93702660112815 1.98255151537773 0.503565689601801
"128" "Opt" 28 2.61779966432199 1.31028117427225 0.500527672965232
"129" "Opt" 29 4.3347107711856 1.93729228727209 0.446925386614023
"130" "Opt" 30 4.46992989069648 2.19521213686234 0.491106614766231
"131" "Opt" 31 2.1395167801675 1.26039819176052 0.589104139515956
"132" "Opt" 32 2.44784850939418 1.35039160845135 0.551664697904676
"133" "Opt" 33 2.2479450628615 1.29915303107514 0.577929172976052
"134" "Opt" 34 3.62869561943625 1.9060425777096 0.525269346786854
"135" "Opt" 35 2.70316934661842 1.66477891071988 0.615861863335519
"136" "Opt" 36 5.1449644030613 2.0870760280754 0.405654124027285
"137" "Opt" 37 4.1697676806224 1.88315129315412 0.451620195030393
"138" "Opt" 38 5.16535427554259 2.10577956111594 0.407673791338299
"139" "Opt" 39 5.26230903040444 2.11834765050227 0.402550978717315
"140" "Opt" 40 3.50762971300823 1.78296134932098 0.508309455444732
"141" "Opt" 41 2.54391780801981 1.50977265769034 0.593483269361423
"142" "Opt" 42 4.82806155511946 2.23794619862186 0.463528928343683
"143" "Opt" 43 3.7967467122702 1.94705486388885 0.512821900285427
"144" "Opt" 44 5.26003440915458 2.40963362373309 0.458102254909085
"145" "Opt" 45 5.08890317491791 2.07592866033804 0.407932434354389
"146" "Opt" 46 3.82623543512697 1.99796912699584 0.522176212329585
"147" "Opt" 47 4.24896263631932 2.10508018687453 0.495433913417056
"148" "Opt" 48 4.09035419944083 2.05588976993049 0.502619007960615
"149" "Opt" 49 5.34327760062098 2.32003702645178 0.434197359722083
"150" "Opt" 50 3.97728900011764 2.10465051717957 0.529167107825787
"151" "Opt" 51 4.47600615145772 2.23096678229064 0.498427997370842
"152" "Opt" 52 4.01973903364586 1.99601420104624 0.49655318027844
"153" "Opt" 53 2.12166993268405 1.34303139259695 0.633006751855097
"154" "Opt" 54 1.96293896458182 1.19545327530401 0.609011944270351
"155" "Opt" 55 5.05267217157243 2.32586812208484 0.460324367603095
"156" "Opt" 56 4.70707469105705 2.14389166239377 0.455461577116451
"157" "Opt" 57 4.35000135703691 2.01892945684592 0.464121569428923
"158" "Opt" 58 3.65645358472497 1.81332810017961 0.495925370898973
"159" "Opt" 59 6.06631031939563 2.48184663102111 0.40911962961835
"160" "Opt" 60 3.23757332056958 1.96556866168 0.60711170591627
"161" "Opt" 61 3.64798890155917 1.8195035786525 0.498768945781287
"162" "Opt" 62 3.75848104439608 1.88924536151751 0.502661936883887
"163" "Opt" 63 4.61814593004357 2.14877791601905 0.465290172413147
"164" "Opt" 64 3.00205549438467 1.49304522621047 0.497340981538551
"165" "Opt" 65 3.68150233240153 2.23453389077568 0.6069625085143
"166" "Opt" 66 3.51262540876455 2.1463044885548 0.611025725430168
"167" "Opt" 67 2.27507551948727 1.36015394644893 0.597850020712922
"168" "Opt" 68 2.38344070824436 1.44326501687316 0.605538460378259
"169" "Opt" 69 5.6821802088022 2.27399412025051 0.40019746588253
"170" "Opt" 70 6.01315268945088 2.42084687571748 0.402591951467402
"171" "Opt" 71 3.56933391455824 1.9051605138259 0.53375799502964
"172" "Opt" 72 3.84142295625768 1.91320680753929 0.498046382636069
"173" "Opt" 73 5.75943772971024 2.3645067381349 0.410544717922293
"174" "Opt" 74 3.32354557939819 2.31411151674466 0.696277954209276
"175" "Opt" 75 4.60393451478842 2.43902207643837 0.529769063526844
"176" "Opt" 76 4.19668960806588 1.81793738576854 0.433183665114173
"177" "Opt" 77 3.98370149715443 1.98723313593523 0.498840873834226
"178" "Opt" 78 1.54398281307466 1.12628604233385 0.729467991998553
"179" "Opt" 79 3.50942632185296 1.8271778955724 0.520648598374807
"180" "Opt" 80 3.50584137480068 1.77140818015312 0.505273339771066
"181" "Opt" 81 4.59151075642023 2.02353629020812 0.440712523079391
"182" "Opt" 82 5.25945052895401 2.31359193076211 0.439892326779283
"183" "Opt" 83 5.80212248186981 2.3736631926048 0.409102565487355
"184" "Opt" 84 2.72833033899681 1.61948355369422 0.593580451218272
"185" "Opt" 85 1.51050956246324 0.842206667427349 0.557564604923077
"186" "Opt" 86 5.57016305328753 2.40141566909788 0.431121251949807
"187" "Opt" 87 3.69492034771112 1.87675006833759 0.507927070606589
"188" "Opt" 88 1.97071476947998 1.12218717624939 0.569431555305949
"189" "Opt" 89 3.82476219175893 2.30287601307922 0.602096521985376
"190" "Opt" 90 3.98874499283108 1.99446745231794 0.500023805959662
"191" "Opt" 91 2.78928982603683 1.74228073209708 0.624632376253495
"192" "Opt" 92 2.69751142395923 1.42681644057032 0.528938053013369
"193" "Opt" 93 4.37663524878456 1.99610969927853 0.456083174816286
"194" "Opt" 94 4.30621672474879 2.16950173321385 0.503806907986131
"195" "Opt" 95 3.62543849394401 2.02546301154151 0.558680836793914
"196" "Opt" 96 3.59592776090177 1.60377547215547 0.44599768927318
"197" "Opt" 97 5.20334824052244 2.12720473993065 0.408814601983485
"198" "Opt" 98 4.98566979827318 2.2450112476245 0.450292806876636
"199" "Opt" 99 4.53913196439828 2.09936257451225 0.462503093317876
"200" "Opt" 100 6.38725246582038 2.54137717452352 0.397882687137075
"201" "GrB" 1 10.4986897596068 3.88212282704449 0.369772125468531
"202" "GrB" 2 3.80987130088309 2.1687312832748 0.569240037786082
"203" "GrB" 3 2.99866039808236 2.32159885122816 0.774211995700753
"204" "GrB" 4 7.59998346877184 3.1883218654773 0.419516947448378
"205" "GrB" 5 0.997939569998143 1.00435321148899 1.0064268836347
"206" "GrB" 6 4.54868532579722 2.42605504105596 0.533353016814975
"207" "GrB" 7 6.46828807391006 3.30590211144282 0.511093827867256
"208" "GrB" 8 2.70281524428234 2.53127430634861 0.9365324957758
"209" "GrB" 9 7.222027582981 3.4382017549663 0.476071534684879
"210" "GrB" 10 6.69598158081219 3.52349207411309 0.526209941229515
"211" "GrB" 11 2.48242566026079 2.48814759616671 1.00230497774718
"212" "GrB" 12 6.55215038687355 3.18577520528732 0.486218266856274
"213" "GrB" 13 7.6788505587265 3.48355781383983 0.453656154290045
"214" "GrB" 14 4.91302704978761 2.97393321596 0.605315864501206
"215" "GrB" 15 4.61635161584286 2.43575559142587 0.527636496116674
"216" "GrB" 16 6.07892476117492 3.6020144910531 0.592541383972799
"217" "GrB" 17 2.99408765672416 2.31107054248339 0.77187805016101
"218" "GrB" 18 1.9213193907185 1.29977854792752 0.676503112499922
"219" "GrB" 19 1.13012629534275 1.04664577254325 0.926131687101231
"220" "GrB" 20 3.14146529765184 1.77992006304502 0.566589121444525
"221" "GrB" 21 5.27556787306789 3.1255345079455 0.592454610223395
"222" "GrB" 22 7.62096182916926 3.72571868308217 0.488877751469895
"223" "GrB" 23 2.48242566026079 2.48814759616671 1.00230497774718
"224" "GrB" 24 8.43246652414713 3.99321491332769 0.47355241813208
"225" "GrB" 25 0.981028599876237 0.854621690218066 0.871148598854184
"226" "GrB" 26 6.57306552725476 3.10078264342365 0.471740716803517
"227" "GrB" 27 2.73804169091327 1.98722605392543 0.725783709035708
"228" "GrB" 28 1.19719428582301 1.07057089285188 0.894233213046048
"229" "GrB" 29 3.80987154937841 2.16873142521786 0.569240037914585
"230" "GrB" 30 5.64786329333887 3.18911724824596 0.564659072397737
"231" "GrB" 31 4.18058875185337 2.37107344574386 0.56716256644299
"232" "GrB" 32 3.55442468208055 2.3644198340009 0.665204652083642
"233" "GrB" 33 1.66283903370354 1.63791826128706 0.985013117979933
"234" "GrB" 34 6.6838929481015 3.37885785971352 0.505522438188249
"235" "GrB" 35 3.96564688464072 2.33957877756 0.589961447808523
"236" "GrB" 36 3.89530556680259 2.32847330071046 0.597763965054417
"237" "GrB" 37 1.99190029993689 1.31384888269924 0.659595705036476
"238" "GrB" 38 3.92772898505071 2.26290163755903 0.576134872383465
"239" "GrB" 39 7.69906565602771 3.19854450848506 0.415445802307307
"240" "GrB" 40 4.94198671364905 2.90715611140573 0.588256561551771
"241" "GrB" 41 3.23540334499262 2.22009671527146 0.686188545458319
"242" "GrB" 42 5.6219345466655 3.05613071144425 0.543608376454136
"243" "GrB" 43 3.96564688464072 2.33957877756 0.589961447808523
"244" "GrB" 44 5.42148489607797 3.14517717501126 0.580132055202543
"245" "GrB" 45 9.53646381918926 4.05978007627147 0.425711265018631
"246" "GrB" 46 5.61180616199409 3.25132422108697 0.579372153497841
"247" "GrB" 47 1.14255405778732 0.951947303077171 0.833174847692302
"248" "GrB" 48 5.6904653154358 3.05445324117873 0.536766867358509
"249" "GrB" 49 8.83715693499067 3.58761678265862 0.405969567933492
"250" "GrB" 50 2.32342387984948 2.17381748662195 0.935609513819225
"251" "GrB" 51 3.99470851072066 3.11245914513341 0.779145496293522
"252" "GrB" 52 2.45450883565364 1.63100867929322 0.664494930961971
"253" "GrB" 53 4.03299074792835 2.45283640632729 0.608192916779503
"254" "GrB" 54 3.95481249924054 2.40270452786445 0.607539429069228
"255" "GrB" 55 6.07892470646698 3.60201445873965 0.592541383989787
"256" "GrB" 56 5.04137923028901 3.20881268505914 0.636495002355772
"257" "GrB" 57 7.62096168516536 3.72571861338347 0.488877751561958
"258" "GrB" 58 1.14255405778732 0.951947303077171 0.833174847692302
"259" "GrB" 59 3.95481284067336 2.40270472786705 0.607539427190178
"260" "GrB" 60 5.53737322753111 3.2770188975973 0.591800256718182
"261" "GrB" 61 1.99190029993689 1.31384888269924 0.659595705036476
"262" "GrB" 62 4.8911355347831 2.93088615409052 0.599224072456722
"263" "GrB" 63 5.55079679726888 3.04730949206786 0.548985957037233
"264" "GrB" 64 3.92772920535409 2.26290175993792 0.576134871226163
"265" "GrB" 65 3.90221963794417 3.09224794846961 0.792433085621678
"266" "GrB" 66 4.46437211742667 3.08306322183026 0.690592795747363
"267" "GrB" 67 2.99866039808236 2.32159885122816 0.774211995700753
"268" "GrB" 68 3.16781074155786 2.21518716056388 0.699280146854512
"269" "GrB" 69 1.0616595274849 0.9354079668584 0.881080932862161
"270" "GrB" 70 5.27556774785883 3.12553443572384 0.592454610594733
"271" "GrB" 71 5.53737321868711 3.27701889246829 0.591800256737121
"272" "GrB" 72 0.240766290027881 0.235133463534676 0.976604588239688
"273" "GrB" 73 10.4986921899823 3.88212365699228 0.369772118921301
"274" "GrB" 74 4.58275736042041 3.11185903543716 0.679036394619784
"275" "GrB" 75 2.11262235143556 2.11910853568649 1.00307020525771
"276" "GrB" 76 2.99866039808236 2.32159885122816 0.774211995700753
"277" "GrB" 77 1.3261578398306 1.33212535123194 1.00449985003452
"278" "GrB" 78 2.81936300944406 2.12307906562221 0.753035014827996
"279" "GrB" 79 1.89298425314806 1.19452546114595 0.631027679791546
"280" "GrB" 80 5.48037034521831 3.0287484612775 0.552653976007319
"281" "GrB" 81 3.23540334499262 2.22009671527146 0.686188545458319
"282" "GrB" 82 5.37406188638731 3.14631418137415 0.585462960399447
"283" "GrB" 83 3.50988044397944 2.46245267372599 0.701577365106518
"284" "GrB" 84 3.99470862428212 3.11245922575037 0.779145494324934
"285" "GrB" 85 3.14146493701528 1.77991986227417 0.56658912257836
"286" "GrB" 86 2.5201830703098 1.64656833153596 0.653352667484408
"287" "GrB" 87 1.92892521301894 1.33294404674793 0.691029407335991
"288" "GrB" 88 2.32375371892927 1.60574762526093 0.691014547789869
"289" "GrB" 89 4.58275736042041 3.11185903543716 0.679036394619784
"290" "GrB" 90 3.23540334499262 2.22009671527146 0.686188545458319
"291" "GrB" 91 3.4384607946533 2.44773388072265 0.711869067848263
"292" "GrB" 92 5.97589851359371 3.04873825983449 0.510172362013739
"293" "GrB" 93 6.05764420747751 3.09471078209535 0.510876947555827
"294" "GrB" 94 2.55760007070575 2.51027802034903 0.981497478476505
"295" "GrB" 95 1.66283903709333 1.63791826458431 0.985013117954828
"296" "GrB" 96 3.89530556680259 2.32847330071046 0.597763965054417
"297" "GrB" 97 8.35126567159352 3.98914575665978 0.47766960285178
"298" "GrB" 98 3.79491147551968 2.20877703445373 0.582036510917889
"299" "GrB" 99 3.97103514390546 2.34977487395338 0.59172855157419
"300" "GrB" 100 3.09894270177928 2.19940474114767 0.709727462816549
"301" "GrN" 1 4.16297731991503 1.71078344232241 0.41095190073179
"302" "GrN" 2 4.0328844447798 1.66157972175184 0.412007768757818
"303" "GrN" 3 4.03288430240523 1.66157966427253 0.412007769050443
"304" "GrN" 4 4.30174322097984 1.76294129109403 0.409820205561333
"305" "GrN" 5 4.58450549182692 1.91139498629416 0.4169250074412
"306" "GrN" 6 3.2286404612338 1.4834793845317 0.459474940720033
"307" "GrN" 7 4.03288424405144 1.66157964072462 0.412007769173011
"308" "GrN" 8 4.03288551850859 1.66158015450278 0.412007766369041
"309" "GrN" 9 4.30174323479567 1.76294129694911 0.409820205606216
"310" "GrN" 10 4.03288423742651 1.66157963765903 0.412007769089679
"311" "GrN" 11 4.03288432594822 1.66157967378694 0.41200776900445
"312" "GrN" 12 4.03288492619507 1.66157991625343 0.412007767804346
"313" "GrN" 13 4.16297693915006 1.71078328822211 0.410951901302482
"314" "GrN" 14 3.24408961142424 1.48925801802451 0.459068088865365
"315" "GrN" 15 4.16297730045773 1.71078343450531 0.410951900774767
"316" "GrN" 16 4.03288437112231 1.6615796911172 0.412007768686608
"317" "GrN" 17 4.03288429522137 1.66157966138394 0.412007769068103
"318" "GrN" 18 4.03288426571835 1.66157964944952 0.412007769122915
"319" "GrN" 19 4.03288424467333 1.66157964095156 0.412007769165749
"320" "GrN" 20 4.16297730617737 1.71078343684165 0.410951900771366
"321" "GrN" 21 4.1629765655288 1.71078313805585 0.410951902112988
"322" "GrN" 22 4.16297704372927 1.71078333056541 0.410951901150255
"323" "GrN" 23 4.03288430056147 1.661579663562 0.412007769062622
"324" "GrN" 24 4.03288424294273 1.66157964060354 0.412007769256257
"325" "GrN" 25 4.16297764369276 1.71078357298615 0.410951900156878
"326" "GrN" 26 4.03288430080973 1.66157966374909 0.412007769083648
"327" "GrN" 27 4.03288430832389 1.66157966668996 0.412007769045211
"328" "GrN" 28 4.16297734341128 1.71078345175981 0.41095190067932
"329" "GrN" 29 4.16297736029508 1.71078345899417 0.410951900750406
"330" "GrN" 30 4.03288423967841 1.66157963851456 0.412007769071761
"331" "GrN" 31 4.30174321515453 1.7629412890323 0.409820205637023
"332" "GrN" 32 4.03288434577243 1.661579681751 0.412007768953947
"333" "GrN" 33 4.30174304329481 1.76294121905225 0.409820205741988
"334" "GrN" 34 4.3017434898179 1.76294139990024 0.409820205243076
"335" "GrN" 35 4.0328831479517 1.66157919385341 0.412007770345969
"336" "GrN" 36 4.12477454914544 1.7050787035267 0.413375005884856
"337" "GrN" 37 4.03288427174518 1.66157965192911 0.412007769122044
"338" "GrN" 38 4.16297730178282 1.71078343497469 0.41095190075671
"339" "GrN" 39 4.16297717588157 1.71078338338464 0.410951900792576
"340" "GrN" 40 4.03288658092639 1.66158060075638 0.412007768483958
"341" "GrN" 41 4.03288470127587 1.66157982626686 0.412007768469351
"342" "GrN" 42 4.03288424373365 1.66157964051905 0.412007769154504
"343" "GrN" 43 4.03288425308068 1.66157964432204 0.412007769142587
"344" "GrN" 44 4.16297709180975 1.71078334963194 0.410951900983972
"345" "GrN" 45 4.1629776769995 1.71078358626299 0.410951900058242
"346" "GrN" 46 4.16297730405478 1.71078343591804 0.410951900759037
"347" "GrN" 47 3.71535246472805 1.64459767364648 0.442649167006249
"348" "GrN" 48 4.03288332173697 1.66157926653532 0.412007770614022
"349" "GrN" 49 4.16297706458347 1.71078333884364 0.41095190108015
"350" "GrN" 50 3.3362617918505 1.52971025851414 0.458510259072226
"351" "GrN" 51 3.85978998590875 1.77141475535402 0.458940709681374
"352" "GrN" 52 4.03288423273868 1.66157963633152 0.412007769239427
"353" "GrN" 53 4.16297760701748 1.71078355842213 0.410951900278848
"354" "GrN" 54 4.03288427545051 1.66157965321661 0.412007769062751
"355" "GrN" 55 4.16297744366009 1.71078349243821 0.41095190055464
"356" "GrN" 56 3.58550931118421 1.66606599500541 0.464666481218856
"357" "GrN" 57 4.03288424737372 1.66157964186793 0.412007769117098
"358" "GrN" 58 4.03288425255584 1.66157964397134 0.412007769109246
"359" "GrN" 59 4.1629721483404 1.71078133686436 0.410951905490497
"360" "GrN" 60 4.16297722905951 1.71078340550646 0.410951900857012
"361" "GrN" 61 4.16297713012522 1.71078336544189 0.410951900999376
"362" "GrN" 62 4.16297596043872 1.7107828918921 0.410951902713321
"363" "GrN" 63 4.03288429389037 1.66157966081497 0.412007769062997
"364" "GrN" 64 4.03288447722278 1.6615797346638 0.412007768645047
"365" "GrN" 65 4.26226732424452 1.7571308065976 0.412252604758677
"366" "GrN" 66 4.03288428191822 1.66157965604347 0.412007769102947
"367" "GrN" 67 4.16297717106704 1.71078338168765 0.410951900860207
"368" "GrN" 68 4.30174320079037 1.76294128327268 0.40982020566657
"369" "GrN" 69 3.73528075810085 1.71785728024913 0.459900444303562
"370" "GrN" 70 4.03288427086782 1.661579651534 0.412007769113704
"371" "GrN" 71 4.16297825968659 1.71078382194989 0.410951899152767
"372" "GrN" 72 4.16297743815486 1.71078348998569 0.410951900508969
"373" "GrN" 73 4.16297730011305 1.71078343433947 0.410951900768954
"374" "GrN" 74 4.03288454851043 1.66157976380848 0.412007768588912
"375" "GrN" 75 4.1629772964625 1.71078343324324 0.410951900865993
"376" "GrN" 76 4.16297728836181 1.71078342953531 0.410951900774969
"377" "GrN" 77 4.03288423200438 1.66157963573449 0.412007769166404
"378" "GrN" 78 4.03288384191939 1.66157947764869 0.412007769819099
"379" "GrN" 79 4.03288427344209 1.66157965278095 0.412007769159908
"380" "GrN" 80 4.16297736877048 1.71078346200864 0.410951900637863
"381" "GrN" 81 4.03288428687326 1.6615796580126 0.412007769085
"382" "GrN" 82 4.03288375487116 1.66157944155599 0.412007769762528
"383" "GrN" 83 4.03288431553701 1.66157966961336 0.412007769033194
"384" "GrN" 84 4.30174311856209 1.76294124975724 0.409820205709198
"385" "GrN" 85 4.45007931616022 1.81832108359176 0.408604196556368
"386" "GrN" 86 4.03288428915075 1.66157965891511 0.412007769076113
"387" "GrN" 87 4.03288425931895 1.66157964687322 0.412007769137867
"388" "GrN" 88 4.16297856960388 1.71078395279916 0.410951899990671
"389" "GrN" 89 4.03288424395871 1.66157964076782 0.412007769193197
"390" "GrN" 90 4.03288247267481 1.66157892166937 0.412007771842487
"391" "GrN" 91 4.12477387326378 1.70507842712051 0.41337500660887
"392" "GrN" 92 4.03288395643989 1.66157952340853 0.412007769466129
"393" "GrN" 93 4.03288408110438 1.66157957447672 0.412007769393092
"394" "GrN" 94 4.03288410992472 1.66157958599234 0.412007769304176
"395" "GrN" 95 4.03288462923706 1.66157979673785 0.412007768506929
"396" "GrN" 96 4.30174325701706 1.76294130606044 0.409820205607275
"397" "GrN" 97 4.03288426739131 1.66157965014649 0.412007769124823
"398" "GrN" 98 4.16297747778258 1.71078350591034 0.410951900422385
"399" "GrN" 99 4.16297732455622 1.7107834441945 0.41095190072333
