"simID","p","dhat"
1,0.98,0.1928125
2,0.98,0.19875
3,0.98,0.19140625
4,0.98,0.198125
5,0.98,0.20265625
6,0.98,0.1971875
7,0.98,0.19859375
8,0.98,0.1940625
9,0.98,0.1934375
10,0.98,0.2
11,0.98,0.1965625
12,0.98,0.19609375
13,0.98,0.20140625
14,0.98,0.19875
15,0.98,0.19921875
16,0.98,0.1903125
17,0.98,0.1909375
18,0.98,0.19953125
19,0.98,0.203125
20,0.98,0.195
21,0.98,0.195
22,0.98,0.19421875
23,0.98,0.1925
24,0.98,0.20421875
25,0.98,0.19875
26,0.98,0.19828125
27,0.98,0.205625
28,0.98,0.20015625
29,0.98,0.19953125
30,0.98,0.19421875
31,0.98,0.19296875
32,0.98,0.19984375
33,0.98,0.1990625
34,0.98,0.19765625
35,0.98,0.189375
36,0.98,0.20515625
37,0.98,0.19171875
38,0.98,0.19359375
39,0.98,0.19609375
40,0.98,0.19140625
41,0.98,0.19296875
42,0.98,0.1965625
43,0.98,0.19890625
44,0.98,0.206875
45,0.98,0.193125
46,0.98,0.20015625
47,0.98,0.204375
48,0.98,0.19265625
49,0.98,0.201875
50,0.98,0.2021875
51,0.98,0.18890625
52,0.98,0.18265625
53,0.98,0.20140625
54,0.98,0.193125
55,0.98,0.1975
56,0.98,0.1903125
57,0.98,0.195
58,0.98,0.20046875
59,0.98,0.20875
60,0.98,0.1984375
61,0.98,0.18578125
62,0.98,0.20484375
63,0.98,0.1921875
64,0.98,0.19046875
65,0.98,0.1996875
66,0.98,0.1903125
67,0.98,0.19671875
68,0.98,0.19703125
69,0.98,0.19703125
70,0.98,0.19953125
71,0.98,0.19671875
72,0.98,0.1896875
73,0.98,0.19140625
74,0.98,0.19359375
75,0.98,0.20875
76,0.98,0.19171875
77,0.98,0.20453125
78,0.98,0.1878125
79,0.98,0.19265625
80,0.98,0.19921875
81,0.98,0.20515625
82,0.98,0.19625
83,0.98,0.19828125
84,0.98,0.2028125
85,0.98,0.18703125
86,0.98,0.19765625
87,0.98,0.19765625
88,0.98,0.19421875
89,0.98,0.19796875
90,0.98,0.20015625
91,0.98,0.18796875
92,0.98,0.190625
93,0.98,0.19875
94,0.98,0.19828125
95,0.98,0.2009375
96,0.98,0.19484375
97,0.98,0.18875
98,0.98,0.2078125
99,0.98,0.19
100,0.98,0.19359375
101,0.98,0.19984375
102,0.98,0.1975
103,0.98,0.18703125
104,0.98,0.18265625
105,0.98,0.20671875
106,0.98,0.19890625
107,0.98,0.18921875
108,0.98,0.1953125
109,0.98,0.19765625
110,0.98,0.2003125
111,0.98,0.19625
112,0.98,0.19546875
113,0.98,0.20078125
114,0.98,0.20078125
115,0.98,0.1965625
116,0.98,0.2028125
117,0.98,0.20125
118,0.98,0.20375
119,0.98,0.1921875
120,0.98,0.193125
121,0.98,0.19734375
122,0.98,0.2
123,0.98,0.20875
124,0.98,0.1946875
125,0.98,0.19140625
126,0.98,0.201875
127,0.98,0.19234375
128,0.98,0.19796875
129,0.98,0.189375
130,0.98,0.2015625
131,0.98,0.1925
132,0.98,0.1940625
133,0.98,0.19328125
134,0.98,0.19578125
135,0.98,0.1940625
136,0.98,0.20046875
137,0.98,0.1975
138,0.98,0.19484375
139,0.98,0.185625
140,0.98,0.20359375
141,0.98,0.194375
142,0.98,0.20140625
143,0.98,0.205
144,0.98,0.194375
145,0.98,0.19640625
146,0.98,0.19359375
147,0.98,0.19234375
148,0.98,0.200625
149,0.98,0.19671875
150,0.98,0.19828125
151,0.98,0.19734375
152,0.98,0.1953125
153,0.98,0.19453125
154,0.98,0.1896875
155,0.98,0.19890625
156,0.98,0.20625
157,0.98,0.1915625
158,0.98,0.199375
159,0.98,0.19328125
160,0.98,0.1934375
161,0.98,0.19703125
162,0.98,0.1909375
163,0.98,0.20234375
164,0.98,0.19984375
165,0.98,0.19390625
166,0.98,0.19125
167,0.98,0.1921875
168,0.98,0.18828125
169,0.98,0.1996875
170,0.98,0.20171875
171,0.98,0.193125
172,0.98,0.19875
173,0.98,0.195625
174,0.98,0.19359375
175,0.98,0.19953125
176,0.98,0.20359375
177,0.98,0.20265625
178,0.98,0.19109375
179,0.98,0.19875
180,0.98,0.19421875
181,0.98,0.2
182,0.98,0.1946875
183,0.98,0.18765625
184,0.98,0.2109375
185,0.98,0.19171875
186,0.98,0.20140625
187,0.98,0.19375
188,0.98,0.19234375
189,0.98,0.19390625
190,0.98,0.19765625
191,0.98,0.19578125
192,0.98,0.1884375
193,0.98,0.19671875
194,0.98,0.1978125
195,0.98,0.191875
196,0.98,0.2053125
197,0.98,0.198125
198,0.98,0.1925
199,0.98,0.1878125
200,0.98,0.185625
201,0.98,0.19421875
202,0.98,0.19875
203,0.98,0.1934375
204,0.98,0.1925
205,0.98,0.20625
206,0.98,0.19421875
207,0.98,0.1953125
208,0.98,0.195625
209,0.98,0.1884375
210,0.98,0.19828125
211,0.98,0.18984375
212,0.98,0.1953125
213,0.98,0.19078125
214,0.98,0.20578125
215,0.98,0.19390625
216,0.98,0.19359375
217,0.98,0.2078125
218,0.98,0.1890625
219,0.98,0.19390625
220,0.98,0.190625
221,0.98,0.1959375
222,0.98,0.1934375
223,0.98,0.19375
224,0.98,0.1971875
225,0.98,0.1934375
226,0.98,0.19390625
227,0.98,0.2046875
228,0.98,0.1953125
229,0.98,0.19171875
230,0.98,0.195625
231,0.98,0.19953125
232,0.98,0.19125
233,0.98,0.19484375
234,0.98,0.19578125
235,0.98,0.20046875
236,0.98,0.19234375
237,0.98,0.2015625
238,0.98,0.1934375
239,0.98,0.1934375
240,0.98,0.199375
241,0.98,0.18875
242,0.98,0.19484375
243,0.98,0.20078125
244,0.98,0.1975
245,0.98,0.20046875
246,0.98,0.19390625
247,0.98,0.20046875
248,0.98,0.18890625
249,0.98,0.19375
250,0.98,0.19875
251,0.98,0.189375
252,0.98,0.19546875
253,0.98,0.19796875
254,0.98,0.18921875
255,0.98,0.19796875
256,0.98,0.20234375
257,0.98,0.19515625
258,0.98,0.190625
259,0.98,0.195625
260,0.98,0.19125
261,0.98,0.196875
262,0.98,0.2059375
263,0.98,0.203125
264,0.98,0.1896875
265,0.98,0.201875
266,0.98,0.19515625
267,0.98,0.189375
268,0.98,0.19515625
269,0.98,0.18734375
270,0.98,0.200625
