"simID","p","dhat"
1,0.88,0.1796
2,0.88,0.163733333333333
3,0.88,0.1672
4,0.88,0.179733333333333
5,0.88,0.183733333333333
6,0.88,0.177466666666667
7,0.88,0.1704
8,0.88,0.174266666666667
9,0.88,0.173466666666667
10,0.88,0.184266666666667
11,0.88,0.178
12,0.88,0.178533333333333
13,0.88,0.1772
14,0.88,0.1816
15,0.88,0.1776
16,0.88,0.176133333333333
17,0.88,0.175866666666667
18,0.88,0.176533333333333
19,0.88,0.174933333333333
20,0.88,0.174
21,0.88,0.1812
22,0.88,0.172133333333333
23,0.88,0.176266666666667
24,0.88,0.177866666666667
25,0.88,0.1684
26,0.88,0.179733333333333
27,0.88,0.178266666666667
28,0.88,0.176666666666667
29,0.88,0.171866666666667
30,0.88,0.178266666666667
31,0.88,0.182
32,0.88,0.170933333333333
33,0.88,0.170933333333333
34,0.88,0.176533333333333
35,0.88,0.175466666666667
36,0.88,0.181466666666667
37,0.88,0.176133333333333
38,0.88,0.181066666666667
39,0.88,0.1724
40,0.88,0.169333333333333
41,0.88,0.169733333333333
42,0.88,0.175066666666667
43,0.88,0.169333333333333
44,0.88,0.1764
45,0.88,0.171066666666667
46,0.88,0.166133333333333
47,0.88,0.175333333333333
48,0.88,0.1864
49,0.88,0.1732
50,0.88,0.175466666666667
51,0.88,0.1768
52,0.88,0.180533333333333
53,0.88,0.1744
54,0.88,0.1752
55,0.88,0.171333333333333
56,0.88,0.1704
57,0.88,0.162133333333333
58,0.88,0.1808
59,0.88,0.176266666666667
60,0.88,0.187066666666667
61,0.88,0.166133333333333
62,0.88,0.170666666666667
63,0.88,0.179733333333333
64,0.88,0.174266666666667
65,0.88,0.1748
66,0.88,0.190666666666667
67,0.88,0.172133333333333
68,0.88,0.178266666666667
69,0.88,0.1704
70,0.88,0.171066666666667
71,0.88,0.178
72,0.88,0.177066666666667
73,0.88,0.179066666666667
74,0.88,0.171866666666667
75,0.88,0.1768
76,0.88,0.175466666666667
77,0.88,0.181733333333333
78,0.88,0.1792
79,0.88,0.179866666666667
80,0.88,0.186933333333333
81,0.88,0.172933333333333
82,0.88,0.1796
83,0.88,0.179333333333333
84,0.88,0.1796
85,0.88,0.178
86,0.88,0.186133333333333
87,0.88,0.166
88,0.88,0.1656
89,0.88,0.174266666666667
90,0.88,0.174533333333333
91,0.88,0.176666666666667
92,0.88,0.1696
93,0.88,0.179333333333333
94,0.88,0.174933333333333
95,0.88,0.174133333333333
96,0.88,0.166666666666667
97,0.88,0.1736
98,0.88,0.177866666666667
