"prob.det" "mean_estD" "mean_error" "sd_D"
"1" 0.5 2.01342771084337 -2.0109784419327 0.15408821178273
"2" 0.51 2.04959390243902 -1.97481225033705 0.156696526669457
"3" 0.52 2.09035243902439 -1.93405371375168 0.160487257779446
"4" 0.53 2.13191219512195 -1.89249395765412 0.162132810867521
"5" 0.54 2.17170609756098 -1.85270005521509 0.162132479801896
"6" 0.55 2.21124444444444 -1.81316170833163 0.162091554152192
"7" 0.56 2.2528024691358 -1.77160368364027 0.167901401160367
"8" 0.57 2.29276049382716 -1.73164565894891 0.167590490694713
"9" 0.58 2.3347725 -1.68963365277607 0.171935084148251
"10" 0.59 2.37434375 -1.65006240277607 0.171063708863647
"11" 0.6 2.4133025 -1.61110365277607 0.175864237600362
"12" 0.61 2.45468227848101 -1.56972387429506 0.17740303135284
"13" 0.62 2.49521012658228 -1.52919602619379 0.176782526923093
"14" 0.63 2.5356582278481 -1.48874792492797 0.178173054838077
"15" 0.64 2.57587820512821 -1.44852794764786 0.182262818883648
"16" 0.65 2.61443333333333 -1.40997281944274 0.181574562222159
"17" 0.66 2.65238205128205 -1.37202410149402 0.18727829183153
"18" 0.67 2.69616753246753 -1.32823862030854 0.187297310511376
"19" 0.68 2.73657402597403 -1.28783212680204 0.188566929391587
"20" 0.69 2.77924078947368 -1.24516536330239 0.191203361878968
"21" 0.7 2.81537105263158 -1.20903510014449 0.191301005117536
"22" 0.71 2.85783815789474 -1.16656799488133 0.194355966398034
"23" 0.72 2.896348 -1.12805815277607 0.194734010972667
"24" 0.73 2.93614933333333 -1.08825681944274 0.195179881978906
"25" 0.74 2.97576621621622 -1.04863993655985 0.201495689219566
"26" 0.75 3.01639189189189 -1.00801426088418 0.204541989191075
"27" 0.76 3.06463648648649 -0.959769666289583 0.205806706474876
"28" 0.77 3.10069726027397 -0.923708892502097 0.205146120614264
"29" 0.78 3.13804383561644 -0.886362317159632 0.206711198886257
"30" 0.79 3.17840694444444 -0.845999208331626 0.2121466284433
"31" 0.8 3.21920416666667 -0.805201986109403 0.209218477198455
"32" 0.81 3.26081971830986 -0.763586434466211 0.211991680906871
"33" 0.82 3.30174857142857 -0.722657581347499 0.216365883045514
"34" 0.83 3.34015 -0.68425615277607 0.2153267611362
"35" 0.84 3.37769275362319 -0.646713399152882 0.222878456688059
"36" 0.85 3.42231884057971 -0.60208731219636 0.222799413227735
"37" 0.86 3.46164852941176 -0.562757623364305 0.225120686447328
"38" 0.87 3.49998507462687 -0.524421078149204 0.228089566378597
"39" 0.88 3.5382671641791 -0.486138988596965 0.228589714510862
"40" 0.89 3.57855757575758 -0.445848577018494 0.231692495430397
"41" 0.9 3.61550307692308 -0.408903075852993 0.235830818179642
"42" 0.91 3.6602625 -0.36414365277607 0.240372290174613
"43" 0.92 3.70134920634921 -0.323056946426864 0.242917720258761
"44" 0.93 3.74687258064516 -0.277533572130908 0.24649222681198
"45" 0.94 3.78421475409836 -0.240191398677709 0.246235251664296
"46" 0.95 3.82316101694915 -0.201245135826917 0.255845963349951
"47" 0.96 3.86326206896552 -0.161144083810553 0.258039467769149
"48" 0.97 3.90721964285714 -0.117186509918927 0.263047958703032
"49" 0.98 3.94594814814815 -0.0784580046279218 0.271914266914537
"50" 0.99 3.982846 -0.04156015277607 0.281979523244424
