"method" "idx" "estD" "seD" "cvD" "p" "detfunc"
"152" "LTS" 152 0.174929153037309 0.0614353803447172 0.351201496594534 0.98098847806093 "uniform key function with cosine(1) adjustments"
"153" "LTS" 153 0.155441134589429 0.0564659939348774 0.36326287815656 0.812287667612361 "half-normal key function"
"154" "LTS" 154 0.119350311652454 0.0594314112145123 0.497957737953592 0.843726713324158 "half-normal key function"
"155" "LTS" 155 0.194913148645029 0.0724876633340454 0.371897246737614 0.83929689267873 "uniform key function with cosine(1) adjustments"
"156" "LTS" 156 0.0573562031459358 0.0163038007414173 0.284255230422667 0.977270816981102 "half-normal key function"
"157" "LTS" 157 0.10239088058395 0.0163513753511821 0.159695621894527 0.773413721969749 "half-normal key function with cosine(2) adjustments"
"158" "LTS" 158 0.063222088640492 0.0182272235951094 0.288304673051174 0.969071647560712 "half-normal key function"
"159" "LTS" 159 0.0619657746869123 0.0229850934618678 0.3709320762631 0.832858949327397 "half-normal key function"
"160" "LTS" 160 0.197059288806839 0.0672394403382097 0.34121426472882 0.67697265532489 "uniform key function with cosine(1) adjustments"
"161" "LTS" 161 0.0745329574079628 0.010614006181577 0.142406883487532 0.953180210439144 "uniform key function with cosine(1) adjustments"
"162" "LTS" 162 0.275902575459388 0.0733003283528837 0.265674679661239 0.825862171168968 "uniform key function with cosine(1) adjustments"
"163" "LTS" 163 0.188997238480276 0.0579885111525502 0.30682200236805 0.85182902474067 "hazard-rate key function"
"164" "LTS" 164 0.196885662205398 0.0560166121199572 0.284513415006922 0.769890579988159 "uniform key function with cosine(1,2) adjustments"
"165" "LTS" 165 0.0740930495259904 0.0182888250917187 0.246835907129229 0.959384860722532 "half-normal key function"
"166" "LTS" 166 0.0871680225047102 0.0134638855949368 0.154459000078949 0.96070207392252 "hazard-rate key function"
"167" "LTS" 167 0.151827051650012 0.053962865656834 0.355423260021067 0.859415358343291 "half-normal key function"
"168" "LTS" 168 0.133532606232357 0.0593718482322987 0.44462434986843 0.836175296933662 "half-normal key function"
"169" "LTS" 169 0.192448674033994 0.0614213292468878 0.319156936545265 0.725236658729485 "uniform key function with cosine(1) adjustments"
"170" "LTS" 170 0.199061943676017 0.062137600334454 0.312152082849076 0.901702153704827 "half-normal key function"
"171" "LTS" 171 0.098879198563997 0.0261678708422215 0.264644851720608 0.751721134604721 "uniform key function with cosine(1) adjustments"
"172" "LTS" 172 0.186700295673415 0.0616183343392285 0.330038761411573 0.737135058286519 "uniform key function with cosine(1) adjustments"
"173" "LTS" 173 0.139658032007655 0.0626860261604748 0.448853712595913 0.794852243041168 "hazard-rate key function"
"174" "LTS" 174 0.195200153424716 0.0552776589965506 0.283184505886516 0.861342389935731 "half-normal key function"
"175" "LTS" 175 0.051863290177832 0.0187235181903067 0.36101678327978 0.841999068803223 "half-normal key function"
"176" "LTS" 176 0.184020197193802 0.0581751629385692 0.316134662530014 0.961296202070501 "hazard-rate key function"
"177" "LTS" 177 0.237683070767733 0.0613445603684051 0.258093940684365 0.961392268824928 "hazard-rate key function"
"178" "LTS" 178 0.0827687568312901 0.0184023041394581 0.222333943917607 0.95686266612371 "uniform key function with cosine(1) adjustments"
"179" "LTS" 179 0.135166144550389 0.0500413732480181 0.370221207495957 0.938933959798055 "uniform key function with cosine(1) adjustments"
"180" "LTS" 180 0.131722706759178 0.0598964397393589 0.454716132191731 0.835343827250449 "half-normal key function"
"181" "LTS" 181 0.121908986912621 0.0558869478739529 0.45843173082892 0.882155396466489 "half-normal key function"
"182" "LTS" 182 0.131337150041679 0.0253060307003766 0.192679913431546 0.513629116483356 "half-normal key function with cosine(2,3,4) adjustments"
"183" "LTS" 183 0.124512655002235 0.0510981338876712 0.41038506396602 0.931758539587194 "uniform key function with cosine(1) adjustments"
"184" "LTS" 184 0.156797061997459 0.0558744713718797 0.356348968916172 0.82389405146354 "half-normal key function with cosine(2) adjustments"
"185" "LTS" 185 0.151030133786169 0.0446734800183811 0.295791832387771 0.757373990959135 "uniform key function with cosine(1) adjustments"
"186" "LTS" 186 0.192211324957469 0.066508357605336 0.346016852129043 0.884868083107491 "hazard-rate key function"
"187" "LTS" 187 0.153442122255446 0.0576595605032615 0.375774002964268 0.805947207860722 "half-normal key function"
"188" "LTS" 188 0.132083442440159 0.061148372050383 0.462952592094095 0.823232758458195 "uniform key function with cosine(1) adjustments"
"189" "LTS" 189 0.0687835264129633 0.0222262110241258 0.323132764241888 0.65856286819503 "half-normal key function with cosine(2,3) adjustments"
"190" "LTS" 190 0.217699275316609 0.07544766124871 0.346568270100961 0.785903454207531 "uniform key function with cosine(1) adjustments"
"191" "LTS" 191 0.170356672013271 0.0761491941043698 0.446998601254888 0.865013571771665 "half-normal key function"
"192" "LTS" 192 0.134859619395056 0.0577977292829977 0.428576986515777 0.840938414677968 "uniform key function with cosine(1) adjustments"
"193" "LTS" 193 0.108683372640753 0.0473833772148448 0.435976323365195 0.465894632911065 "uniform key function with cosine(1,2,3) adjustments"
"194" "LTS" 194 0.111981250361249 0.0514614120110563 0.459553825707813 0.976811591051727 "uniform key function with cosine(1) adjustments"
"195" "LTS" 195 0.0773688675620259 0.0175146199510957 0.22637813506905 0.834858843985928 "hazard-rate key function"
"196" "LTS" 196 0.161293974906672 0.0661121543550882 0.409886075368544 0.979381425616397 "uniform key function with cosine(1) adjustments"
"197" "LTS" 197 0.160333682812728 0.0549879007145159 0.342959132166523 0.817086739393586 "half-normal key function"
"198" "LTS" 198 0.0642675020398365 0.021386392988043 0.332771498957383 0.964646434028797 "uniform key function with cosine(1) adjustments"
"199" "LTS" 199 0.180529038446082 0.0623626804495621 0.345444040395683 0.945725046800851 "half-normal key function"
"200" "LTS" 200 0.293058615367502 0.0779538904252229 0.26600101937787 0.87165867146747 "hazard-rate key function"
"201" "LTS" 201 0.118542721111502 0.050348833553235 0.424731548939868 0.962188207174528 "half-normal key function"
"202" "LTS" 202 0.0830324522715702 0.0219756538396231 0.264663432650988 0.785731942332844 "half-normal key function"
"203" "LTS" 203 0.207131912338298 0.0639033553266336 0.308515257766092 0.777250262964747 "half-normal key function"
"204" "LTS" 204 0.130276464501702 0.0104508382074032 0.0802204622866982 0.730008425009293 "half-normal key function"
"205" "LTS" 205 0.215802773098776 0.0840164934527225 0.389320731361812 0.874356252733134 "hazard-rate key function"
"206" "LTS" 206 0.135676086037314 0.0474705568834011 0.349881532330949 0.964113036820344 "half-normal key function"
"207" "LTS" 207 0.150277449491293 0.0565376744420238 0.37622194569718 0.824055872286709 "hazard-rate key function"
"208" "LTS" 208 0.0865471791696376 0.0374289358420484 0.432468581889717 0.558804078084076 "uniform key function with cosine(1,2,3) adjustments"
"209" "LTS" 209 0.144645464658863 0.061295464492004 0.423763473238275 0.794373333937501 "hazard-rate key function"
"210" "LTS" 210 0.122736769466371 0.0589338011484053 0.480164187183961 0.864355486932376 "half-normal key function"
"211" "LTS" 211 0.173888802558367 0.0595068993708947 0.342212370752975 0.875209738183249 "half-normal key function"
"212" "LTS" 212 0.0756279167681095 0.0215391080611344 0.28480366750254 0.948497852804994 "half-normal key function"
"213" "LTS" 213 0.143469258034926 0.0584576843725852 0.407457912400677 0.828034532464647 "half-normal key function"
"214" "LTS" 214 0.129581440540025 0.0236514520081502 0.182521909847458 0.683826708753324 "uniform key function with cosine(1,2,3) adjustments"
"215" "LTS" 215 0.172305978832002 0.0658235960749278 0.382015740377215 0.716812780856174 "uniform key function with cosine(1) adjustments"
"216" "LTS" 216 0.156859501999855 0.06490274335326 0.413763543335232 0.744934151328033 "half-normal key function"
"217" "LTS" 217 0.1377671908992 0.0487818008268472 0.354088665875022 0.784557261380783 "uniform key function with cosine(1) adjustments"
"218" "LTS" 218 0.200851785535599 0.070670252645508 0.351852747821266 0.838721694959204 "half-normal key function"
"219" "LTS" 219 0.108241552904742 0.0195199363554195 0.180336809955027 0.668383680838998 "uniform key function with cosine(1) adjustments"
"220" "LTS" 220 0.181172546431891 0.0694427620229771 0.383296274135459 0.689754522936576 "uniform key function with cosine(1) adjustments"
"221" "LTS" 221 0.161657569181291 0.056849660078717 0.351667171334012 0.658573142430095 "uniform key function with cosine(1) adjustments"
"222" "LTS" 222 0.0831078438495479 0.0189992705839346 0.228609836375126 0.831885978478265 "half-normal key function"
"223" "LTS" 223 0.121789703583733 0.0527491071783551 0.433116311364443 0.955727030476008 "half-normal key function"
"224" "LTS" 224 0.106092047789032 0.0265778024525301 0.250516443092711 0.645543985252529 "uniform key function with cosine(1,2,3) adjustments"
"225" "LTS" 225 0.230883400496846 0.0727022014739865 0.314887087237697 0.785860234832307 "uniform key function with cosine(1) adjustments"
"226" "LTS" 226 0.197178922901227 0.0689742780872323 0.349805532317385 0.86092915427056 "half-normal key function"
"227" "LTS" 227 0.0759525035399295 0.0205971867287524 0.271185092903805 0.948717904500912 "uniform key function with cosine(1) adjustments"
"228" "LTS" 228 0.129335622550466 0.0625341312936279 0.483502766372253 0.808823483369416 "half-normal key function"
"229" "LTS" 229 0.128859585467969 0.0470816545563131 0.365371767923438 0.967254392037312 "uniform key function with cosine(1) adjustments"
"230" "LTS" 230 0.132688064906944 0.0728211040071723 0.548814273975904 0.711848123388049 "uniform key function with cosine(1) adjustments"
"231" "LTS" 231 0.0720897291588654 0.0173848030464049 0.241155061189004 0.959030513870335 "uniform key function with cosine(1) adjustments"
"232" "LTS" 232 0.160289615033048 0.0629197955731186 0.392538191324159 0.763417621543585 "half-normal key function"
"233" "LTS" 233 0.102112794740489 0.0140869637019922 0.137954932462606 0.851884756992564 "uniform key function with cosine(1) adjustments"
"234" "LTS" 234 0.13203894774897 0.0653793831067 0.495152257885286 0.786636582897765 "uniform key function with cosine(1) adjustments"
"235" "LTS" 235 0.14346585139252 0.0661014864204868 0.460747179756626 0.756419247311972 "uniform key function with cosine(1,2) adjustments"
