"round" "dhat_doubleObs" "sed_double" "dhat_singleObs" "sed_single." "probOverall" "probObs1" "probObs2" "sed_double_mod"
"67" 67 0.248286798074756 0.0691614815312029 0.191713048855906 0.0425762957443303 0.996021220159151 0.94703656998739 0.92487684729064 0.000300945909746727
"68" 68 0.112845138055222 0.0497083674710332 0.139764996907854 0.0397174821254289 1 0.952380952380952 1 NA
"69" 69 0.153661464585834 0.0622063179326935 0.184291898577613 0.045803856809546 1 0.945945945945946 1 NA
"70" 70 0.152227024995302 0.0521590950353415 0.185528756957328 0.040598647154407 0.993650793650794 0.951367781155015 0.869444444444444 0.000314836629962235
"71" 71 0.132052821128451 0.0623255503834172 0.121212121212121 0.0411193706779486 1 0.945945945945946 1 NA
"72" 72 0.159128499248598 0.0563347340033391 0.155844155844156 0.041997181176717 0.995820271682341 0.931573802541544 0.938916256157636 0.000247256322142734
"73" 73 0.120048019207683 0.0529730369806463 0.0989486703772418 0.0298348638079913 1 0.947368421052632 1 NA
"74" 74 0.214407384575452 0.0626316533513914 0.157081014223871 0.0381024658027195 0.996632996632997 0.944178628389155 0.93968253968254 0.000267454501904452
"75" 75 0.195046439628483 0.0657678434050049 0.16573902288188 0.041146835472736 0.997084548104956 0.930612244897959 0.957983193277311 0.000224447272698117
"76" 76 0.201680672268908 0.0603128848480526 0.206555349412492 0.0437540290767913 1 0.978260869565217 1 NA
"77" 77 0.175876579005305 0.0597155160367945 0.152133580705009 0.0409544824628867 0.996551724137931 0.932258064516129 0.949096880131363 0.000233486229610131
"78" 78 0.241089539263981 0.0667441157324269 0.196660482374768 0.0426304345618791 0.995879120879121 0.941558441558442 0.92948717948718 0.000302029795197006
"79" 79 0.0960384153661465 0.0442004411091464 0.157081014223871 0.0399337764050246 1 0.961538461538462 1 NA
"80" 80 0.148859543817527 0.0507086360702815 0.179344465058751 0.0430020252881801 1 0.933333333333333 1 NA
"81" 81 0.244282690985083 0.0722028732758088 0.197897340754484 0.0450774415855699 0.992690058479532 0.943055555555556 0.871630295250321 0.000426730981067703
"82" 82 0.158790113983738 0.0609976865920415 0.147186147186147 0.0402016296986856 0.997942386831276 0.94541910331384 0.962301587301587 0.000167491526318808
"83" 83 0.153661464585834 0.0567124628034451 0.123685837971552 0.0353064202173333 1 0.95 1 NA
"84" 84 0.12484993997599 0.0573861038415731 0.11873840445269 0.0377284695689643 NA NA NA NA
"85" 85 0.189675870348139 0.0629613426657605 0.166975881261596 0.0402870133731217 1 0.970149253731343 1 NA
"86" 86 0.13484463552863 0.0493552040403008 0.162028447742733 0.0420254723901787 0.997101449275362 0.917333333333333 0.964936886395512 0.000186566505593864
"87" 87 0.160864345738295 0.0652556549620804 0.173160173160173 0.0447472992898282 1 0.938775510204082 1 NA
"88" 88 0.161355284738514 0.05438518079824 0.170686456400742 0.0408344861454373 0.996957403651116 0.968472906403941 0.903492647058823 0.000211517101713645
"89" 89 0.154185906444489 0.064953828525062 0.136054421768707 0.0397005900850955 0.996598639455782 0.957516339869281 0.919937205651491 0.000224104065796264
"90" 90 0.0672268907563025 0.0276734494785333 0.0630797773654917 0.0199254421171641 1 0.961538461538462 1 NA
"91" 91 0.112845138055222 0.0437336023919851 0.105132962275819 0.0332454308466825 1 0.964285714285714 1 NA
"92" 92 0.192076830732293 0.0604748610437828 0.139764996907854 0.0366246983507394 1 0.952380952380952 1 NA
"93" 93 0.134640782599549 0.0533430840255452 0.116264687693259 0.0326939758918921 0.998611111111111 0.966397849462366 0.958666666666667 0.000123950909901942
"94" 94 0.170764653687562 0.0477607763854472 0.158317872603587 0.0355535349607376 0.998263888888889 0.971283783783784 0.939542483660131 0.000158164624844348
"95" 95 0.193363059509518 0.0669987844997564 0.188002473716759 0.0458262032253951 0.993348115299335 0.925619834710744 0.910569105691057 0.000356383281223102
"96" 96 0.175102599179207 0.0525708880267736 0.155844155844156 0.0365806525677001 0.987244897959184 0.895833333333333 0.877551020408163 0.00052688491153299
"97" 97 0.185513651827513 0.0646379261192945 0.179344465058751 0.0446327545262935 0.996551724137931 0.947540983606557 0.93426724137931 0.000250011579722838
"98" 98 0.158623935896547 0.0519731361322229 0.119975262832406 0.0334993187349467 0.998987854251012 0.961988304093567 0.973372781065089 0.000113655391332118
"99" 99 0.15159776285096 0.0521726827835509 0.148423005565863 0.0351594597949973 0.997775305895439 0.933402705515088 0.966594827586207 0.000170686511144646
"100" 100 0.236101301584098 0.0741545163441799 0.200371057513915 0.0469715658119379 0.996581196581197 0.947967479674797 0.934294871794872 0.000287833714905508
"101" 101 0.112845138055222 0.0471324873851658 0.0977118119975263 0.031981083143499 1 1 0.9375 NA
"102" 102 0.17046818727491 0.0595330791259019 0.166975881261596 0.0418380030715478 1 0.942307692307692 1 NA
"103" 103 0.164279376346812 0.0600664888876132 0.197897340754484 0.0436061231567958 0.993827160493827 0.917378917378917 0.925287356321839 0.000315528232779758
"104" 104 0.212012578980593 0.0633104050750447 0.178107606679035 0.0406507880815248 0.996565934065934 0.914880201765448 0.959656084656085 0.000267043991597022
"105" 105 0.100840336134454 0.04346716979446 0.103896103896104 0.0314583521151662 1 0.96969696969697 1 NA
"106" 106 0.135710358909919 0.0527442687120916 0.202844774273346 0.0480524470294481 0.990740740740741 0.922413793103448 0.880658436213992 0.000364301369278702
"107" 107 0.151922958964608 0.057834293634994 0.174397031539889 0.0417433888821968 0.995639534883721 0.93070652173913 0.937072503419973 0.000255856249362307
"108" 108 0.264398442303751 0.0704631980692235 0.185528756957328 0.0417679077617748 0.998892580287929 0.976190476190476 0.953488372093023 0.000155459988955388
"109" 109 0.0576230492196879 0.0299530141628872 0.11873840445269 0.0363871232627988 1 1 1 NA
"110" 110 0.224164960101688 0.0679182899616464 0.210265924551639 0.0449393914657976 0.99609375 0.951492537313433 0.919471153846154 0.000286915034830435
"111" 111 0.212064161457941 0.0622778243936913 0.22387136672851 0.0489830995068495 0.996323529411765 0.95872641509434 0.910924369747899 0.000266802433899026
"112" 112 0.193219295153005 0.0634459820704372 0.14100185528757 0.0369952209430081 0.994087213599409 0.905723905723906 0.937282229965157 0.000335285846804976
"113" 113 0.134453781512605 0.0494529316249159 0.12987012987013 0.0376375947105016 1 0.928571428571429 1 NA
"114" 114 0.226520019772615 0.0721523057433775 0.179344465058751 0.0392237595632871 0.996336996336996 0.965680473372781 0.893267651888342 0.000277337367133153
"115" 115 0.120291031392314 0.0471293798612977 0.139764996907854 0.0372971294823038 0.997979797979798 0.968627450980392 0.935606060606061 0.000144403639513442
"116" 116 0.12484993997599 0.0538625229822099 0.139764996907854 0.0366670865754115 1 1 0.964285714285714 NA
"117" 117 0.146458583433373 0.047977354527852 0.179344465058751 0.0394212741740915 1 0.945945945945946 1 NA
"118" 118 0.332592352530366 0.0843145208856324 0.275819418676562 0.0520713648966331 0.996212121212121 0.937611408199644 0.939285714285714 0.00033803565863253
"119" 119 0.154226396440929 0.0508120160371778 0.184291898577613 0.0444964984024456 0.996336996336996 0.951048951048951 0.925170068027211 0.000230956072502842
"120" 120 0.23827567177335 0.0672045986152725 0.186765615337044 0.0425862447685268 0.997563352826511 0.917114695340502 0.970602181128497 0.000231314980719589
"121" 121 0.21153105349491 0.0693653935203893 0.149659863945578 0.0411699946419338 0.998834498834499 0.961840628507295 0.969457013574661 0.000142150100683581
"122" 122 0.197002186454519 0.0552994259279353 0.181818181818182 0.0387686925439122 0.99937343358396 0.973748473748474 0.976132190942472 9.81930145667038e-05
"123" 123 0.260233125508268 0.0742227868036733 0.225108225108225 0.0471326316612023 0.996428571428571 0.93 0.948979591836735 0.000289760095691467
"124" 124 0.129651860744298 0.0480192076830732 0.10760667903525 0.0304350690097924 1 1 1 NA
"125" 125 0.16194397221976 0.058212376101075 0.0915275200989487 0.0304532363172487 0.993333333333333 0.919753086419753 0.916923076923077 0.00035181121027632
"126" 126 0.156062424969988 0.0619770304811504 0.142238713667285 0.0379390440794591 1 0.975609756097561 1 NA
"127" 127 0.158463385354142 0.0544880650216771 0.147186147186147 0.0380171284409612 1 1 0.944444444444444 NA
"128" 128 0.0773680101411194 0.0457730800483421 0.0964749536178108 0.0322080465059234 0.993055555555556 0.953333333333333 0.851190476190476 0.000239203618301566
"129" 129 0.0984393757503001 0.0437016363009954 0.0902906617192331 0.0267964513258393 1 0.962962962962963 1 NA
"130" 130 0.171030788553045 0.0670840969269156 0.173160173160173 0.0429042182557609 0.996710526315789 0.938080495356037 0.946875 0.000230310880926363
"131" 131 0.227020474201468 0.0746829005203563 0.173160173160173 0.0433723316935675 0.994140625 0.949626865671642 0.883680555555556 0.000364155453187198
"132" 132 0.247626467805665 0.076431136941239 0.185528756957328 0.047214454011273 0.998677248677249 0.953282828282828 0.971685971685972 0.000165884194459793
"133" 133 0.166009260847196 0.0552031252016866 0.144712430426716 0.0339861759132278 0.997933884297521 0.954545454545455 0.954545454545455 0.000172394424653436
"134" 134 0.112845138055222 0.0415038613633467 0.139764996907854 0.034393696927391 1 1 0.964285714285714 NA
"135" 135 0.183096295734348 0.0648889981415281 0.126159554730983 0.0366847338802476 0.996595744680851 0.922773837667455 0.955918367346939 0.000237436408742893
"136" 136 0.187542828290114 0.0627492299088485 0.121212121212121 0.03472975807811 0.998571428571429 0.970833333333333 0.951020408163265 0.000149116669739476
"137" 137 0.212656491167896 0.0720263418886601 0.158317872603587 0.0409921066399057 0.993548387096774 0.933333333333333 0.903225806451613 0.00037852991589547
"138" 138 0.12484993997599 0.0467809348889885 0.102659245516388 0.029510055632493 1 1 1 NA
"139" 139 0.0696278511404562 0.0373010377438641 0.14100185528757 0.0402528231674927 NA NA NA NA
"140" 140 0.0864345738295318 0.0462325404673482 0.145949288806432 0.0411674220442913 1 0.941176470588235 1 NA
"141" 141 0.0744297719087635 0.0403947300672424 0.124922696351268 0.0368974378711141 1 1 0.941176470588235 NA
"142" 142 0.142231334724559 0.0576265479559098 0.153370439084725 0.0422107152256709 0.995959595959596 0.95357833655706 0.912962962962963 0.000237785541711767
"143" 143 0.26260016410328 0.0663223167658088 0.236239950525665 0.0468373399174207 0.996589940323956 0.94122383252818 0.941982272360999 0.000286888025544612
"144" 144 0.272192264527961 0.0757336695690008 0.213976499690785 0.0471887750785271 0.996753246753247 0.933130699088146 0.951446280991736 0.000280919992928488
"145" 145 0.218964441671865 0.0722650280013415 0.147186147186147 0.0402016296986856 0.997821350762527 0.960167714884696 0.945304437564499 0.000201995220507687
"146" 146 0.146458583433373 0.0577517449193277 0.12987012987013 0.0343580948029845 1 0.952380952380952 1 NA
"147" 147 0.169027611044418 0.0566323893188483 0.137291280148423 0.0366837715188869 0.994318181818182 0.9375 0.909090909090909 0.000304566614039701
"148" 148 0.163592491104658 0.0613896957061649 0.127396413110699 0.0363848593461784 0.998 0.973658536585366 0.924074074074074 0.000167625094991499
"149" 149 0.166355107531578 0.0567080595145204 0.134817563388992 0.0368668075236094 0.995859213250518 0.950592885375494 0.916190476190476 0.000252715093482599
"150" 150 0.214407384575452 0.069337501608682 0.21273964131107 0.0485872617078399 0.996632996632997 0.93968253968254 0.944178628389155 0.000267454501904452
"151" 151 0.224001562347427 0.061879961731085 0.137291280148423 0.0356094281995404 0.996820349761526 0.959204487506374 0.922058823529412 0.000252329547032655
"152" 152 0.197177505296504 0.0635647285570152 0.17687074829932 0.043979370443016 0.998484848484849 0.963450292397661 0.958545454545455 0.000158858963465931
"153" 153 0.270231144139362 0.0784869630434269 0.228818800247372 0.0517858291044114 0.995102040816327 0.941312741312741 0.916541353383459 0.000355682257211556
"154" 154 0.177671068427371 0.0587399486838205 0.105132962275819 0.0310718004484536 1 1 0.941176470588235 NA
"155" 155 0.190115953574005 0.0582905822570249 0.186765615337044 0.0418874775942596 0.997685185185185 0.938997821350762 0.962053571428571 0.000197764315683689
"156" 156 0.180207319591999 0.0564413303363086 0.206555349412492 0.0392237595632871 0.999249249249249 0.972953216374269 0.972242512783053 0.000103289812624821
"157" 157 0.308365408578628 0.0833610586544388 0.20160791589363 0.0470058760351202 0.996619337390128 0.942455242966752 0.94125159642401 0.000312584268869341
"158" 158 0.116284351578469 0.0442784765910073 0.110080395794681 0.0330451895655188 0.991071428571429 0.925 0.880952380952381 0.000330798077334793
"159" 159 0.168383142730777 0.0585935680024506 0.16573902288188 0.0388956677272483 0.99812382739212 0.926829268292683 0.974358974358974 0.000164181670715967
"160" 160 0.125762919427369 0.0533604083662452 0.0841063698206555 0.0294921053540195 0.992740471869328 0.898193760262726 0.928692699490662 0.000303290871155114
"161" 161 0.238504482383192 0.076346157740865 0.216450216450216 0.0474097054384236 0.996606334841629 0.954496208017335 0.925420168067227 0.000273038751490563
"162" 162 0.120484557459347 0.046951047379494 0.180581323438466 0.0386772191919805 0.996376811594203 0.919732441471572 0.954861111111111 0.000199720203145175
"163" 163 0.178580647275975 0.0568664142833167 0.155844155844156 0.0354155757942034 0.99490662139219 0.934609250398724 0.922108575924469 0.00029408494687315
"164" 164 0.25271622074379 0.0768962436309633 0.217687074829932 0.0476333169239533 0.997564935064935 0.946841294298921 0.954192546583851 0.000230961851564732
"165" 165 0.120509742358482 0.0534014059119868 0.133580705009276 0.0372500879536831 0.996168582375479 0.931899641577061 0.943738656987296 0.000206827066645299
"166" 166 0.132873024986392 0.0465292028116483 0.115027829313544 0.0283648890764045 0.993827160493827 0.925287356321839 0.917378917378917 0.000282646746174418
"167" 167 0.219581655700678 0.07586585005163 0.159554730983302 0.0405176961141979 0.995016611295681 0.928682170542636 0.930124223602484 0.000321011470345961
"168" 168 0.12484993997599 0.0472860469548457 0.150896722325294 0.0361326828901232 1 0.918918918918919 1 NA
"169" 169 0.177671068427371 0.0561552915968506 0.155844155844156 0.0392438556244561 1 0.931818181818182 1 NA
"170" 170 0.105642256902761 0.0473229747597357 0.149659863945578 0.0401383523001759 1 0.933333333333333 1 NA
"171" 171 0.09422086591646 0.0389487226523105 0.11873840445269 0.035741042369398 0.993808049535604 0.944117647058824 0.889196675900277 0.000240392952598044
"172" 172 0.209958887029715 0.0541349175122139 0.231292517006803 0.0493077925680596 0.994878361075544 0.941818181818182 0.911971830985915 0.000350551451346396
"173" 173 0.247298919567827 0.0718406116870099 0.275819418676562 0.0520415250886467 1 0.948453608247423 1 NA
"174" 174 0.194734527474356 0.0589736204226211 0.158317872603587 0.0381256222980621 0.998681608437706 0.972400513478819 0.95223130106851 0.000145496833773701
"175" 175 0.132052821128451 0.04837620578273 0.138528138528139 0.0356447709146133 1 0.95 1 NA
"176" 176 0.204776575783548 0.0654563729758055 0.170686456400742 0.0430564487333308 0.996606334841629 0.925420168067227 0.954496208017335 0.000263856422970838
"177" 177 0.146458583433373 0.0587711660599593 0.169449598021027 0.0447401981511181 1 0.941176470588235 1 NA
"178" 178 0.0888355342136855 0.037655272716168 0.105132962275819 0.0318616402817808 1 0.933333333333333 1 NA
"179" 179 0.0984393757503001 0.0474795975126487 0.0964749536178108 0.0331585951549379 1 0.931034482758621 1 NA
"180" 180 0.202063368041714 0.0634121237067902 0.159554730983302 0.037656349741918 0.998106060606061 0.971130221130221 0.934397163120567 0.000181822659683627
"181" 181 0.134841256387281 0.0627786238757852 0.124922696351268 0.0402788337433245 0.997126436781609 0.963888888888889 0.920424403183024 0.000185583080179202
"182" 182 0.142340994368762 0.0557678777342488 0.152133580705009 0.0424811097817801 0.995192307692308 0.936651583710407 0.924107142857143 0.00026139493340448
"183" 183 0.209254572166344 0.0625484626973408 0.147186147186147 0.0378533382981247 0.99822695035461 0.938333333333333 0.971247843588269 0.000178502973926412
"184" 184 0.0768307322929172 0.0468704678606379 0.080395794681509 0.0290421738465924 1 0.931034482758621 1 NA
"185" 185 0.113930187459599 0.0445635556527152 0.0878169449598021 0.0273803167665426 0.990476190476191 0.924444444444444 0.873949579831933 0.000340982915992185
"186" 186 0.177175217913252 0.0679274042253847 0.220160791589363 0.0503177245496908 0.989247311827957 0.929292929292929 0.847926267281106 0.000540634873810889
"187" 187 0.0768307322929172 0.0364651004398384 0.0902906617192331 0.0296056066414371 1 1 0.941176470588235 NA
"188" 188 0.187688929661769 0.0629878193743998 0.137291280148423 0.0380554920894491 0.997794117647059 0.928180574555404 0.969285714285714 0.000190600600099157
"189" 189 0.181045391129425 0.0615765853767768 0.180581323438466 0.0431928884575517 0.994623655913978 0.895161290322581 0.948717948717949 0.000332036252882361
"190" 190 0.317282269048954 0.0838642038819295 0.277056277056277 0.0529913959553795 0.998879551820728 0.95398608881755 0.975649794801642 0.000172978170685437
"191" 191 0.209730951204011 0.0670296680266526 0.166975881261596 0.0413149437851475 0.995959595959596 0.944444444444444 0.927272727272727 0.000281072733298465
"192" 192 0.122904180259464 0.0530589658255637 0.100185528756957 0.0339861759132278 0.996296296296296 0.943859649122807 0.934027777777778 0.000204986653091815
"193" 193 0.217194570135747 0.0763606301458365 0.149659863945578 0.0430151588526675 0.994897959183674 0.928571428571429 0.928571428571429 0.000323599708346658
"194" 194 0.0696278511404562 0.0356732602652036 0.0432900432900433 0.0185883617941102 1 1 0.925925925925926 NA
"195" 195 0.225925615293041 0.0591632760546774 0.179344465058751 0.042199841097708 0.998958333333333 0.986625514403292 0.922115384615385 0.000141623797670347
"196" 196 0.175713829835732 0.0619188100704635 0.179344465058751 0.047466264892806 0.997474747474748 0.920745920745921 0.968137254901961 0.000198775560728347
"197" 197 0.168449197860963 0.0594252601475244 0.149659863945578 0.0371643765663311 0.997732426303855 0.958605664488017 0.945220193340494 0.000183924841462415
"198" 198 0.0936374549819928 0.0477730238515505 0.112554112554113 0.0341216373648279 1 0.96969696969697 1 NA
"199" 199 0.154177684511655 0.0518445476550527 0.142238713667285 0.0395821439559797 0.996651785714286 0.900201612903226 0.966450216450216 0.000218231820268496
"200" 200 0.161655806233933 0.0501291986354833 0.181818181818182 0.0401078497993932 0.995104039167687 0.910414333706607 0.945348837209302 0.000284313219273043
"201" 201 0.179571293758145 0.0643693805323941 0.0977118119975263 0.0328437274781747 0.989417989417989 0.930348258706468 0.848072562358277 0.000539473970774676
"202" 202 0.223674962212864 0.0680331437949279 0.157081014223871 0.0439343946326994 0.998275862068966 0.950738916256158 0.965 0.000182638963315264
"203" 203 0.284253316455979 0.0694384932350824 0.183055040197897 0.0407329191486738 0.996693121693122 0.923406862745098 0.956825396825397 0.000293038719890206
"204" 204 0.166147388287358 0.0557870657803921 0.178107606679035 0.0426279501019062 0.997104247104247 0.922321428571429 0.962721342031687 0.000208887081907679
"205" 205 0.199793982108973 0.0623119257844178 0.194186765615337 0.0425862447685268 0.997425997425997 0.946275946275946 0.952088452088452 0.000211248664472293
"206" 206 0.136854741896759 0.0586640658961374 0.159554730983302 0.0414275838772683 NA NA NA NA
