"round" "dhat_doubleObs" "sed_double" "dhat_singleObs" "sed_single." "probOverall" "probObs1" "probObs2" "sed_double_mod"
"207" 207 0.126031485149265 0.049108462167813 0.0952380952380952 0.0294189947196858 0.990625 0.880555555555556 0.921511627906977 0.000382479403241696
"208" 208 0.150304782107018 0.053627000855359 0.175633889919604 0.0438612105784323 0.990384615384615 0.936363636363636 0.848901098901099 0.000445196662883156
"209" 209 0.130988477865373 0.0488876965846669 0.128633271490414 0.034944595909481 0.989795918367347 0.903726708074534 0.894009216589862 0.000380164664557554
"210" 210 0.182472989195678 0.069365181848805 0.139764996907854 0.043021724131393 1 0.94 1 NA
"211" 211 0.192481203007519 0.0595097348783093 0.218923933209647 0.0447696473720327 0.997899159663866 0.969387755102041 0.931372549019608 0.000187914762970457
"212" 212 0.0648259303721489 0.0354472913192712 0.12987012987013 0.0365062652451352 1 1 0.91304347826087 NA
"213" 213 0.194872269394573 0.0583037038164389 0.126159554730983 0.033404689192621 0.997975708502024 0.973026315789474 0.924953095684803 0.000185146411546714
"214" 214 0.132242825187629 0.0489351395437427 0.173160173160173 0.0430487953225434 0.998563218390805 0.965277777777778 0.958620689655172 0.000125090161867421
"215" 215 0.12484993997599 0.051725024275013 0.157081014223871 0.0427880398600779 1 0.918367346938776 1 NA
"216" 216 0.145183073229292 0.0512919315058628 0.152133580705009 0.0382073295138274 0.992248062015504 0.907801418439716 0.915921288014311 0.000362529222937994
"217" 217 0.120494294372024 0.0500393243131408 0.113790970933828 0.0319645205471808 0.996296296296296 0.948853615520282 0.927586206896552 0.000202477545123826
"218" 218 0.187274909963986 0.0680225029559849 0.122448979591837 0.0371922307029498 1 0.947368421052632 1 NA
"219" 219 0.187655550024888 0.065574448565242 0.220160791589363 0.0502868441564242 0.997971602434077 0.964705882352941 0.942528735632184 0.000183514666818376
"220" 220 0.127896844016795 0.0557688323020459 0.0902906617192331 0.0321703914423952 0.994949494949495 0.951690821256039 0.895454545454546 0.00025178851937417
"221" 221 0.173488750338845 0.0610730744074382 0.11873840445269 0.0337286261294183 0.996428571428571 0.93 0.948979591836735 0.000236588127421374
"222" 222 0.202507232401157 0.066408159601713 0.20160791589363 0.0451861717225685 0.995918367346939 0.938461538461538 0.933673469387755 0.000276729868588385
"223" 223 0.181446624451307 0.0634475546802866 0.124922696351268 0.0353933061304023 0.992424242424242 0.909722222222222 0.916083916083916 0.000372430414239378
"224" 224 0.231521690562081 0.0649026504350183 0.186765615337044 0.0423668265463496 0.995553359683794 0.932007400555042 0.934601113172542 0.000308852768102834
"225" 225 0.178044326974487 0.0629753402877426 0.252319109461967 0.0493752873711798 0.9979035639413 0.961616161616162 0.945382323733863 0.000181362171460236
"226" 226 0.14405762304922 0.0523894404001988 0.14100185528757 0.0328118234770893 1 0.962962962962963 1 NA
"227" 227 0.140120644531104 0.0498382257801558 0.133580705009276 0.0388023708181302 0.993827160493827 0.941520467836257 0.894444444444444 0.000292562655078637
"228" 228 0.137036487901934 0.061515070958882 0.160791589363018 0.0445892295380487 0.99867374005305 0.965384615384615 0.961685823754789 0.000121944917153747
"229" 229 0.141865288088726 0.0505291095791245 0.115027829313544 0.0333951762523191 0.998529411764706 0.974175035868006 0.943055555555556 0.000132020937122171
"230" 230 0.187701504291922 0.0691333884086497 0.110080395794681 0.0361434288633455 0.997727272727273 0.934042553191489 0.965542521994135 0.000194071553735259
"231" 231 0.0991067613486072 0.0423241585530229 0.0816326530612245 0.0274759931757587 0.993265993265993 0.924764890282132 0.910493827160494 0.000262800972755549
"232" 232 0.163597822020865 0.0591153004894792 0.143475572047001 0.0374755999737814 0.997967479674797 0.974206349206349 0.921200750469043 0.00016924081765389
"233" 233 0.24073800643252 0.0717383102073782 0.164502164502165 0.0413548010996119 0.997333333333333 0.935 0.958974358974359 0.000236905895846887
"234" 234 0.238663680631177 0.0631844705433953 0.200371057513915 0.041192569437584 0.995941558441558 0.935213414634146 0.937356760886173 0.000322739929097933
"235" 235 0.181854920185896 0.0616557380588483 0.137291280148423 0.0367683628972251 0.990196078431373 0.935185185185185 0.848739495798319 0.000444840224100618
"236" 236 0.141656662665066 0.0593273257929928 0.126159554730983 0.03552307090358 1 0.955555555555556 1 NA
"237" 237 0.062874070491506 0.0296709911020932 0.123685837971552 0.0372753525306202 0.992857142857143 0.926666666666667 0.902597402597403 0.000212153680909862
"238" 238 0.0768307322929172 0.0353065632271586 0.0853432282003711 0.0315513597174591 1 0.884615384615385 1 NA
"239" 239 0.100840336134454 0.0396064750908967 0.137291280148423 0.0377686843515584 1 1 0.928571428571429 NA
"240" 240 0.0840336134453782 0.0375158426913864 0.0766852195423624 0.0261955347346811 1 1 0.92 NA
"241" 241 0.189803943184296 0.066135493546099 0.160791589363018 0.0404999755856379 0.999325236167341 0.973701512163051 0.974342105263158 0.000100206908654214
"242" 242 0.0747964210314668 0.030660908136562 0.0952380952380952 0.0297863091174347 0.995098039215686 0.918552036199095 0.939814814814815 0.000185936755274976
"243" 243 0.119174942704354 0.0501327347945806 0.117501546072975 0.0324588098585474 0.987179487179487 0.885057471264368 0.888461538461538 0.00041788890063132
"244" 244 0.250829743662171 0.0673062333311467 0.184291898577613 0.0411219462816947 0.995495495495496 0.918918918918919 0.944444444444444 0.000329127080203933
"245" 245 0.0576230492196879 0.0412907653770138 0.12987012987013 0.0406533933724245 1 0.947368421052632 1 NA
"246" 246 0.0628908279729802 0.0323979736465249 0.0729746444032158 0.0266802621120172 0.992592592592593 0.930555555555556 0.893333333333333 0.000217374942381897
"247" 247 0.139255702280912 0.0524427629996506 0.148423005565863 0.0388932472619093 1 1 0.925 NA
"248" 248 0.12052629816867 0.0553896696308196 0.11873840445269 0.0381379666798971 0.996031746031746 0.972868217054264 0.853741496598639 0.0002208258246445
"249" 249 0.0936374549819928 0.0390132275961809 0.152133580705009 0.0379216701643759 1 1 1 NA
"250" 250 0.248449147100701 0.0780026761316028 0.162028447742733 0.0426856074719205 0.99537037037037 0.918803418803419 0.942982456140351 0.000332928024322524
"251" 251 0.0168067226890756 0.0168067226890756 0.0791589363017935 0.0249248387462628 NA NA NA NA
"252" 252 0.262304692606886 0.0735055927481587 0.183055040197897 0.040923150484814 0.997712542889821 0.950944767441861 0.953369763205829 0.000227494836778958
"253" 253 0.134881978269015 0.0513858915961362 0.139764996907854 0.0376288391634431 0.996825396825397 0.969135802469136 0.897142857142857 0.000197310158318105
"254" 254 0.14451640528823 0.0409183981066256 0.158317872603587 0.0360740121411134 0.996825396825397 0.951515151515152 0.93452380952381 0.000205935948360236
"255" 255 0.223984921071232 0.0689990773730226 0.180581323438466 0.0434081313256273 0.996894409937888 0.951581027667984 0.935860058309038 0.000248716664317342
"256" 256 0.190968135929618 0.0626258897694252 0.162028447742733 0.0389564325616744 0.993233082706767 0.914819944598338 0.920557491289199 0.000357493355856602
"257" 257 0.134684010590538 0.0568219137027932 0.137291280148423 0.0389032307107974 0.998290598290598 0.973333333333333 0.935897435897436 0.000139852991994386
"258" 258 0.0936374549819928 0.043749576678845 0.164502164502165 0.0435502249449127 1 0.962962962962963 1 NA
"259" 259 0.0964077938867855 0.0381316156914477 0.152133580705009 0.040764397340971 0.996168582375479 0.896551724137931 0.962962962962963 0.000186711188677225
"260" 260 0.159203004422306 0.0592645540627649 0.184291898577613 0.0450860556831265 0.995354239256678 0.94905869324474 0.908801696712619 0.00026435268305562
"261" 261 0.259896190006848 0.0721690744820451 0.192949907235622 0.0436622193257553 0.997720364741641 0.963316214233309 0.937857142857143 0.000225792536530699
"262" 262 0.0936374549819928 0.0456105880901183 0.16573902288188 0.0453149012176371 1 0.923076923076923 1 NA
"263" 263 0.0680999672596311 0.0333908207492744 0.100185528756957 0.0291117845080683 0.987179487179487 0.916666666666667 0.846153846153846 0.00031725300770828
"264" 264 0.0840336134453782 0.0348909871275162 0.119975262832406 0.0303870861116568 1 1 1 NA
"265" 265 0.0936374549819928 0.0397671332494753 0.123685837971552 0.0334075073213806 1 0.916666666666667 1 NA
"266" 266 0.120494294372024 0.0519173106106078 0.12987012987013 0.0353826649271987 0.996296296296296 0.905723905723906 0.960714285714286 0.000202477545123826
"267" 267 0.177671068427371 0.0664270089182227 0.174397031539889 0.0440606385418847 1 0.95 1 NA
"268" 268 0.1968787515006 0.0656759189853618 0.192949907235622 0.0444729546501006 1 0.977272727272727 1 NA
"269" 269 0.211537246477538 0.0699656254435512 0.236239950525665 0.049104032581497 0.998805256869773 0.938271604938272 0.980645161290323 0.000144183102923137
"270" 270 0.15513897866839 0.0633801892657256 0.15460729746444 0.0399655895802264 0.990476190476191 0.928571428571429 0.866666666666667 0.000407442420273197
"271" 271 0.139255702280912 0.0638799317612657 0.111317254174397 0.038922282911539 1 0.928571428571429 1 NA
"272" 272 0.163265306122449 0.0588943870801825 0.19047619047619 0.0462769686419608 1 0.969230769230769 1 NA
"273" 273 0.16681076575708 0.0650617965525126 0.168212739641311 0.0410299831272628 0.993138936535163 0.923444976076555 0.910377358490566 0.000366731138737366
"274" 274 0.109082094376212 0.047164730159065 0.0890538033395176 0.0309697543977762 0.990476190476191 0.904347826086957 0.9004329004329 0.000331032237170185
"275" 275 0.161184155570777 0.0653853878745299 0.138528138528139 0.0409576430741573 0.998015873015873 0.931481481481481 0.971042471042471 0.000165380585898823
"276" 276 0.210489114938827 0.0640574134351522 0.221397649969079 0.044859977673124 0.992372234935164 0.912982456140351 0.91234221598878 0.000415740932032009
"277" 277 0.115246098439376 0.0491197682552383 0.123685837971552 0.0323203843815099 1 0.928571428571429 1 NA
"278" 278 0.172869147659064 0.0579555565913779 0.175633889919604 0.0434341488883203 1 0.939393939393939 1 NA
"279" 279 0.142536517712675 0.0563803087704243 0.138528138528139 0.0382513480757401 0.993827160493827 0.941520467836257 0.894444444444444 0.00030537698573582
"280" 280 0.161253847786088 0.0585788156832264 0.168212739641311 0.0376335298884078 0.997584541062802 0.956018518518518 0.945080091533181 0.000186129133107942
"281" 281 0.238357181312636 0.0734269935005917 0.184291898577613 0.0446011042017689 0.997222222222222 0.944736842105263 0.94973544973545 0.000241359584875533
"282" 282 0.0936374549819928 0.0444231743461478 0.10760667903525 0.0334036323330401 1 0.96 1 NA
"283" 283 0.130089873787353 0.0588009739163837 0.188002473716759 0.0444147030561554 0.996632996632997 0.944178628389155 0.93968253968254 0.000200111709263723
"284" 284 0.161947607325759 0.0593402316281448 0.158317872603587 0.0429173817511378 0.993311036789298 0.913846153846154 0.922360248447205 0.000329513056512547
"285" 285 0.195298372513562 0.0654879694653559 0.218923933209647 0.0463046781101994 0.995798319327731 0.929411764705882 0.94047619047619 0.000275494725747465
"286" 286 0.257584200789069 0.0800891318921705 0.189239332096475 0.0442461376407608 0.997354497354497 0.952020202020202 0.944862155388471 0.000257560685664471
"287" 287 0.11583110401521 0.0544544435933895 0.108843537414966 0.0365639205687465 0.994949494949495 0.938095238095238 0.918414918414918 0.000240683033322061
"288" 288 0.259935142888324 0.0650472339413796 0.179344465058751 0.0403943631421585 0.997570850202429 0.967792615868028 0.924577861163227 0.00023453836324237
"289" 289 0.0408163265306122 0.0274102341569327 0.103896103896104 0.0288841216847323 1 1 1 NA
"290" 290 0.159526898007525 0.060390221864923 0.124922696351268 0.0375236132474437 0.993333333333333 0.955128205128205 0.851428571428571 0.000335862861818041
"291" 291 0.105642256902761 0.049650349302588 0.101422387136673 0.0315823013847958 1 1 0.928571428571429 NA
"292" 292 0.190217801406277 0.0615119791177143 0.155844155844156 0.0392042535399807 0.997150997150997 0.944669365721997 0.948509485094851 0.00021801381413204
"293" 293 0.120048019207683 0.0460128712187759 0.163265306122449 0.04103457184093 1 0.896551724137931 1 NA
"294" 294 0.177671068427371 0.0516371427091433 0.136054421768707 0.0324685971450182 1 0.924528301886792 1 NA
"295" 295 0.0963250972030603 0.0455291850385527 0.108843537414966 0.031447876223969 0.99702380952381 0.957142857142857 0.930555555555556 0.00015950959918757
"296" 296 0.0408163265306122 0.0271926891766125 0.0952380952380952 0.0367862815156609 1 1 1 NA
"297" 297 0.218809173153798 0.0710495615727021 0.197897340754484 0.0439609038035652 0.998529411764706 0.97 0.950980392156863 0.000165937941086253
"298" 298 0.255468263254669 0.0763287442053538 0.244897959183673 0.0505035424343799 0.996216897856242 0.949519230769231 0.925058548009368 0.000296858519002695
"299" 299 0.268365410680401 0.0720767537680704 0.207792207792208 0.0427470413011826 0.993073593073593 0.939393939393939 0.885714285714286 0.000433929946749802
"300" 300 0.178001312048983 0.0547561076997547 0.206555349412492 0.0432182187365663 0.998144712430427 0.9547471162378 0.959001782531194 0.000168539173666072
"301" 301 0.185328930587822 0.0715036961183112 0.160791589363018 0.0442043617269841 0.997545008183306 0.937692307692308 0.96059889676911 0.000201820937524789
"302" 302 0.103241296518607 0.0470434530910041 0.113790970933828 0.0314254161261932 1 0.947368421052632 1 NA
"303" 303 0.177026321550664 0.0642945152634071 0.133580705009276 0.0390815933865311 0.990079365079365 0.913919413919414 0.884751773049645 0.000442830055537246
"304" 304 0.187706418973119 0.0608742156428092 0.131106988249845 0.0352904179109286 0.997701149425287 0.935344827586207 0.964444444444444 0.00019542130218214
"305" 305 0.159972560452753 0.0602583300969283 0.11873840445269 0.0344576197511545 0.990566037735849 0.921052631578947 0.880503144654088 0.00045027520452486
"306" 306 0.175270108043217 0.0623367605189246 0.204081632653061 0.0471059088698385 1 0.955555555555556 1 NA
"307" 307 0.130961475499291 0.0476216742472627 0.11873840445269 0.0324134598352011 0.99 0.883928571428571 0.913846153846154 0.000374843711937186
"308" 308 0.110718914431444 0.0472330097689078 0.192949907235622 0.0406403652477785 0.997518610421836 0.926267281105991 0.966346153846154 0.000155418560609675
"309" 309 0.189675870348139 0.062866939470546 0.164502164502165 0.0425762957443303 1 0.921052631578947 1 NA
"310" 310 0.0771799628942486 0.0393140592409621 0.0742115027829314 0.0280759098147305 0.995475113122172 0.92436974789916 0.94017094017094 0.000180290083917916
"311" 311 0.0816326530612245 0.0306334581573763 0.11873840445269 0.0333581556955648 1 0.916666666666667 1 NA
"312" 312 0.175270108043217 0.0601054415066328 0.180581323438466 0.0430126966147923 1 1 0.9375 NA
"313" 313 0.139255702280912 0.0634133481407019 0.162028447742733 0.0443279785571818 1 0.945454545454545 1 NA
"314" 314 0.151424383404499 0.0522271056211096 0.14100185528757 0.0364878866045868 0.998917748917749 0.964472309299895 0.96953781512605 0.00011498079548817
"315" 315 0.108646810679579 0.0403761422160814 0.179344465058751 0.0428210302965137 0.994444444444444 0.917948717948718 0.932291666666667 0.000245721703588369
"316" 316 0.257531654032482 0.0728935172439398 0.238713667285096 0.0469758246467452 0.997557997557998 0.966863905325444 0.926303854875283 0.000233977569412954
"317" 317 0.163948424558108 0.0658491398968951 0.122448979591837 0.0367299364218712 0.995833333333333 0.948412698412698 0.919230769230769 0.0002514041590638
"318" 318 0.187640681272509 0.0571125959339182 0.179344465058751 0.0398133638866344 0.998050682261209 0.964218455743879 0.945521698984303 0.000179148593530375
"319" 319 0.158815526210484 0.0539497039425968 0.157081014223871 0.0381024658027195 0.997782705099778 0.95440084835631 0.951374207188161 0.000175137506857479
"320" 320 0.0960384153661465 0.0393675865434291 0.117501546072975 0.0300741138260483 1 1 1 NA
"321" 321 0.243382024342584 0.0697408170096949 0.184291898577613 0.0429330081598283 0.996363636363636 0.948917748917749 0.928813559322034 0.000284836653065426
"322" 322 0.141656662665066 0.053316525097503 0.153370439084725 0.0402516537581649 1 1 1 NA
"323" 323 0.125729164905399 0.0551230324843361 0.122448979591837 0.0342345707834766 0.993006993006993 0.922077922077922 0.91025641025641 0.000295833818497214
"324" 324 0.123150692941933 0.0427703516371252 0.123685837971552 0.0353503892087342 0.994301994301994 0.94579945799458 0.894871794871795 0.000271685582592837
"325" 325 0.243172477904811 0.0720407248114863 0.150896722325294 0.0399700060741617 0.997222222222222 0.94973544973545 0.944736842105263 0.00024429104470587
"326" 326 0.0912364945978391 0.0455626888644431 0.12987012987013 0.0349408913865938 1 1 1 NA
"327" 327 0.147254553995511 0.0541046881829712 0.134817563388992 0.0341092194616151 0.994594594594595 0.943589743589744 0.904176904176904 0.000277132824426871
"328" 328 0.0918614020950846 0.0414626816419082 0.0853432282003711 0.0288241694031058 0.993197278911565 0.926984126984127 0.906832298136646 0.000251559761009225
"329" 329 0.242699925158348 0.069886703635697 0.202844774273346 0.046675002971431 0.999163879598662 0.980311730926989 0.957532051282051 0.000127324027753907
"330" 330 0.219744514606763 0.0637962181299392 0.202844774273346 0.0407017057362931 0.994279176201373 0.896800825593395 0.944565217391304 0.000352782742451238
"331" 331 0.0843580675513449 0.0399735552297228 0.0705009276437848 0.0233092466199221 0.996153846153846 0.925 0.948717948717949 0.000172152777569152
"332" 332 0.146458583433373 0.0514422560942834 0.180581323438466 0.04411802395965 1 1 0.962962962962963 NA
"333" 333 0.0963059318434895 0.0443235621150215 0.0964749536178108 0.0289573635951104 0.997222222222222 0.94973544973545 0.944736842105263 0.00015297158982692
"334" 334 0.127660067242331 0.0530257961533888 0.15460729746444 0.0439279657578666 0.996794871794872 0.920118343195266 0.959876543209877 0.00019187905455439
"335" 335 0.202131859455191 0.0776425538999942 0.180581323438466 0.0501180707099594 0.997767857142857 0.947033898305085 0.957857142857143 0.000200772027551157
"336" 336 0.151649849128841 0.0499700209362019 0.153370439084725 0.033046257888538 0.997432605905006 0.947560975609756 0.951040391676867 0.000186097705159981
"337" 337 0.243610647473685 0.0771481601410301 0.220160791589363 0.048140528739098 0.995428571428571 0.941621621621622 0.921693121693122 0.000329561847057762
"338" 338 0.0456182472989196 0.031623924888625 0.0940012368583797 0.0291888901898031 1 1 0.923076923076923 NA
"339" 339 0.142980556708665 0.0552571749655417 0.17687074829932 0.0398665318889237 0.990740740740741 0.914529914529915 0.891666666666667 0.000377496874799928
"340" 340 0.144291863086698 0.0491925130939012 0.138528138528139 0.0345830693555336 0.998376623376623 0.976190476190476 0.931818181818182 0.000141274916177428
"341" 341 0.197277291483395 0.0625569440461289 0.205318491032777 0.0456656834285996 0.997979797979798 0.968627450980392 0.935606060606061 0.000186281682682714
"342" 342 0.0888355342136855 0.0437815077672515 0.0915275200989487 0.0284489837014196 1 1 0.966666666666667 NA
"343" 343 0.185189703550079 0.0630299558702047 0.108843537414966 0.0333652103970702 0.998294970161978 0.960623461853979 0.956699346405229 0.000164118048376697
"344" 344 0.100840336134454 0.0412230200231383 0.0791589363017935 0.0248624390975853 NA NA NA NA
"345" 345 0.223719545621717 0.0725420412334817 0.220160791589363 0.0474580828280337 0.998076923076923 0.954044117647059 0.958153846153846 0.000195034311686416
"346" 346 0.253226290516206 0.072895208078295 0.192949907235622 0.0453377481957539 0.995555555555556 0.945147679324895 0.918974358974359 0.000331795138615724
"347" 347 0.212084833933573 0.0685066327793163 0.171923314780458 0.0439633129355644 0.99622641509434 0.942857142857143 0.933962264150943 0.000271180228291236
"348" 348 0.0816326530612245 0.0492263419718798 0.0964749536178108 0.0317710226765385 1 0.944444444444444 1 NA
"349" 349 0.163639767833739 0.0596328492547226 0.19047619047619 0.0433299849039127 0.997711670480549 0.956140350877193 0.947826086956522 0.000181732218897164
"350" 350 0.270960292513952 0.0742838877283024 0.215213358070501 0.0455428552391919 0.992424242424242 0.909722222222222 0.916083916083916 0.000455627746243083
"351" 351 0.159890983420395 0.058907957097833 0.159554730983302 0.0378620419300912 0.991071428571429 0.940677966101695 0.849489795918367 0.000440852198502451
"352" 352 0.188089148702959 0.0569342846906858 0.123685837971552 0.0323203843815099 0.995670995670996 0.950413223140496 0.912698412698413 0.000293385398674567
"353" 353 0.173033004671063 0.0583174108033627 0.157081014223871 0.0390686435361278 0.99905303030303 0.955615942028985 0.978664192949907 0.000114964231311621
"354" 354 0.168242479473541 0.0609356515859167 0.127396413110699 0.0368936104683994 0.998958333333333 0.978571428571429 0.951388888888889 0.000119428597624363
"355" 355 0.178792021540477 0.0525384693537466 0.11873840445269 0.0303851497281063 0.993730407523511 0.929618768328446 0.910919540229885 0.000361227926313679
"356" 356 0.209248521773299 0.0628318737603925 0.180581323438466 0.0418782055734016 0.998255813953488 0.973908111174135 0.933152173913044 0.000176774994649329
"357" 357 0.153004141137723 0.0512530852042709 0.166975881261596 0.0379849226016611 0.988603988603989 0.88974358974359 0.896640826873385 0.000447881282885738
"358" 358 0.120494294372024 0.0436529534205006 0.136054421768707 0.0384685440987399 0.996296296296296 0.927586206896552 0.948853615520282 0.000202477545123826
"359" 359 0.0936374549819928 0.039916205716019 0.139764996907854 0.0361121589707656 1 1 0.896551724137931 NA
"360" 360 0.18516577901879 0.066606889420482 0.202844774273346 0.0489809372741465 0.998423955870764 0.957671957671958 0.962765957446808 0.000156704024687341
"361" 361 0.2120418059697 0.0623672479176359 0.188002473716759 0.0423743254192987 0.996428571428571 0.942567567567568 0.93781512605042 0.000262040838896225
"362" 362 0.127250900360144 0.0486426838465345 0.113790970933828 0.0325901486067496 1 1 0.92 NA
"363" 363 0.182985553772071 0.0620252180737112 0.170686456400742 0.0411376825785125 0.997198879551821 0.941798941798942 0.951871657754011 0.000217210443460839
"364" 364 0.23961973453349 0.075433587043484 0.178107606679035 0.0452442103445245 0.991967871485944 0.925093632958802 0.892771084337349 0.000528984466239568
"365" 365 0.192349667139583 0.0626871434653079 0.147186147186147 0.040662655277085 0.998581560283688 0.957823129251701 0.96636925188744 0.000150689942984637
"366" 366 0.18071744826963 0.0698471928026076 0.175633889919604 0.0430028462534745 0.996428571428571 0.945762711864407 0.934151785714286 0.000251469431150034
"367" 367 0.130348913759052 0.0468895691983522 0.126159554730983 0.0305889548462138 0.994652406417112 0.911764705882353 0.939393939393939 0.000264641552141997
"368" 368 0.146458583433373 0.0632492307195931 0.131106988249845 0.0391706203730837 NA NA NA NA
"369" 369 0.0816326530612245 0.0344653331363877 0.126159554730983 0.0339123436990478 1 1 1 NA
"370" 370 0.108535441511457 0.0429262122618919 0.14100185528757 0.0368268860757697 0.99546485260771 0.908902691511387 0.95021645021645 0.000215381085555462
"371" 371 0.137729213090987 0.0599489077527736 0.0952380952380952 0.03549689068591 0.993650793650794 0.93993993993994 0.894285714285714 0.000294690602895817
"372" 372 0.136854741896759 0.0529152970872996 0.152133580705009 0.0351584556836808 1 1 0.95 NA
"373" 373 0.194604983916392 0.0639668449036834 0.180581323438466 0.0402902263447757 0.999346405228758 0.977621483375959 0.970793650793651 9.98262290279948e-05
"374" 374 0.0823363828289937 0.03316126195808 0.0977118119975263 0.0281583600236665 0.991452991452991 0.920634920634921 0.892307692307692 0.000272604736040911
"375" 375 0.110930715898694 0.0584284337061117 0.138528138528139 0.0418208419935517 0.995614035087719 0.945833333333333 0.919028340080972 0.000213792018939577
"376" 376 0.149592842062934 0.0577971303800187 0.185528756957328 0.0425417324560664 0.995098039215686 0.939814814814815 0.918552036199095 0.000262954281053518
"377" 377 0.188184011468665 0.0557928950186007 0.215213358070501 0.0465548378014574 0.995169082125604 0.934240362811791 0.926536731634183 0.000293948063670975
"378" 378 0.149207346489998 0.0544544652933823 0.133580705009276 0.0323393120132406 0.997668997668998 0.940659340659341 0.960718294051627 0.000173854874300955
"379" 379 0.0912364945978391 0.0421781201514186 0.0964749536178108 0.0294361900420898 1 1 0.96969696969697 NA
"380" 380 0.0600240096038415 0.0286930519207866 0.08286951144094 0.0271628379918117 1 0.9375 1 NA
"381" 381 0.135056713268267 0.049067793543331 0.147186147186147 0.0364314030246707 0.995535714285714 0.961206896551724 0.884920634920635 0.000240804339975932
"382" 382 0.229298068433723 0.0717449338531683 0.20160791589363 0.043718512689782 0.994736842105263 0.945 0.904306220095694 0.000343484995548615
"383" 383 0.267695037881373 0.0772018861707911 0.213976499690785 0.0469246931182643 0.995560488346282 0.940251572327044 0.925696594427245 0.000332202534459112
"384" 384 0.173333433642033 0.0627551563964388 0.202844774273346 0.0439673278622181 0.997321428571429 0.927740863787375 0.962931034482759 0.000204353028555244
"385" 385 0.303625099674906 0.0789200312491462 0.205318491032777 0.0472702513004988 0.996363636363636 0.945914844649022 0.932765957446808 0.000317208764331947
"386" 386 0.189675870348139 0.0632437067693014 0.16573902288188 0.0423009460585516 1 0.96 1 NA
"387" 387 0.201680672268908 0.0707367100247598 0.12987012987013 0.0379663298826805 NA NA NA NA
"388" 388 0.0432172869147659 0.0210309976565682 0.113790970933828 0.0310274573488687 1 0.923076923076923 1 NA
"389" 389 0.22111654579187 0.0699041628146886 0.150896722325294 0.0419792442024637 0.998968008255934 0.973353443941679 0.961271102284012 0.000136026189846172
"390" 390 0.180072028811525 0.0639031715159308 0.166975881261596 0.041502507432687 1 0.911111111111111 1 NA
"391" 391 0.185841876017423 0.0680071882469365 0.132343846629561 0.0375047918385113 0.994791666666667 0.936274509803922 0.918269230769231 0.000306028711737392
"392" 392 0.221602049543565 0.0666469120113375 0.185528756957328 0.04651842415662 0.996779388083736 0.942161339421613 0.944317315026697 0.000265452942986925
"393" 393 0.158960135778449 0.0589717982727005 0.157081014223871 0.0388693370733627 0.996875 0.964717741935484 0.911428571428571 0.000213068221503203
"394" 394 0.12756202725589 0.0550837203728724 0.12987012987013 0.0345384642547282 0.997560975609756 0.973809523809524 0.906873614190687 0.000167637339006657
"395" 395 0.105642256902761 0.0484393565920191 0.162028447742733 0.0417659355108346 1 1 0.96875 NA
"396" 396 0.137231233621372 0.0551578872346922 0.147186147186147 0.0421630155471088 0.997256515775034 0.961640211640212 0.928480204342273 0.000182368125048491
"397" 397 0.112845138055222 0.0482532765110413 0.0779220779220779 0.0276693306787773 1 1 1 NA
"398" 398 0.214809477268406 0.0657386889637899 0.200371057513915 0.0433245528348774 0.994767441860465 0.929891304347826 0.925365062195782 0.000326551952950144
"399" 399 0.199957534034022 0.0593160179238733 0.159554730983302 0.0384725206973366 0.996610169491525 0.963934426229508 0.906009244992296 0.00025008834560362
"400" 400 0.133026183446352 0.0512642753594113 0.0952380952380952 0.0282334847318467 0.992682926829268 0.902439024390244 0.925 0.00033236066551752
"401" 401 0.154354413693324 0.0504994163272975 0.175633889919604 0.0383840206300204 0.995510662177329 0.938624338624339 0.926854754440961 0.000253701580625938
"402" 402 0.108043217286915 0.0425923178475809 0.132343846629561 0.0336633190579323 1 0.925 1 NA
"403" 403 0.180072028811525 0.0601693464015991 0.139764996907854 0.0383241905820777 1 0.950819672131147 1 NA
"404" 404 0.163908082918207 0.057274885004769 0.184291898577613 0.0435793981748382 0.996078431372549 0.940740740740741 0.933823529411765 0.000242044454438969
"405" 405 0.0696278511404562 0.0304647720058812 0.115027829313544 0.030730584462222 1 0.916666666666667 1 NA
"406" 406 0.185481088987319 0.0648113290157076 0.189239332096475 0.0433953878726707 0.996726677577741 0.956043956043956 0.925531914893617 0.000233623234122273
"407" 407 0.177671068427371 0.0636882230664428 0.143475572047001 0.038979081740074 1 1 0.941176470588235 NA
"408" 408 0.12073400788887 0.0458846993809219 0.152133580705009 0.0341271549825326 0.994318181818182 0.883838383838384 0.951086956521739 0.000261924020497469
"409" 409 0.117872868917241 0.0562334586067804 0.155844155844156 0.0434872197464813 0.998084291187739 0.964814814814815 0.945553539019964 0.000138286006918859
"410" 410 0.236670106639147 0.07051662827259 0.159554730983302 0.0406707577134574 0.994186046511628 0.929347826086957 0.917710196779964 0.000364807648312913
"411" 411 0.0792316926770708 0.0387616716345029 0.143475572047001 0.0378468092606165 1 1 1 NA
"412" 412 0.157153770599149 0.0589362097139532 0.14100185528757 0.0400206137019041 0.993055555555556 0.916666666666667 0.916666666666667 0.000331171376106869
"413" 413 0.254501800720288 0.0726854760230952 0.196660482374768 0.0473600362694737 1 0.955882352941177 1 NA
"414" 414 0.163265306122449 0.0512364011804774 0.138528138528139 0.0326896563389842 1 0.914285714285714 1 NA
