"transectID" "date" "species" "indivID" "perpDist_m" "clusterSize" "flowers/fruit" "no flowers/fruit" "heightClass" "section" "notes" "obsID"
"446" 36069 2021-11-02 "Stackhousia monogyna" 56 1.72 1 2 NA NA 1 NA 446
"447" 36069 2021-11-02 "Stackhousia monogyna" 58 1.67 1 1 NA NA 1 NA 447
"448" 36069 2021-11-02 "Stackhousia monogyna" 126 0.17 NA 0 NA NA 2 NA 448
"449" 36069 2021-11-02 "Stackhousia monogyna" 57 1.68 1 1 NA NA 1 NA 449
"450" 36069 2021-11-02 "Stackhousia monogyna" 124 0.26 NA 0 NA NA 2 NA 450
"451" 36069 2021-11-02 "Stackhousia monogyna" 125 0.23 NA 0 NA NA 2 NA 451
"452" 36069 2021-11-02 "Stackhousia monogyna" 130 0.1 NA 0 NA NA 2 NA 452
"453" 36069 2021-11-02 "Stackhousia monogyna" 123 0.14 NA 1 NA NA 2 NA 453
"454" 36069 2021-11-02 "Stackhousia monogyna" 128 0.06 NA 0 NA NA 2 NA 454
"455" 36069 2021-11-02 "Stackhousia monogyna" 129 0.15 NA 0 NA NA 2 NA 455
"456" 36069 2021-11-02 "Stackhousia monogyna" 54 1.97 1 1 NA NA 1 NA 456
"457" 36069 2021-11-02 "Stackhousia monogyna" 55 1.96 1 1 NA NA 1 NA 457
"458" 36069 2021-11-02 "Stackhousia monogyna" 136 0.06 NA 0 NA NA 2 NA 458
"459" 36069 2021-11-02 "Stackhousia monogyna" 137 0.03 NA 0 NA NA 2 NA 459
"460" 36069 2021-11-02 "Stackhousia monogyna" 138 0.21 NA 0 NA NA 2 NA 460
"461" 36069 2021-11-02 "Stackhousia monogyna" 139 0.17 NA 2 NA NA 2 NA 461
"462" 36069 2021-11-02 "Stackhousia monogyna" 127 0.25 NA 0 NA NA 2 NA 462
"463" 36069 2021-11-02 "Stackhousia monogyna" 141 0.42 NA 1 NA NA 2 NA 463
"464" 36069 2021-11-02 "Stackhousia monogyna" 142 0.34 NA 0 NA NA 2 NA 464
"465" 36069 2021-11-02 "Stackhousia monogyna" 143 0.36 NA 0 NA NA 2 NA 465
"466" 36069 2021-11-02 "Stackhousia monogyna" 131 0.22 NA 0 NA NA 2 NA 466
"467" 36069 2021-11-02 "Stackhousia monogyna" 132 0.28 NA 0 NA NA 2 NA 467
"468" 36069 2021-11-02 "Stackhousia monogyna" 133 0.44 NA 0 NA NA 2 NA 468
"469" 36069 2021-11-02 "Stackhousia monogyna" 134 0.44 NA 0 NA NA 2 NA 469
"470" 36069 2021-11-02 "Stackhousia monogyna" 135 0.53 NA 1 NA NA 2 NA 470
"471" 36069 2021-11-02 "Stackhousia monogyna" 149 0.65 NA 0 NA NA 2 NA 471
"472" 36069 2021-11-02 "Stackhousia monogyna" 150 0.9 NA 0 NA NA 2 NA 472
"473" 36069 2021-11-02 "Stackhousia monogyna" 151 0.34 NA 0 NA NA 2 NA 473
"474" 36069 2021-11-02 "Stackhousia monogyna" 152 0.04 NA 1 NA NA 2 NA 474
"475" 36069 2021-11-02 "Stackhousia monogyna" 140 0.31 NA 1 NA NA 2 NA 475
