"","n_obs","est_D","est_sigm","est_p","ER","se.ER","error"
"46",460,0.144092860484061,12.293261410198,0.899852202169536,2.5932455564698,0.0748959209815942,-0.00239639170302683
"47",438,0.148215084567513,9.18017501959195,0.832985649264909,2.46922076898646,0.138176026770869,0.00172583238042495
"48",443,0.151748936273648,8.86252527979802,0.822875033596171,2.49740822068722,0.115568551973111,0.00525968408655977
"49",444,0.154468712609704,9.34050227693195,0.810211229426057,2.50304571102737,0.121074866904362,0.0079794604226163
"50",432,0.160299384647934,9.80698344607908,0.759639792845874,2.43539582694555,0.0910764437410377,0.0138101324608461
"51",459,0.155569214528492,9.13696401844376,0.831658138138809,2.58760806612965,0.148406330907296,0.00907996234140399
"52",452,0.157344415861845,8.48526945433945,0.809735007051652,2.54814563374859,0.101396497414708,0.0108551636747575
"53",447,0.154783585853095,8.60443150794401,0.814026296186057,2.51995818204783,0.12283391595946,0.00829433366600696
"54",438,0.15132399889753,11.5483894491414,0.815872164024201,2.46922076898646,0.169968230201387,0.00483474671044154
"55",429,0.144138926727861,9.38010718243821,0.838941780276771,2.4184833559251,0.135827254640385,-0.00235032545922681
"56",437,0.128929704486121,18.9353263724332,0.955397861363866,2.46358327864631,0.115362117955413,-0.0175595477009666
"57",465,0.145734805498917,12.2617086006004,0.899384673138373,2.62143300817056,0.116254017959975,-0.000754446688170735
"58",486,0.155194387978018,11.2579793621238,0.882705986025029,2.73982030531375,0.112820253424593,0.00870513579093021
"59",419,0.141662018741615,9.20404356936219,0.833712689366636,2.36210845252358,0.108329331397646,-0.00482723344547256
"60",409,0.149261065954028,7.58215915411516,0.772382782604618,2.30573354912206,0.106666322923587,0.00277181376693952
"61",433,0.156256138938684,7.77414929253003,0.781099972732457,2.44103331728571,0.0839020700565242,0.00976688675159626
"62",478,0.159538665167582,9.57750249864942,0.844535203977654,2.69472038259253,0.0588571270922066,0.0130494129804942
"63",412,0.138634871591216,9.33705748049291,0.837684629229205,2.32264602014252,0.124504328339599,-0.00785438059587235
"64",415,0.129209460313992,12.6799577071546,0.905335602160091,2.33955849116297,0.110399852935089,-0.0172797918730956
"65",410,0.143116328259559,8.42505367988847,0.807514791488452,2.31137103946222,0.0610438949655444,-0.00337292392752886
"66",473,0.158345115276146,9.48683531825404,0.842000375648303,2.66653293089178,0.109967193453699,0.011855863089058
"67",420,0.140164885013434,9.58088952255613,0.844628789385018,2.36774594286373,0.103221509055336,-0.00632436717365434
"68",434,0.143606136897335,9.85192603845388,0.851868471810155,2.44667080762586,0.118922989006375,-0.00288311528975277
"69",481,0.157038086418234,10.3231832717426,0.863367898660965,2.71163285361299,0.111260124537504,0.0105488342311457
"70",429,0.14236931576966,9.75630769637927,0.849369593037158,2.4184833559251,0.0849841151006933,-0.00411993641742769
"71",480,0.155301435363189,10.6779606141414,0.871207454375605,2.70599536327284,0.142507013852861,0.0088121831761015
"72",464,0.154815436086645,9.58749051220533,0.844810951656795,2.61579551783041,0.15433755976045,0.00832618389955728
"73",463,0.163089488621837,8.23376811963976,0.800222641430484,2.61015802749026,0.133198758392988,0.0166002364347486
"74",474,0.16544991809275,8.42591002178419,0.807546613511748,2.67217042123193,0.0746834498556802,0.0189606659056621
"75",439,0.158177200742299,10.4505651488333,0.782305619176635,2.47485825932662,0.10953282496164,0.0116879485552105
"76",430,0.139487625903898,10.5721441283008,0.868937595918144,2.42412084626525,0.112749806803035,-0.00700162628319009
"77",481,0.161444631001981,8.51486008232568,0.839802735087461,2.71163285361299,0.115671630826937,0.0149553788148929
"78",430,0.13414107265615,12.5520826731788,0.903571440970625,2.42412084626525,0.104521868329124,-0.0123481795309383
"79",433,0.145773582489582,9.32291867708133,0.837268754597619,2.44103331728571,0.0839020700565241,-0.000715669697506388
"80",460,0.148843436180355,10.6743997546462,0.871131983719974,2.5932455564698,0.129754160871154,0.00235418399326723
"81",450,0.151987818153727,9.23217097972628,0.834563810404328,2.53687065306829,0.126561344244573,0.00549856596663881
"82",463,0.154894437599952,9.50668634530901,0.842560284260027,2.61015802749026,0.15387354065856,0.00840518541286436
"83",485,0.154322923804476,11.4317077370347,0.885864117776099,2.7341828149736,0.100570362816093,0.00783367161738757
"84",416,0.124721059066988,16.2303498660378,0.940176422108278,2.34519598150313,0.106554532860116,-0.0217681931200997
"85",415,0.140099294221642,9.24547966407509,0.83496441012105,2.33955849116297,0.0943332563515391,-0.00638995796544595
"86",433,0.142397106956974,10.0605583872566,0.857121808669638,2.44103331728571,0.152551155268574,-0.00409214523011414
"87",460,0.158197696843456,8.76561014126695,0.819621779650795,2.5932455564698,0.113592282828252,0.0117084446563678
"88",422,0.131705265860222,12.5228092492518,0.903160897935877,2.37902092354404,0.0904637168363142,-0.0147839863268656
"89",428,0.146499098050179,8.88148423057421,0.823501952468847,2.41284586558495,0.158000661571025,9.84586309077384e-06
"90",395,0.130311766491425,9.95176567747158,0.854415815361719,2.22680868435994,0.133288203568189,-0.0161774856956628
"91",460,0.146894731353494,11.2570316652728,0.882688416587693,2.5932455564698,0.139321309739526,0.000405479166405903
"92",478,0.159435322663856,9.59735488848325,0.845082613303304,2.69472038259253,0.149473248532033,0.0129460704767678
"93",429,0.126614704194589,18.8601575813546,0.955056275378662,2.4184833559251,0.150321330507022,-0.0198745479924993
"94",431,0.133020648689077,13.3034556601167,0.913301190661281,2.4297583366054,0.0748959209815942,-0.0134686034980108
"95",442,0.139421015175095,11.8888906201737,0.89361375228036,2.49177073034707,0.130304098559432,-0.00706823701199308
"96",445,0.156765081945082,8.23167904519356,0.800140940265759,2.50868320136753,0.100095224586164,0.0102758297579937
"97",425,0.142009743634797,9.54311739908331,0.84358063511686,2.39593339456449,0.161506965137578,-0.0044795085522909
"98",425,0.141320281395274,9.69351543332208,0.847696229765863,2.39593339456449,0.120713399538895,-0.00516897079181403
"99",440,0.146643554744732,9.62194159211477,0.84575682647105,2.48049574966677,0.092031058561002,0.000154302557644287
"100",443,0.145447135618313,10.1182415504945,0.858527811520813,2.49740822068722,0.119821538427879,-0.00104211656877504
"101",416,0.132912937549501,11.2323835907496,0.882230136787736,2.34519598150313,0.143700723531978,-0.0135763146375867
"102",436,0.131017026056109,15.9294676883584,0.938025332392115,2.45794578830616,0.11505177243378,-0.015472226130979
"103",436,0.143456530636585,10.0428662066546,0.85668661349856,2.45794578830616,0.116901487818508,-0.00303272155050349
"104",438,0.141263578548921,10.8106978043058,0.873976432690802,2.46922076898646,0.179782033001088,-0.00522567363816653
"105",451,0.193390471890784,7.78291345076458,0.657350933205308,2.54250814340844,0.125552871246782,0.0469012197036962
"106",428,0.143056088685328,9.53383814975803,0.843321625719946,2.41284586558495,0.177804514915381,-0.00343316350176029
"107",485,0.14914206295241,13.5898779220261,0.916637050892227,2.7341828149736,0.119423017794803,0.00265281076532187
"108",428,0.130799473470374,14.1208707357688,0.922345404598077,2.41284586558495,0.15640861109239,-0.0156897787167142
"109",447,0.156585828397618,8.34893363542979,0.804657167201908,2.51995818204783,0.165059132254745,0.0100965762105302
"110",418,0.149251806669956,7.96738033002725,0.789427952250639,2.35647096218343,0.108987429913132,0.0027625544828678
"111",420,0.1308939123828,12.6155028190735,0.904452277329465,2.36774594286373,0.109931061632959,-0.0155953398042883
"112",433,0.168194557177874,8.71510553752145,0.725657642626389,2.44103331728571,0.120317832993414,0.0217053049907858
"113",409,0.126639247345791,13.0634997104447,0.910355042945813,2.30573354912206,0.0616268207160556,-0.0198500048412968
"114",447,0.143001901050514,11.1717886608095,0.881092546160514,2.51995818204783,0.101474826122731,-0.00348735113657375
"115",405,0.133855151464365,9.89034466520445,0.852856077178802,2.28318358776146,0.133704823215577,-0.0126341007227228
"116",434,0.142828680627131,10.0355227892305,0.856505429050745,2.44667080762586,0.129570329618221,-0.00366057155995678
"117",442,0.1629605901958,9.95964207002964,0.764531696698314,2.49177073034707,0.127530697917568,0.0164713380087121
"118",448,0.140918177156753,12.0472150127027,0.896121324922686,2.52559567238798,0.110830823420631,-0.00557107503033524
"119",492,0.162184838676811,9.97851097866709,0.855087710412243,2.77364524735466,0.119589229451849,0.0156955864897226
"120",418,0.136771084099174,10.2414155720342,0.861465337393514,2.35647096218343,0.134799691214261,-0.00971816808791423
"121",476,0.164315226528567,8.67640651827331,0.816554088931526,2.68344540191223,0.148994081052604,0.0178259743414792
"122",426,0.134301496760711,11.9189716289395,0.894096842860801,2.40157088490464,0.123704060834513,-0.0121877554263765
"123",438,0.14353942765914,10.184522248717,0.860119344647965,2.46922076898646,0.151977162226541,-0.00294982452794823
"124",472,0.140954572204576,16.7881637761684,0.943884046801159,2.66089544055162,0.118722387813788,-0.00553467998251217
"125",439,0.141926944605709,10.7097066661679,0.871877523398424,2.47485825932662,0.138892935322606,-0.00456230758137899
"126",489,0.159892879832847,10.2666357883939,0.862056140090823,2.7567327763342,0.10287454501798,0.0134036276457594
"127",451,0.133544056245447,18.210513013469,0.9519360931854,2.54250814340844,0.0739349926737829,-0.0129451959416413
"128",422,0.136220815842154,10.7741350076863,0.873222241709642,2.37902092354404,0.114220061968738,-0.0102684363449343
"129",476,0.182562993204474,9.13517871210255,0.734936844212103,2.68344540191223,0.0928048036357356,0.0360737410173858
"130",455,0.150325331794597,9.9025914531043,0.853168948355929,2.56505810476904,0.136381832607891,0.00383607960750873
"131",413,0.135235985058991,10.2141455272905,0.860822476157902,2.32828351048267,0.112644054264396,-0.0112532671280971
"132",434,0.152843646897205,8.23788585043431,0.800383547924427,2.44667080762586,0.0764706395271805,0.00635439471011659
"133",420,0.130562886598079,12.7846536665793,0.906745402371709,2.36774594286373,0.115637281418361,-0.0159263655890094
"134",435,0.144925538051207,9.6329743573172,0.84605802777821,2.45230829796601,0.111545407376421,-0.00156371413588061
"135",466,0.151290155117503,10.5393486709375,0.868222554359315,2.62707049851071,0.133377588760018,0.00480090293041532
"136",446,0.14937289592945,9.47359855393407,0.841625475646939,2.51432069170768,0.110938304444843,0.00288364374236177
"137",436,0.143383175497918,10.0606841777726,0.857124896198806,2.45794578830616,0.132930061755907,-0.0031060766891701
"138",440,0.140851210414083,11.1425293844828,0.880537605028191,2.48049574966677,0.098050203691423,-0.00563804177300509
"139",449,0.141076808326845,12.1112731221031,0.897111719760415,2.53123316272813,0.104064773420235,-0.0054124438602427
"140",450,0.144192922729664,11.0976573342496,0.87967932303601,2.53687065306829,0.138176026770869,-0.00229632945742433
"141",443,0.147100559806968,9.73775494268975,0.848877877815158,2.49740822068722,0.113697153399437,0.00061130761988043
"142",445,0.133828150257942,15.8284796786762,0.937277843462776,2.50868320136753,0.100451788953503,-0.0126611019291459
"143",446,0.157520855354459,8.17964883175391,0.798091365759112,2.51432069170768,0.120812088804219,0.0110316031673712
"144",419,0.13619269395475,10.4925935681393,0.86719352702884,2.36210845252358,0.140003982556029,-0.010296558232338
"145",457,0.140375993052115,13.680572981451,0.917654446972592,2.57633308544935,0.139150118223213,-0.00611325913497263
"146",431,0.146669977802026,9.02999066371029,0.828308005843253,2.4297583366054,0.114532661172029,0.000180725614937788
"147",450,0.17041717345882,9.35669476000243,0.744311914573943,2.53687065306829,0.090683023138347,0.0239279212717324
"148",454,0.14556344892289,11.0698293679599,0.879142612162451,2.55942061442889,0.153641005580533,-0.000925803264198471
"149",430,0.145218377664434,9.23492164086423,0.83464671801624,2.42412084626525,0.0498686927489337,-0.00127087452265423
"150",441,0.144791255295194,10.1180539360114,0.85852327025493,2.48613324000692,0.0894923847514227,-0.00169799689189443
"151",427,0.163823079851569,9.23929359438594,0.734697570521149,2.4072083752448,0.0784705445292385,0.0173338276644807
"152",426,0.138460462715846,10.4947242356905,0.867240668490774,2.40157088490464,0.0914681721885752,-0.00802878947124203
"153",431,0.152557671251382,8.13577693793194,0.796340923624118,2.4297583366054,0.127810746145801,0.00606841906429409
"154",413,0.136947984362647,9.78254923037784,0.850061255489979,2.32828351048267,0.108768506163627,-0.00954126782444123
"155",448,0.146350733510021,10.3010767526177,0.862857196481028,2.52559567238798,0.0901998454424279,-0.000138518677066629
"156",427,0.140425154478538,10.0602556159662,0.857114376759582,2.4072083752448,0.155491549441867,-0.00606409770855038
"157",461,0.160222925768559,8.52058865114123,0.811020967924411,2.59888304680995,0.154723179316539,0.0137336735814709
"158",426,0.138676118121855,10.4341898917637,0.865892021434567,2.40157088490464,0.148647055041028,-0.00781313406523262
"159",453,0.156078973919142,11.6312828898993,0.818106071549315,2.55378312408874,0.113767013408117,0.00958972173205375
"160",468,0.180706681212365,9.13592178373156,0.730007728958967,2.63834547919102,0.112820253424593,0.0342174290252772
"161",472,0.166338342569074,8.22410331114251,0.799844281076279,2.66089544055162,0.0997373854978675,0.0198490903819865
"162",453,0.160039076261317,8.17388007025406,0.797862367038045,2.55378312408874,0.139463808815069,0.0135498240742295
"163",489,0.165545445402642,9.16826289549127,0.832621148117136,2.7567327763342,0.115327676360988,0.0190561932155537
"164",490,0.17950200751761,7.51983664944222,0.769453864298248,2.76237026667436,0.0938265386864467,0.0330127553305216
"165",456,0.150108001376924,10.0264852347237,0.85628200080225,2.5706955951092,0.0882856906383099,0.00361874918983646
"166",465,0.159991817917064,8.75438653173485,0.819239709348591,2.62143300817056,0.106293232158499,0.0135025657299758
"167",442,0.145732257662934,9.97157660147838,0.854913925820844,2.49177073034707,0.101982496306858,-0.00075699452415412
"168",464,0.152905430571065,9.9895532127874,0.855363837654765,2.61579551783041,0.0854502958613143,0.00641617838397723
"169",396,0.125349759324536,11.6988296440863,0.890486821326951,2.23244617470009,0.128523652648158,-0.0211394928625518
"170",453,0.143211657939895,11.7662785189364,0.891611465443874,2.55378312408874,0.0882856906383099,-0.00327759424719254
"171",431,0.143889123087311,9.56958731133833,0.844316194466988,2.4297583366054,0.111045681438307,-0.00260012909977739
"172",438,0.127830523213888,21.7368564295853,0.965818142219023,2.46922076898646,0.0761061195920486,-0.0186587289731998
"173",438,0.147028264341347,9.40663035021216,0.839709555182469,2.46922076898646,0.0824211884494593,0.000539012154259305
"174",488,0.161476465820579,9.85145949367683,0.851856421309985,2.75109528599405,0.132840375433931,0.0149872136334912
"175",454,0.148559388939875,10.2392007089678,0.86141328148056,2.55942061442889,0.158000661571025,0.00207013675278714
"176",374,0.112399235507579,15.9146190365672,0.937916249027596,2.10842138721675,0.0891365488103845,-0.0340900166795092
"177",451,0.185193570461379,8.27613835751784,0.686446116102788,2.54250814340844,0.0924187408422286,0.0387043182742914
"178",463,0.151362040364778,10.2738059435146,0.862223454837109,2.61015802749026,0.124024787483338,0.00487278817768999
"179",424,0.137698735678679,10.5266423771285,0.867944027388207,2.39029590422434,0.122380294039776,-0.00879051650840876
"180",436,0.139629097913094,11.1232341396238,0.880169615446487,2.45794578830616,0.0883306769804081,-0.00686015427399375
"181",454,0.160515832465826,10.9080282784537,0.797248649903054,2.55942061442889,0.106666322923587,0.0140265802787382
"182",427,0.141506362258339,9.80178475059336,0.850565422228193,2.4072083752448,0.0522038911049965,-0.00498288992874887
"183",469,0.160780141261412,8.84328180383228,0.822235553715656,2.64398296953117,0.0872446027660472,0.0142908890743239
"184",466,0.149300397528033,11.1036021746204,0.879793537729011,2.62707049851071,0.127903959295042,0.00281114534094479
"185",454,0.151236468268095,8.42825611489224,0.846165162324421,2.55942061442889,0.153174876392274,0.00474721608100678
"186",450,0.142648774862255,11.6229650711615,0.889201696796188,2.53687065306829,0.0898910165005442,-0.00384047732483339
"187",439,0.139103090417287,11.6449903543141,0.889577022301389,2.47485825932662,0.156789137024406,-0.00738616176980134
"188",427,0.140544385520433,10.0307397318147,0.856387242482493,2.4072083752448,0.137945829148668,-0.00594486666665536
"189",436,0.151380488194199,8.54335732260911,0.811843658858125,2.45794578830616,0.106666322923587,0.00489123600711147
"190",413,0.134637565903918,10.379136950886,0.864648545467693,2.32828351048267,0.131668894186928,-0.0118516862831698
"191",440,0.149480251236149,9.07430150362741,0.829706843932208,2.48049574966677,0.122963214854163,0.00299099904906067
"192",438,0.160977324549984,7.4673178422496,0.766946765915397,2.46922076898646,0.104939122955564,0.0144880723628957
"193",426,0.137517296900489,10.7725142089923,0.8731886602754,2.40157088490464,0.0573529796453854,-0.00897195528659933
"194",462,0.157191518062271,9.0346088914137,0.828454540441021,2.60452053715011,0.114080854041364,0.0107022658751832
"195",456,0.161915721212902,8.0739147647628,0.793837551984529,2.5706955951092,0.081109361657012,0.0154264690258143
"196",436,0.140295364249941,10.9098457538986,0.875989667031067,2.45794578830616,0.132391032477356,-0.00619388793714701
"197",467,0.152816235777763,10.2384949606935,0.861396688464288,2.63270798885087,0.171318498969473,0.00632698359067546
"198",437,0.138586255689634,11.6010657279545,0.888826697274922,2.46358327864631,0.155261437674744,-0.00790299649745363
"199",465,0.142587737359526,13.824762199374,0.919235081752079,2.62143300817056,0.0770399719455301,-0.00390151482756179
"200",448,0.148697067421135,9.75148247738559,0.8492419239295,2.52559567238798,0.0861448369189561,0.00220781523404687
"201",403,0.139704064118642,8.57880474284538,0.81311471552888,2.27190860708115,0.0886001153600837,-0.0067851880684465
"202",456,0.148523293385719,10.4131326225985,0.865418324798734,2.5706955951092,0.113136720395254,0.00203404119863104
"203",460,0.154590038430252,9.37348360587028,0.838749243742448,2.5932455564698,0.116390626723862,0.00810078624316446
"204",438,0.149190105899412,9.00592927045185,0.827541730767077,2.46922076898646,0.117173036355859,0.00270085371232437
"205",431,0.148258874931266,8.7600014875088,0.819430991140279,2.4297583366054,0.153485786474821,0.00176962274417825
"206",449,0.16818073452247,9.65591948980902,0.752533626968418,2.53123316272813,0.137513169967484,0.0216914823353817
"207",466,0.140578291953151,15.4530567694471,0.93437986121862,2.62707049851071,0.139663063261347,-0.00591096023393725
"208",443,0.152128267810873,8.80111749520985,0.820823196314845,2.49740822068722,0.0940802386682891,0.00563901562378455
"209",424,0.152517319695985,7.83144013840879,0.783614578655379,2.39029590422434,0.119423017794803,0.00602806750889709
"210",428,0.148186467969504,8.60721381754739,0.814124899070238,2.41284586558495,0.0926762947299145,0.00169721578241586
"211",453,0.154410365699253,8.98734986124995,0.826946789654907,2.55378312408874,0.142757686014673,0.00792111351216454
"212",470,0.1657924677046,8.20459150520476,0.799077454047028,2.64962045987132,0.115258762296657,0.0193032155175121
"213",457,0.156704534640897,8.83727442008402,0.822035268906943,2.57633308544935,0.129294092666177,0.0102152824538093
"214",453,0.161536911426031,7.99214483177602,0.790464266508566,2.55378312408874,0.172888143444985,0.0150476592389434
"215",425,0.143492073428322,9.24220991429378,0.834866113967375,2.39593339456449,0.116799494353269,-0.00299717875876579
"216",426,0.136356326260207,11.1470296336971,0.880623199073933,2.40157088490464,0.13635270052754,-0.0101329259268813
"217",432,0.139573661425308,10.7365885021055,0.872441047284857,2.43539582694555,0.119887829740518,-0.00691559076178005
"218",446,0.153166862874501,8.79978416775555,0.820778282103949,2.51432069170768,0.150347755985033,0.00667761068741288
"219",445,0.144862902099373,10.4337373705203,0.86588186658259,2.50868320136753,0.138463235616976,-0.0016263500877147
"220",408,0.150940188886922,7.36429304084458,0.761923009287157,2.30009605878191,0.0737197520637246,0.00445093669983421
"221",441,0.148358932443361,9.34364346143989,0.837877840943633,2.48613324000692,0.105279283079281,0.0018696802562734
"222",440,0.145024093750276,9.9830481296971,0.855201258467454,2.48049574966677,0.0980502036914229,-0.00146515843681155
"223",401,0.138897297716996,8.59745777289688,0.813778836434563,2.26063362640085,0.160024311677699,-0.00759195447009156
"224",460,0.152281651138973,9.83627901876451,0.851463566711394,2.5932455564698,0.154877158302381,0.00579239895188491
"225",446,0.147254850992851,9.92468552160974,0.853731023037655,2.51432069170768,0.0990178278288378,0.000765598805762824
"226",485,0.163181862184543,9.34002297829614,0.837771667258431,2.7341828149736,0.111687775535673,0.0166926099974548
"227",413,0.133562294542759,10.6969839566454,0.871609580553174,2.32828351048267,0.139577703328796,-0.0129269576443291
"228",454,0.16086932217943,8.1148027025766,0.795496798194427,2.55942061442889,0.143534755364723,0.0143800699923424
"229",403,0.131396593969589,10.3736361460017,0.864523401423545,2.27190860708115,0.0755297482564791,-0.0150926582174988
"230",436,0.148320148172757,9.03903148333688,0.828594704963228,2.45794578830616,0.106666322923587,0.00183089598566935
"231",458,0.156243264972336,8.96620401327677,0.826266199777204,2.5819705757895,0.129201882437403,0.00975401278524818
"232",480,0.149356171270964,12.7206128810212,0.90588669361495,2.70599536327284,0.0949210081834298,0.00286691908387612
"233",398,0.130949671251699,10.043866117426,0.856711259346244,2.24372115538039,0.0783185187916225,-0.0155395809353889
"234",445,0.146736825449236,9.96799296488072,0.854823999935658,2.50868320136753,0.115362117955413,0.000247573262147915
"235",452,0.153354195418292,9.10941180672984,0.830804017718007,2.54814563374859,0.133109253113494,0.00686494323120398
"236",434,0.140976374135708,10.5182299301443,0.867759162705738,2.44667080762586,0.12593199502238,-0.00551287805138001
"237",439,0.157798419378569,7.84452541901837,0.784183475687825,2.47485825932662,0.116492978166819,0.0113091671914805
"238",412,0.138329811037765,9.40048037856183,0.839531986170507,2.32264602014252,0.0925476073805503,-0.00815944114932271
"239",444,0.15928060587042,7.88044001163796,0.785734615130637,2.50304571102737,0.168701368588891,0.0127913536833316
"240",417,0.142874637313703,8.85697645857962,0.822690967425401,2.35083347184328,0.104597856611302,-0.00361461487338463
"241",473,0.181628673167402,8.43994880451148,0.73406166669348,2.66653293089178,0.152003299841701,0.0351394209803144
"242",416,0.13314155060809,11.1518765149065,0.88071528789925,2.34519598150313,0.113382250692648,-0.0133477015789983
"243",427,0.143922969518188,9.28962584511053,0.83628359785218,2.4072083752448,0.0677085824738462,-0.00256628266890019
"244",450,0.147911645856532,10.0785660881975,0.857562850571258,2.53687065306829,0.130730228493872,0.00142239366944424
"245",454,0.15395931668364,9.12217108230549,0.831200303287935,2.55942061442889,0.113487315349038,0.00747006449655177
"246",471,0.183893938564095,8.30564133475485,0.721953635596859,2.65525795021147,0.150558992838043,0.0374046863770068
"247",441,0.137311873890507,12.6763927463635,0.905287055505986,2.48613324000692,0.0732331477224118,-0.00917737829658144
"248",421,0.137459298158577,10.3204139835784,0.863304070731498,2.37338343320388,0.154723179316539,-0.00902995402851098
"249",460,0.151267213583056,10.0626732071194,0.857173704414782,2.5932455564698,0.113906604888119,0.00477796139596812
"250",461,0.148851022147361,9.0863360129441,0.87298125646631,2.59888304680995,0.0572142781614549,0.00236176996027293
"251",447,0.14233774836382,11.3948154560935,0.885203753401638,2.51995818204783,0.138434541546496,-0.00415150382326776
"252",456,0.13968730772291,13.9111285667161,0.920160763713958,2.5706955951092,0.0971547492847641,-0.00680194446417764
"253",433,0.142776017643735,9.96891357043825,0.85484710862883,2.44103331728571,0.0987768104462703,-0.00371323454335337
"254",455,0.156260812358434,8.79929492156309,0.820761797553332,2.56505810476904,0.136381832607891,0.00977156017134603
