simID,n_obs,est_D,est_sigm,est_p,ER,se.ER,error
2529,667,3.954390281,1.226488846,0.689454307,10.90548564,0.364095005,-0.070015872
2530,652,3.930944199,1.194051646,0.677969103,10.66023484,0.402513267,-0.093461954
2531,666,3.975744286,1.21295488,0.684723086,10.88913559,0.379503943,-0.048661867
2532,721,4.351779708,1.191974654,0.677216525,11.78838853,0.510114801,0.327373555
2533,644,3.707976181,1.288065135,0.709917884,10.52943441,0.499846749,-0.316429972
2534,655,3.963683474,1.187157255,0.675462929,10.709285,0.482018302,-0.060722679
2535,700,4.679254857,1.166618068,0.611477562,11.44503741,0.398647283,0.654848704
2536,689,3.858510894,1.202459667,0.729892122,11.26518682,0.386781824,-0.165895258
2537,675,4.086968871,1.186136543,0.675089927,11.03628607,0.391236727,0.062562719
2538,641,3.678138792,1.295716723,0.712342903,10.48038425,0.388920858,-0.34626736
2539,660,3.714163302,1.341532613,0.72634362,10.79103527,0.397721272,-0.310242851
2540,689,4.027448908,1.107837519,0.699275588,11.26518682,0.398751324,0.003042755
2541,702,4.450188307,1.107499651,0.644789429,11.47773751,0.40910074,0.425782154
2542,695,4.47959453,1.081731573,0.634169402,11.36328714,0.465082991,0.455188377
2543,685,4.067639347,1.223298627,0.68834683,11.19978661,0.419436538,0.043233194
2544,651,3.627270294,1.366467653,0.733601574,10.64388479,0.349735143,-0.397135859
2545,652,3.756182058,1.2867943,0.709512657,10.66023484,0.41602719,-0.268224094
2546,698,4.094741283,1.100589668,0.69676791,11.4123373,0.39418259,0.070335131
2547,688,4.004566101,1.264385815,0.702250661,11.24883677,0.345585607,-0.019840052
2548,664,4.051390936,1.172130893,0.66992026,10.85643548,0.429630986,0.026984784
2549,697,3.996783817,1.297239016,0.712822345,11.39598725,0.449726404,-0.027622336
2550,690,4.131032965,1.207329309,0.682730988,11.28153687,0.516320444,0.106626812
2551,639,4.033292581,1.114439462,0.647590271,10.44768415,0.424070129,0.008886429
2552,673,4.273068229,1.105002479,0.643775466,11.00358596,0.311717428,0.248662077
2553,677,3.976287285,1.245444994,0.695937277,11.06898618,0.314367633,-0.048118868
2554,673,4.257115584,1.110956925,0.646187879,11.00358596,0.469580272,0.232709431
2555,693,3.911812032,1.334082754,0.724126501,11.33058703,0.321041001,-0.112594121
2556,652,4.117710576,1.113514875,0.64721856,10.66023484,0.458405164,0.093304423
2557,648,3.892344878,1.201056211,0.68049177,10.59483463,0.434028377,-0.132061275
2558,629,3.684763773,1.250835262,0.697750538,10.28418361,0.415727958,-0.33964238
2559,672,3.878883973,1.28251874,0.708144146,10.98723591,0.47770569,-0.14552218
2560,660,3.964080824,1.201221216,0.680550911,10.79103527,0.376284029,-0.060325329
2561,636,4.263351479,1.25028642,0.609768749,10.39863399,0.444603704,0.238945326
2562,697,4.035103963,1.276032973,0.706052889,11.39598725,0.369373476,0.01069781
2563,638,3.82275177,1.205801921,0.682187513,10.43133409,0.352714012,-0.201654383
2564,671,3.783929268,1.18597568,0.724834232,10.97088586,0.409697417,-0.240476885
2565,671,4.023732889,1.204255327,0.681636068,10.97088586,0.343619491,-0.000673263
2566,708,4.094922332,1.278092641,0.706719011,11.57583784,0.496998596,0.070516179
2567,659,3.990992337,1.185720455,0.674937729,10.77468522,0.400826487,-0.033413816
2568,635,3.579048926,1.337722326,0.72521249,10.38228393,0.397083386,-0.445357227
2569,628,3.542464258,1.18530187,0.724625064,10.26783356,0.418677635,-0.481941895
2570,675,3.920331834,1.269064256,0.703785198,11.03628607,0.449767396,-0.104074318
2571,676,4.215897914,1.134161599,0.655414122,11.05263613,0.386245215,0.191491762
2572,658,4.110587003,1.131338654,0.654306499,10.75833516,0.448032204,0.08618085
2573,677,3.958899218,1.254554435,0.698993935,11.06898618,0.452179364,-0.065506934
2574,700,4.505212221,1.083955629,0.635099794,11.44503741,0.468194279,0.480806069
2575,707,4.102956297,1.270759872,0.704338954,11.55948778,0.407124369,0.078550144
2576,723,3.953870013,1.262691753,0.747437865,11.82108864,0.507869104,-0.07053614
2577,661,4.320484303,1.264776721,0.625357284,10.80738532,0.482247734,0.29607815
2578,633,3.698255464,1.256452483,0.699626076,10.34958383,0.473490087,-0.326150689
2579,689,3.884554204,1.186505887,0.724998689,11.26518682,0.442785829,-0.139851949
2580,653,4.026832954,1.327141686,0.662840067,10.6765849,0.330659367,0.002426802
2581,699,4.118498239,1.238969004,0.693741182,11.42868735,0.410147164,0.094092086
2582,681,4.190748801,1.156994442,0.664224159,11.13438639,0.324297774,0.166342649
2583,662,4.002967131,1.188580077,0.675982029,10.82373538,0.470903464,-0.021439022
2584,652,3.882031295,1.218041473,0.686511393,10.66023484,0.441190349,-0.142374858
2585,666,3.775541733,1.32380827,0.721031335,10.88913559,0.380231939,-0.24886442
2586,682,4.03922847,1.228507507,0.69015262,11.15073645,0.42653016,0.014822317
2587,692,4.118712045,1.21874621,0.686758194,11.31423698,0.490464015,0.094305892
2588,677,3.988173024,1.239327366,0.693863212,11.06898618,0.539722583,-0.036233129
2589,694,4.279337103,1.153495191,0.662891051,11.34693709,0.485818543,0.25493095
2590,688,4.103112155,1.21483193,0.685384432,11.24883677,0.367308838,0.078706002
2591,686,4.364014984,1.101959322,0.642535412,11.21613666,0.458284494,0.339608831
2592,623,3.831968678,1.157842599,0.664546356,10.18608329,0.449111071,-0.192437475
2593,697,4.769833796,1.146391921,0.597294777,11.39598725,0.398890005,0.745427643
2594,697,4.345213989,1.134797786,0.655663178,11.39598725,0.499819086,0.320807837
2595,651,3.814058653,1.250608223,0.69767443,10.64388479,0.371215625,-0.210347499
2596,670,4.065513425,1.182142843,0.673625608,10.9545358,0.430659633,0.041107273
2597,679,4.513140443,1.160412729,0.614964592,11.10168629,0.404944911,0.48873429
2598,664,3.645916728,1.251987333,0.744424262,10.85643548,0.370158755,-0.378489425
2599,683,4.303785024,1.174395738,0.648678224,11.1670865,0.405763579,0.279378871
2600,724,4.01158606,1.380945956,0.73770315,11.83743869,0.500399697,-0.012820093
2601,674,3.716644262,1.393723548,0.74125577,11.01993602,0.454040841,-0.307761891
2602,635,3.902883946,1.159141917,0.665039243,10.38228393,0.39217805,-0.121522206
2603,654,3.997368752,1.168991851,0.668748345,10.69293495,0.486197881,-0.027037401
2604,663,3.993006729,1.196051921,0.678691909,10.84008543,0.366114825,-0.031399424
2605,687,3.991341546,1.268355462,0.703553341,11.23248671,0.342706179,-0.033064607
2606,616,3.781959331,1.161067629,0.665768193,10.07163292,0.370905094,-0.242446822
2607,699,4.098649563,1.248899219,0.697100788,11.42868735,0.431183725,0.07424341
2608,660,4.376879665,1.17970391,0.616365773,10.79103527,0.437455471,0.352473512
2609,659,3.849101351,1.109415014,0.699818233,10.77468522,0.364702125,-0.175304802
2610,675,3.888887216,1.286678944,0.709475838,11.03628607,0.3626236,-0.135518937
2611,643,3.868715981,1.19792006,0.679365222,10.51308436,0.370867813,-0.155690172
2612,634,3.701605816,1.257869937,0.700097093,10.36593388,0.387674523,-0.322800337
2613,657,4.211526537,1.25451882,0.63765389,10.74198511,0.458656458,0.187120385
2614,663,3.979643919,1.202393804,0.680970814,10.84008543,0.400043802,-0.044762234
2615,693,4.210940808,1.179595109,0.672687384,11.33058703,0.396572339,0.186534655
2616,695,4.346424966,1.129542522,0.653599638,11.36328714,0.267196576,0.322018814
2617,645,3.917824352,1.180270121,0.672936273,10.54578447,0.434123939,-0.1065818
2618,678,3.997509961,1.237572501,0.693265079,11.08533623,0.486879945,-0.026896192
2619,684,4.066386296,1.221022467,0.687553748,11.18343655,0.406251719,0.041980144
2620,637,4.420141285,1.108275338,0.589063978,10.41498404,0.355642013,0.395735132
2621,689,4.208009581,1.170388878,0.669270507,11.26518682,0.440280538,0.183603428
2622,664,3.853655244,1.270624148,0.704294676,10.85643548,0.421180108,-0.170750908
2623,692,3.91941961,1.325943243,0.721678087,11.31423698,0.346384897,-0.104986542
2624,680,4.965180766,1.026420891,0.55980018,11.11803634,0.350669579,0.940774613
2625,712,4.49909123,1.112639142,0.646866081,11.64123805,0.468548539,0.474685077
2626,677,4.625062393,1.131359237,0.598315506,11.06898618,0.389773184,0.60065624
2627,692,4.29204323,1.143434629,0.659023941,11.31423698,0.446796023,0.267637077
2628,704,4.152571812,1.236709512,0.692970413,11.51043762,0.510791998,0.128165659
2629,662,4.148088871,1.126333592,0.652332659,10.82373538,0.361235526,0.123682718
2630,715,4.277720855,1.208671799,0.683207753,11.69028821,0.39777921,0.253314702
2631,684,4.084893666,1.212149062,0.684438658,11.18343655,0.425534857,0.060487513
2632,691,4.214771594,1.172711181,0.670136369,11.29788693,0.463534431,0.190365441
2633,697,4.173076678,1.207267322,0.682708954,11.39598725,0.430884322,0.148670525
2634,651,3.915166124,1.198731871,0.67965729,10.64388479,0.397129812,-0.109240028
2635,670,3.872517781,1.27957497,0.707197257,10.9545358,0.47870806,-0.151888372
2636,674,4.114013066,1.17142874,0.669658545,11.01993602,0.448525722,0.089606913
2637,665,3.958883726,1.218313754,0.686606774,10.87278554,0.385062042,-0.065522427
2638,641,3.872461879,1.190269161,0.676596993,10.48038425,0.460541795,-0.151944274
2639,632,3.749017183,1.225359621,0.689062844,10.33323377,0.518956021,-0.27538897
2640,691,4.040800795,1.254536982,0.698988115,11.29788693,0.391754735,0.016394643
2641,677,4.246512697,1.27977684,0.651651541,11.06898618,0.413861206,0.222106544
2642,618,3.857953546,1.132525966,0.654772855,10.10433303,0.388292255,-0.166452606
2643,635,3.884757061,1.167373953,0.66814242,10.38228393,0.40261631,-0.139649091
2644,693,4.222626572,1.174565358,0.670825779,11.33058703,0.327859729,0.198220419
2645,635,3.880449942,1.169354615,0.668884027,10.38228393,0.410102212,-0.143956211
2646,649,4.031419286,1.140870976,0.658030332,10.61118468,0.374429888,0.007013133
2647,672,4.039722279,1.199546226,0.679949954,10.98723591,0.450289721,0.015316126
2648,691,4.279265167,1.146056381,0.660036623,11.29788693,0.379564663,0.254859015
2649,622,3.531383731,1.320265231,0.719953849,10.16973324,0.318952509,-0.493022421
2650,706,3.982729339,1.335582234,0.724574579,11.54313773,0.420523006,-0.041676814
2651,702,4.30494064,1.163123765,0.66654447,11.47773751,0.384714767,0.280534487
2652,701,4.419371175,1.116359487,0.648360763,11.46138746,0.421672262,0.394965022
2653,707,4.34142304,1.160757311,0.665650852,11.55948778,0.359508921,0.317016888
2654,698,4.151357143,1.220196768,0.687265448,11.4123373,0.359701176,0.12695099
2655,655,4.124279405,1.118358634,0.649160978,10.709285,0.336791395,0.099873252
2656,678,3.978258487,1.24746962,0.696619907,11.08533623,0.450903446,-0.046147666
2657,640,3.775756935,1.236338053,0.692843474,10.4640342,0.432581753,-0.248649218
2658,676,4.045238341,1.208268396,0.683064581,11.05263613,0.516177597,0.020832188
2659,648,3.917749112,1.04325756,0.676079193,10.59483463,0.407746546,-0.106657041
2660,696,4.247913285,1.171591545,0.66971925,11.37963719,0.431984677,0.223507132
2661,658,3.88440957,1.235055784,0.69240479,10.75833516,0.555005656,-0.139996583
2662,682,4.116391232,1.191971939,0.67721554,11.15073645,0.485362945,0.09198508
2663,672,3.966488887,1.235345255,0.692503889,10.98723591,0.561281584,-0.057917266
2664,682,3.777736146,1.381735611,0.737924515,11.15073645,0.479631465,-0.246670007
2665,668,4.172709975,1.131477469,0.65436106,10.9218357,0.375499286,0.148303823
2666,649,4.052316652,1.132179745,0.654636939,10.61118468,0.376639077,0.027910499
2667,713,4.130408396,1.274621643,0.705595366,11.6575881,0.441033619,0.106002243
2668,664,3.971901804,1.209008758,0.683327284,10.85643548,0.398924667,-0.052504349
2669,666,3.743049147,1.344737469,0.72729045,10.88913559,0.465271246,-0.281357006
2670,661,3.947280851,1.21227441,0.684482922,10.80738532,0.48738141,-0.077125302
2671,612,3.990441047,1.064536456,0.626887641,10.0062327,0.327226509,-0.033965105
2672,729,4.183651241,1.295415777,0.712248002,11.91918896,0.44569087,0.159245088
2673,640,3.792711361,1.227332201,0.689746279,10.4640342,0.50293543,-0.231694792
2674,702,4.193210201,1.211770474,0.684304922,11.47773751,0.351667069,0.168804048
2675,666,3.890990844,1.256487442,0.699637703,10.88913559,0.458083307,-0.133415309
2676,693,4.047088735,1.257342939,0.699922078,11.33058703,0.406217682,0.022682583
2677,660,3.728041987,1.332456848,0.723639601,10.79103527,0.377751029,-0.296364166
2678,711,4.188275018,1.239419978,0.693894739,11.624888,0.422109251,0.163868865
2679,675,3.989263563,1.232779834,0.691624275,11.03628607,0.464289503,-0.03514259
2680,683,4.050027276,1.226106087,0.689321685,11.1670865,0.437255241,0.025621123
2681,663,3.550746744,1.478146369,0.763225753,10.84008543,0.444572603,-0.473659409
2682,691,4.41046581,1.096751718,0.640402137,11.29788693,0.38606618,0.386059657
2683,675,4.11387285,1.174159345,0.670674962,11.03628607,0.323956498,0.089466697
2684,690,3.964188135,1.292939928,0.711465784,11.28153687,0.383562924,-0.060218018
2685,682,4.085012117,1.206448141,0.682417587,11.15073645,0.453553324,0.060605964
2686,701,4.062189379,1.273927707,0.705370084,11.46138746,0.427533927,0.037783227
2687,678,4.21813853,1.138231997,0.657004041,11.08533623,0.372294256,0.193732377
2688,667,3.92337013,1.242395288,0.694905482,10.90548564,0.386209415,-0.101036023
2689,678,4.151574392,1.165763771,0.667538094,11.08533623,0.47770569,0.12716824
2690,681,4.262570779,1.128104064,0.653032346,11.13438639,0.449398331,0.238164627
2691,677,4.014311107,1.226174264,0.689345313,11.06898618,0.430884322,-0.010095046
2692,662,3.893686754,1.242538912,0.69495417,10.82373538,0.488203453,-0.130719399
2693,654,3.936285217,1.197255865,0.679126026,10.69293495,0.431344035,-0.088120936
2694,628,3.858908131,1.159574869,0.665203291,10.26783356,0.485932375,-0.165498022
2695,695,4.156351496,1.209465734,0.683489302,11.36328714,0.425978703,0.131945344
2696,708,4.49736228,1.104274553,0.643479284,11.57583784,0.398832227,0.472956127
2697,668,4.064256846,1.177253972,0.671822433,10.9218357,0.307474556,0.039850693
2698,671,3.8150593,1.316880957,0.718919746,10.97088586,0.524547801,-0.209346852
2699,704,4.109571676,1.258244018,0.700221247,11.51043762,0.549396696,0.085165523
2700,652,3.861370732,1.228600158,0.690184625,10.66023484,0.432965153,-0.163035421
2701,655,3.842474832,1.247915578,0.696770016,10.709285,0.364398692,-0.181931321
2702,667,4.79112778,1.188160888,0.569045857,10.90548564,0.497044963,0.766721627
2703,681,4.159703456,1.17015056,0.6691815,11.13438639,0.367471927,0.135297303
2704,651,3.761396889,1.131932467,0.707442282,10.64388479,0.442577596,-0.263009263
2705,679,4.829954924,1.118446588,0.574626806,11.10168629,0.433954036,0.805548771
2706,667,4.037999652,1.186379379,0.675178714,10.90548564,0.425718947,0.013593499
2707,694,4.119705919,1.2239602,0.688576886,11.34693709,0.371649934,0.095299766
2708,622,3.72236126,1.208132329,0.683016272,10.16973324,0.431685829,-0.302044892
2709,706,4.508278373,1.096036063,0.640107862,11.54313773,0.498184222,0.483872221
2710,721,4.33087194,1.201039733,0.680485864,11.78838853,0.376639077,0.306465788
2711,659,3.859081631,1.104166393,0.698008376,10.77468522,0.40426142,-0.165324521
2712,655,3.816650831,1.262060959,0.701484461,10.709285,0.414795632,-0.207755322
2713,675,4.114948477,1.173687665,0.670499651,11.03628607,0.484117362,0.090542324
2714,668,4.065999427,1.176476266,0.671534508,10.9218357,0.428470806,0.041593274
2715,669,4.00235532,1.208746624,0.683234301,10.93818575,0.407441232,-0.022050833
2716,632,3.751703045,1.223939069,0.688569541,10.33323377,0.361235526,-0.272703108
2717,675,4.061892192,1.197621401,0.679257693,11.03628607,0.445442609,0.037486039
2718,667,3.748013709,1.345169174,0.727417673,10.90548564,0.522540595,-0.276392444
2719,660,4.131176042,1.128083971,0.653024415,10.79103527,0.455419305,0.106769889
2720,670,4.260864912,1.102463819,0.642741323,10.9545358,0.455621669,0.236458759
2721,695,4.132877417,1.220500145,0.687371412,11.36328714,0.448741466,0.108471264
2722,653,3.873591431,1.225358352,0.689062404,10.6765849,0.40165355,-0.150814722
2723,720,4.237503836,1.241244161,0.694514916,11.77203848,0.405297596,0.213097684
2724,656,4.247095072,1.075032711,0.631351246,10.72563506,0.430916411,0.22268892
2725,712,4.002440125,1.344206274,0.727133804,11.64123805,0.449880106,-0.021966027
2726,660,3.989079946,1.189414428,0.676285974,10.79103527,0.492190082,-0.035326207
2727,710,4.512783073,1.058018613,0.643091954,11.60853794,0.573820293,0.48837692
2728,658,4.004509019,1.17675798,0.67163884,10.75833516,0.467957957,-0.019897134
2729,635,3.710103867,1.256359765,0.699595234,10.38228393,0.478563617,-0.314302286
2730,657,4.389644601,1.154770426,0.611779887,10.74198511,0.470560771,0.365238448
2731,669,4.747984479,1.102601326,0.575938369,10.93818575,0.502284345,0.723578326
2732,671,3.978855475,1.226113415,0.689324224,10.97088586,0.302533125,-0.045550678
2733,690,4.19629108,1.178041195,0.67211358,11.28153687,0.355110265,0.171884927
2734,639,3.824222699,1.208069518,0.682993968,10.44768415,0.331049427,-0.200183453
2735,644,3.752762939,1.261942879,0.701445481,10.52943441,0.400308705,-0.271643213
2736,692,3.897597482,1.33942495,0.725718666,11.31423698,0.421311405,-0.126808671
2737,738,4.807407804,1.163890481,0.627486783,12.06633944,0.428255613,0.783001652
2738,629,4.092654499,1.275141615,0.628209858,10.28418361,0.388209156,0.068248346
2739,652,3.929288769,1.194841457,0.678254734,10.66023484,0.439305896,-0.095117384
2740,693,4.436802708,1.227723193,0.638443254,11.33058703,0.469972717,0.412396555
2741,637,3.880149058,1.175149931,0.67104278,10.41498404,0.486927275,-0.144257095
2742,618,3.613087681,1.255016765,0.699148064,10.10433303,0.453350037,-0.411318471
2743,728,4.270815071,1.247869543,0.696754525,11.9028389,0.476159463,0.246408918
2744,621,3.596859633,1.274980131,0.705711664,10.15338319,0.376394252,-0.42754652
2745,655,3.995224107,1.17269523,0.670130431,10.709285,0.441284361,-0.029182046
2746,655,3.878843008,1.228752019,0.690237075,10.709285,0.440657239,-0.145563144
2747,672,4.183823787,1.318043516,0.656530752,10.98723591,0.50198144,0.159417634
2748,626,4.016725432,1.088595002,0.637032181,10.23513345,0.313530825,-0.007680721
2749,651,3.750869712,1.246223912,0.709427786,10.64388479,0.368973965,-0.27353644
2750,670,4.059990702,1.184639469,0.674541927,10.9545358,0.380183449,0.035584549
2751,650,4.041855539,1.139101462,0.657342564,10.62753474,0.442067012,0.017449387
2752,638,3.943452368,1.149358657,0.66130722,10.43133409,0.363524908,-0.080953785
2753,641,3.862707059,1.194982362,0.678305661,10.48038425,0.428825638,-0.161699093
2754,678,4.433522378,1.198045392,0.625086291,11.08533623,0.478284237,0.409116225
2755,665,4.173950847,1.289899504,0.651228652,10.87278554,0.537874857,0.149544694
2756,706,4.257236879,1.193733209,0.677853856,11.54313773,0.425751425,0.232830726
2757,619,3.806709375,1.158144278,0.664660871,10.12068308,0.411717412,-0.217696778
2758,665,3.835410228,1.206355275,0.708710731,10.87278554,0.459700366,-0.188995925
2759,680,3.943136517,1.272475705,0.70489801,11.11803634,0.499625398,-0.081269636
2760,678,4.143517782,1.169226317,0.668836048,11.08533623,0.431472239,0.119111629
2761,640,3.625076823,1.325824739,0.721642238,10.4640342,0.446424501,-0.39932933
2762,697,4.273342122,1.163511315,0.666690551,11.39598725,0.40508147,0.248935969
2763,634,3.770716009,1.220197258,0.687265619,10.36593388,0.411213343,-0.253690144
2764,675,4.234529698,1.124395899,0.651565041,11.03628607,0.381212528,0.210123545
2765,614,3.571758502,1.117731183,0.702660385,10.03893281,0.354122474,-0.452647651
2766,624,3.723606638,1.213692841,0.684983293,10.20243335,0.467050946,-0.300799515
2767,722,4.395087803,1.176311371,0.671473422,11.80473858,0.400446846,0.370681651
2768,688,4.104066926,1.214378945,0.685224983,11.24883677,0.419337628,0.079660774
2769,679,4.269015321,1.120790345,0.650131556,11.10168629,0.41904076,0.244609168
2770,710,4.38161983,1.152060843,0.662342832,11.60853794,0.433858436,0.357213677
2771,632,3.833414,1.182868812,0.673892369,10.33323377,0.343981457,-0.190992152
2772,679,4.090807482,1.195390831,0.678453235,11.10168629,0.498045427,0.066401329
2773,636,3.830137535,1.196178647,0.678737636,10.39863399,0.415006699,-0.194268618
2774,709,3.97685948,1.198631417,0.728727526,11.59218789,0.483393263,-0.047546672
2775,698,3.957909089,1.323232057,0.720856457,11.4123373,0.338307035,-0.066497063
2776,683,3.645106404,1.220591308,0.765895783,11.1670865,0.421803407,-0.379299749
2777,709,4.17213135,1.241554475,0.694620262,11.59218789,0.481673948,0.147725197
2778,699,4.145100915,1.226011351,0.689288849,11.42868735,0.454902871,0.120694762
2779,640,4.328727626,1.177197338,0.604336603,10.4640342,0.514352821,0.304321474
2780,673,3.91903354,1.263419134,0.701932368,11.00358596,0.383334545,-0.105372613
2781,711,4.140590945,1.26327782,0.701885803,11.624888,0.308566885,0.116184792
2782,691,3.957625199,1.299965105,0.713678428,11.29788693,0.342813754,-0.066780954
2783,641,3.871856693,1.190560015,0.676702748,10.48038425,0.410371853,-0.152549459
2784,659,3.92464085,1.217576661,0.686348486,10.77468522,0.369971935,-0.099765303
2785,646,3.835199523,1.223738102,0.688499676,10.56213452,0.47546202,-0.189206629
2786,612,3.682195107,1.197922233,0.679366004,10.0062327,0.308073572,-0.342211046
2787,669,3.838620625,1.295826033,0.712377363,10.93818575,0.478602139,-0.185785528
2788,652,4.226767966,1.073065848,0.630519284,10.66023484,0.358931541,0.202361813
2789,671,3.776825583,1.341039426,0.726197544,10.97088586,0.455105464,-0.247580569
2790,666,3.83716616,1.137980475,0.709451659,10.88913559,0.386722238,-0.187239993
2791,658,3.898105866,1.227984767,0.689971972,10.75833516,0.492152623,-0.126300287
2792,642,3.942446922,1.160683827,0.665623058,10.49673431,0.415139949,-0.081959231
2793,663,4.02950378,1.179208371,0.672544687,10.84008543,0.408931711,0.005097627
2794,663,4.01364944,1.186441192,0.675201309,10.84008543,0.476401392,-0.010756713
2795,692,4.03865498,1.11102719,0.700371599,11.31423698,0.477898617,0.014248827
2796,689,4.146205848,1.19759092,0.679246716,11.26518682,0.555279636,0.121799695
2797,653,3.795136379,1.267603337,0.703307064,10.6765849,0.374577572,-0.229269774
2798,660,3.862699251,1.105336533,0.698412856,10.79103527,0.439347861,-0.161706902
2799,649,3.857422659,1.221476332,0.687712083,10.61118468,0.380292543,-0.166983494
2800,649,3.917819694,1.191682025,0.677110326,10.61118468,0.387496148,-0.106586458
2801,619,3.859774696,1.134439441,0.655522918,10.12068308,0.445277025,-0.164631457
2802,674,4.078183814,1.187373509,0.675541891,11.01993602,0.44106497,0.053777661
2803,737,4.33621358,1.24187765,0.694729928,12.04998938,0.481214427,0.311807427
2804,609,3.757804503,1.152297911,0.662433512,9.957182545,0.380777023,-0.266601649
2805,728,4.33552764,1.217594357,0.686354689,11.9028389,0.474413933,0.311121487
2806,623,3.585435258,1.289078028,0.710240359,10.18608329,0.382612452,-0.438970895
2807,623,3.781167416,1.181732638,0.673474761,10.18608329,0.366366519,-0.243238737
2808,694,4.083530238,1.241721469,0.694676935,11.34693709,0.403748043,0.059124085
2809,678,4.165692161,1.159766228,0.665275769,11.08533623,0.465983941,0.141286009
2810,651,3.692431819,1.322570385,0.720655472,10.64388479,0.406761937,-0.331974333
2811,674,3.844905336,1.309114587,0.716528435,11.01993602,0.383370614,-0.179500816
2812,709,4.243527479,1.207899186,0.682933476,11.59218789,0.43649564,0.219121326
2813,657,3.800120447,1.277993986,0.706687147,10.74198511,0.371364588,-0.224285706
2814,656,3.833663409,1.255886395,0.699437712,10.72563506,0.398924667,-0.190742744
2815,634,3.875541456,1.168799816,0.668676493,10.36593388,0.463086768,-0.148864697
2816,667,4.035714697,1.187425823,0.675560989,10.90548564,0.442910722,0.011308545
2817,649,3.860567781,1.219871584,0.687151818,10.61118468,0.418380298,-0.163838372
2818,653,3.964606119,1.181104824,0.673243733,10.6765849,0.411851726,-0.059800033
2819,622,3.467013424,1.365487246,0.733320873,10.16973324,0.339937964,-0.557392729
2820,729,4.301603265,1.235970544,0.692717821,11.91918896,0.441326137,0.277197112
2821,646,3.991157847,1.150110911,0.661595891,10.56213452,0.389808658,-0.033248305
2822,682,4.271293566,1.127150512,0.652655704,11.15073645,0.355836356,0.246887414
2823,626,3.89937744,1.13617865,0.656203048,10.23513345,0.435385514,-0.125028713
2824,680,3.826296852,1.341799918,0.726422751,11.11803634,0.437033827,-0.198109301
2825,642,4.06653162,1.261469316,0.645312473,10.49673431,0.462409478,0.042125467
2826,670,4.146620762,1.147128091,0.660449583,10.9545358,0.441441002,0.122214609
2827,678,4.092097,1.192040893,0.677240559,11.08533623,0.400216585,0.067690847
2828,712,4.244220319,1.215761197,0.685711224,11.64123805,0.467366627,0.219814167
2829,652,3.594796517,1.394122402,0.741365665,10.66023484,0.405933927,-0.429609636
2830,698,4.131410149,1.083003347,0.690583656,11.4123373,0.414695616,0.107003996
2831,654,4.005467687,1.165386084,0.667396156,10.69293495,0.496330437,-0.018938466
2832,684,4.127596785,1.333137683,0.677357621,11.18343655,0.36387974,0.103190632
2833,666,3.965999396,1.217739375,0.686405525,10.88913559,0.370656481,-0.058406757
2834,650,3.655113134,1.34339743,0.726895061,10.62753474,0.443316379,-0.369293019
2835,629,3.587927349,1.309289224,0.716582487,10.28418361,0.352361016,-0.436478804
2836,655,4.133586033,1.114711151,0.647699414,10.709285,0.526967347,0.10917988
2837,675,4.064297337,1.196506009,0.678855726,11.03628607,0.39405395,0.039891184
2838,711,4.39958443,1.147434098,0.660567389,11.624888,0.357554914,0.375178278
2839,715,4.265202773,1.214344689,0.685212921,11.69028821,0.433699056,0.24079662
2840,657,3.88279496,1.232825597,0.691639993,10.74198511,0.313192533,-0.141611193
2841,680,3.941772075,1.27322584,0.70514201,11.11803634,0.471138309,-0.082634078
2842,677,4.049711527,1.208986594,0.683319423,11.06898618,0.465439619,0.025305374
2843,664,4.455590879,1.024113873,0.609146788,10.85643548,0.382648589,0.431184726
2844,666,3.928173505,1.236840577,0.693015187,10.88913559,0.464080987,-0.096232648
2845,654,3.811272862,1.261810656,0.701401824,10.69293495,0.459289109,-0.213133291
2846,686,4.168396533,1.179599274,0.672688921,11.21613666,0.40919086,0.143990381
2847,665,3.828029885,1.288565078,0.710077107,10.87278554,0.46389225,-0.196376268
2848,682,4.439557593,1.066950328,0.627919349,11.15073645,0.537797731,0.41515144
2849,655,4.169922779,1.100784415,0.642055355,10.709285,0.369672827,0.145516626
2850,634,3.730962539,1.241460741,0.694588446,10.36593388,0.456470617,-0.293443614
2851,696,4.452098045,1.27895622,0.639004189,11.37963719,0.421617607,0.427691892
2852,659,4.032370611,1.167025737,0.668011838,10.77468522,0.346823721,0.007964459
2853,693,4.144656393,1.209342159,0.683445499,11.33058703,0.48730575,0.12025024
2854,711,4.242627655,1.213754999,0.685005199,11.624888,0.438181853,0.218221502
2855,669,4.163218866,1.137797323,0.656834657,10.93818575,0.476865551,0.138812713
2856,676,3.969582204,1.245876986,0.696083086,11.05263613,0.386960529,-0.054823949
2857,686,3.894723265,1.320276315,0.719957228,11.21613666,0.447908739,-0.129682888
2858,697,4.283128026,1.159479926,0.665167325,11.39598725,0.464249793,0.258721874
2859,669,4.085476165,1.170557836,0.669333592,10.93818575,0.425372358,0.061070012
2860,676,3.850865853,1.312397184,0.717542271,11.05263613,0.456470617,-0.1735403
2861,709,4.202770669,1.226783327,0.689556295,11.59218789,0.40426142,0.178364516
2862,715,4.281756279,1.20685925,0.68256385,11.69028821,0.429856213,0.257350126
2863,669,3.756342114,1.347084466,0.727981199,10.93818575,0.486055664,-0.268064038
2864,656,3.974784966,1.184810906,0.674604736,10.72563506,0.376087997,-0.049621187
